event_date,obscd,korObs,peak_time,peak_wl,has_peak,window_start,window_end,n_expected,n_actual,missing_rate,included
2024-07-24,1001655,정선군(정선제1교),2024-07-23 14:00:00,1.08,True,2024-07-20 14:00:00,2024-07-28 14:00:00,193,193,0.0,True
2024-07-24,1001658,정선군(광하교),2024-07-23 15:00:00,2.29,True,2024-07-20 15:00:00,2024-07-28 15:00:00,193,193,0.0,True
2024-07-24,1001660,정선군(낙동교),2024-07-24 15:00:00,2.12,True,2024-07-21 15:00:00,2024-07-29 15:00:00,193,193,0.0,True
2024-07-24,1001661,정선군(광탄교),,,False,,,193,0,1.0,False
2024-07-24,1001665,평창군(마하교),,,False,,,193,0,1.0,False
2024-07-24,1001670,영월군(거운교),2024-07-24 17:00:00,2.58,True,2024-07-21 17:00:00,2024-07-29 17:00:00,193,193,0.0,True
2024-07-24,1001690,영월군(영월대교),2024-07-24 13:00:00,1.65,True,2024-07-21 13:00:00,2024-07-29 13:00:00,193,193,0.0,True
2024-07-24,1001695,영월군(신촌교),,,False,,,193,0,1.0,False
2024-07-24,1002605,평창군(이목정교),2024-07-23 07:00:00,2.71,True,2024-07-20 07:00:00,2024-07-28 07:00:00,193,193,0.0,True
2024-07-24,1002610,평창군(장평교),2024-07-23 07:00:00,1.19,True,2024-07-20 07:00:00,2024-07-28 07:00:00,193,193,0.0,True
2024-07-24,1002615,평창군(진전교),2024-07-23 07:00:00,1.52,True,2024-07-20 07:00:00,2024-07-28 07:00:00,193,193,0.0,True
2024-07-24,1002625,평창군(선애교),2024-07-23 09:00:00,2.61,True,2024-07-20 09:00:00,2024-07-28 09:00:00,193,193,0.0,True
2024-07-24,1002626,평창군(바이오교),,,False,,,193,0,1.0,False
2024-07-24,1002635,평창군(사초교),2024-07-23 09:00:00,2.49,True,2024-07-20 09:00:00,2024-07-28 09:00:00,193,193,0.0,True
2024-07-24,1002636,평창군(하방림교),,,False,,,193,0,1.0,False
2024-07-24,1002640,평창군(상방림교),2024-07-23 09:00:00,2.32,True,2024-07-20 09:00:00,2024-07-28 09:00:00,193,193,0.0,True
2024-07-24,1002650,평창군(평창교),2024-07-23 10:00:00,2.01,True,2024-07-20 10:00:00,2024-07-28 10:00:00,193,193,0.0,True
2024-07-24,1002670,횡성군(둔방내리),,,False,,,193,0,1.0,False
2024-07-24,1002675,횡성군(안흥교),2024-07-23 08:00:00,2.94,True,2024-07-20 08:00:00,2024-07-28 08:00:00,193,193,0.0,True
2024-07-24,1002680,영월군(두학교),2024-07-23 11:00:00,1.73,True,2024-07-20 11:00:00,2024-07-28 11:00:00,193,182,0.057,True
2024-07-24,1002685,영월군(주천교),2024-07-24 13:00:00,2.93,True,2024-07-21 13:00:00,2024-07-29 13:00:00,193,193,0.0,True
2024-07-24,1002687,영월군(신천교),2024-07-24 15:00:00,3.03,True,2024-07-21 15:00:00,2024-07-29 15:00:00,193,193,0.0,True
2024-07-24,1002691,영월군(화병교),,,False,,,193,0,1.0,False
2024-07-24,1002693,영월군(농공단지교),2024-07-24 12:00:00,3.63,True,2024-07-21 12:00:00,2024-07-29 12:00:00,193,193,0.0,True
2024-07-24,1002698,영월군(팔괴교),2024-07-24 18:00:00,3.09,True,2024-07-21 18:00:00,2024-07-29 18:00:00,193,193,0.0,True
2024-07-24,1003601,영월군(주채교),,,False,,,193,0,1.0,False
2024-07-24,1003603,영월군(내리2교),,,False,,,193,0,1.0,False
2024-07-24,1003605,영월군(충혼교),2024-07-22 00:00:00,1.6,True,2024-07-19 00:00:00,2024-07-27 00:00:00,193,193,0.0,True
2024-07-24,1003620,영월군(옥동교),2024-07-22 01:00:00,1.94,True,2024-07-19 01:00:00,2024-07-27 01:00:00,193,193,0.0,True
2024-07-24,1003625,영월군(각동교),,,False,,,193,0,1.0,False
2024-07-24,1003626,단양군(들골교),,,False,,,193,0,1.0,False
2024-07-24,1003636,단양군(가대교),2024-07-24 21:00:00,4.3,True,2024-07-21 21:00:00,2024-07-29 21:00:00,193,193,0.0,True
2024-07-24,1003642,단양군(덕천교),2024-07-24 22:00:00,4.27,True,2024-07-21 22:00:00,2024-07-29 22:00:00,193,193,0.0,True
2024-07-24,1003643,단양군(음지교),,,False,,,193,0,1.0,False
2024-07-24,1003645,단양군(단양1교),2024-07-22 09:00:00,0.6,True,2024-07-19 09:00:00,2024-07-27 09:00:00,193,193,0.0,True
2024-07-24,1003652,제천시(덕동교),,,False,,,193,0,1.0,False
2024-07-24,1003654,제천시(송계교),,,False,,,193,0,1.0,False
2024-07-24,1003657,제천시(강저3교),2024-07-24 10:00:00,1.18,True,2024-07-21 10:00:00,2024-07-29 10:00:00,193,193,0.0,True
2024-07-24,1003658,제천시(부수동교),2024-07-24 10:00:00,1.74,True,2024-07-21 10:00:00,2024-07-29 10:00:00,193,193,0.0,True
2024-07-24,1003660,제천시(팔송교),2024-07-24 12:00:00,1.96,True,2024-07-21 12:00:00,2024-07-29 12:00:00,193,193,0.0,True
2024-07-24,1003661,제천시(구곡교),2024-07-24 12:00:00,3.0,True,2024-07-21 12:00:00,2024-07-29 12:00:00,193,193,0.0,True
2024-07-24,1003667,제천시(용암교),,,False,,,193,0,1.0,False
2024-07-24,1004616,청주시(청석굴교),2024-07-24 23:00:00,3.05,True,2024-07-21 23:00:00,2024-07-29 23:00:00,193,193,0.0,True
2024-07-24,1004620,청주시(옥화1교),2024-07-25 00:00:00,1.72,True,2024-07-22 00:00:00,2024-07-30 00:00:00,193,192,0.0052,True
2024-07-24,1004631,괴산군(월문교),,,False,,,193,0,1.0,False
2024-07-24,1004640,괴산군(적석교),,,False,,,193,0,1.0,False
2024-07-24,1004645,괴산군(수전교),2024-07-25 09:00:00,0.87,True,2024-07-22 09:00:00,2024-07-30 09:00:00,193,183,0.0518,True
2024-07-24,1004646,괴산군(비도교),2024-07-25 21:00:00,1.39,True,2024-07-22 21:00:00,2024-07-30 21:00:00,193,171,0.114,True
2024-07-24,1004661,괴산군(제2괴산교),2024-07-22 00:00:00,1.65,True,2024-07-19 00:00:00,2024-07-27 00:00:00,193,193,0.0,True
2024-07-24,1004670,괴산군(추산교),2024-07-22 00:00:00,0.86,True,2024-07-19 00:00:00,2024-07-27 00:00:00,193,193,0.0,True
2024-07-24,1004680,충주시(문강교),2024-07-22 00:00:00,1.4,True,2024-07-19 00:00:00,2024-07-27 00:00:00,193,193,0.0,True
2024-07-24,1004693,괴산군(목도교),2024-07-22 00:00:00,0.91,True,2024-07-19 00:00:00,2024-07-27 00:00:00,193,193,0.0,True
2024-07-24,1004694,충주시(주덕교),,,False,,,193,0,1.0,False
2024-07-24,1004695,충주시(국원대교),2024-07-22 00:00:00,0.95,True,2024-07-19 00:00:00,2024-07-27 00:00:00,193,193,0.0,True
2024-07-24,1004696,충주시(봉계교),,,False,,,193,0,1.0,False
2024-07-24,1005605,충주시(탄금교),2024-07-22 00:00:00,0.81,True,2024-07-19 00:00:00,2024-07-27 00:00:00,193,193,0.0,True
2024-07-24,1005640,충주시(목계교),2024-07-22 01:00:00,1.57,True,2024-07-19 01:00:00,2024-07-27 01:00:00,193,193,0.0,True
2024-07-24,1005650,충주시(능암교),,,False,,,193,0,1.0,False
2024-07-24,1005660,충주시(세포교),,,False,,,193,0,1.0,False
2024-07-24,1005695,원주시(법천교),2024-07-24 09:00:00,1.81,True,2024-07-21 09:00:00,2024-07-29 09:00:00,193,193,0.0,True
2024-07-24,1005697,원주시(남한강대교),2024-07-24 14:00:00,2.69,True,2024-07-21 14:00:00,2024-07-29 14:00:00,193,193,0.0,True
2024-07-24,1006628,횡성군(청곡교),,,False,,,193,0,1.0,False
2024-07-24,1006630,횡성군(오산교),2024-07-24 10:00:00,4.08,True,2024-07-21 10:00:00,2024-07-29 10:00:00,193,193,0.0,True
2024-07-24,1006650,횡성군(횡성교),2024-07-24 10:00:00,2.64,True,2024-07-21 10:00:00,2024-07-29 10:00:00,193,193,0.0,True
2024-07-24,1006660,횡성군(전천교),2024-07-24 08:00:00,3.07,True,2024-07-21 08:00:00,2024-07-29 08:00:00,193,193,0.0,True
2024-07-24,1006664,원주시(동부교),,,False,,,193,0,1.0,False
2024-07-24,1006665,원주시(원주교),2024-07-24 08:00:00,1.29,True,2024-07-21 08:00:00,2024-07-29 08:00:00,193,193,0.0,True
2024-07-24,1006666,원주시(가현교),2024-07-24 09:00:00,5.16,True,2024-07-21 09:00:00,2024-07-29 09:00:00,193,193,0.0,True
2024-07-24,1006670,원주시(옥산교),2024-07-24 09:00:00,5.32,True,2024-07-21 09:00:00,2024-07-29 09:00:00,193,193,0.0,True
2024-07-24,1006672,원주시(장현교),2024-07-24 09:00:00,5.4,True,2024-07-21 09:00:00,2024-07-29 09:00:00,193,193,0.0,True
2024-07-24,1006677,원주시(판대2교),,,False,,,193,0,1.0,False
2024-07-24,1006680,원주시(지정대교),2024-07-24 11:00:00,4.52,True,2024-07-21 11:00:00,2024-07-29 11:00:00,193,193,0.0,True
2024-07-24,1006685,원주시(봉미교),2024-07-24 09:00:00,3.15,True,2024-07-21 09:00:00,2024-07-29 09:00:00,193,193,0.0,True
2024-07-24,1006690,원주시(문막교),2024-07-24 12:00:00,4.28,True,2024-07-21 12:00:00,2024-07-29 12:00:00,193,193,0.0,True
2024-07-24,1007604,안성시(한평교),2024-07-23 05:00:00,2.36,True,2024-07-20 05:00:00,2024-07-28 05:00:00,193,193,0.0,True
2024-07-24,1007605,이천시(장호원교),2024-07-23 11:00:00,1.63,True,2024-07-20 11:00:00,2024-07-28 11:00:00,193,193,0.0,True
2024-07-24,1007606,안성시(두현교),,,False,,,193,0,1.0,False
2024-07-24,1007608,이천시(고당교),,,False,,,193,0,1.0,False
2024-07-24,1007609,음성군(병암교),,,False,,,193,0,1.0,False
2024-07-24,1007610,음성군(총천교),2024-07-23 06:00:00,1.13,True,2024-07-20 06:00:00,2024-07-28 06:00:00,193,193,0.0,True
2024-07-24,1007613,음성군(상우교),,,False,,,193,0,1.0,False
2024-07-24,1007615,여주시(원부교),2024-07-23 13:00:00,1.61,True,2024-07-20 13:00:00,2024-07-28 13:00:00,193,193,0.0,True
2024-07-24,1007617,여주시(삼합교),2024-07-23 16:00:00,0.69,True,2024-07-20 16:00:00,2024-07-28 16:00:00,193,193,0.0,True
2024-07-24,1007620,여주시(강천리),2024-07-24 14:00:00,1.47,True,2024-07-21 14:00:00,2024-07-29 14:00:00,193,193,0.0,True
2024-07-24,1007625,여주시(남한강교),2024-07-24 14:00:00,2.63,True,2024-07-21 14:00:00,2024-07-29 14:00:00,193,193,0.0,True
2024-07-24,1007626,여주시(용은교),,,False,,,193,0,1.0,False
2024-07-24,1007633,강천보(상류),2024-07-23 13:00:00,38.37,True,2024-07-20 13:00:00,2024-07-28 13:00:00,193,193,0.0,True
2024-07-24,1007634,강천보(하류),2024-07-24 18:00:00,35.99,True,2024-07-21 18:00:00,2024-07-29 18:00:00,193,177,0.0829,True
2024-07-24,1007635,여주시(여주대교),2024-07-24 15:00:00,1.82,True,2024-07-21 15:00:00,2024-07-29 15:00:00,193,193,0.0,True
2024-07-24,1007637,여주시(당우교),,,False,,,193,0,1.0,False
2024-07-24,1007639,여주보(상류),2024-07-24 09:00:00,33.41,True,2024-07-21 09:00:00,2024-07-29 09:00:00,193,193,0.0,True
2024-07-24,1007640,여주시(율극교),2024-07-24 06:00:00,1.98,True,2024-07-21 06:00:00,2024-07-29 06:00:00,193,193,0.0,True
2024-07-24,1007641,여주보(하류),2024-07-24 16:00:00,31.59,True,2024-07-21 16:00:00,2024-07-29 16:00:00,193,193,0.0,True
2024-07-24,1007642,이천시(동산교),2024-07-23 04:00:00,1.86,True,2024-07-20 04:00:00,2024-07-28 04:00:00,193,193,0.0,True
2024-07-24,1007645,이천시(복하교),2024-07-23 06:00:00,0.89,True,2024-07-20 06:00:00,2024-07-28 06:00:00,193,193,0.0,True
2024-07-24,1007650,여주시(흥천대교),2024-07-23 05:00:00,1.35,True,2024-07-20 05:00:00,2024-07-28 05:00:00,193,193,0.0,True
2024-07-24,1007655,여주시(양촌교),2024-07-23 07:00:00,2.06,True,2024-07-20 07:00:00,2024-07-28 07:00:00,193,193,0.0,True
2024-07-24,1007662,이포보(상류),2024-07-24 15:00:00,28.39,True,2024-07-21 15:00:00,2024-07-29 15:00:00,193,193,0.0,True
2024-07-24,1007664,이포보(하류),2024-07-24 17:00:00,27.66,True,2024-07-21 17:00:00,2024-07-29 17:00:00,193,193,0.0,True
2024-07-24,1007680,양평군(흑천교),2024-07-23 09:00:00,1.25,True,2024-07-20 09:00:00,2024-07-28 09:00:00,193,193,0.0,True
2024-07-24,1007685,양평군(양평교),2024-07-24 18:00:00,6.08,True,2024-07-21 18:00:00,2024-07-29 18:00:00,193,193,0.0,True
2024-07-24,1007687,양평군(여물교),,,False,,,193,0,1.0,False
2024-07-24,1007688,양평군(보룡교),,,False,,,193,0,1.0,False
2024-07-24,1007690,양평군(봉상교),2024-07-23 09:00:00,2.28,True,2024-07-20 09:00:00,2024-07-28 09:00:00,193,193,0.0,True
2024-07-24,1007695,양평군(다문교),,,False,,,193,0,1.0,False
2024-07-24,1007697,양평군(신원리),2024-07-23 16:00:00,0.87,True,2024-07-20 16:00:00,2024-07-28 16:00:00,193,193,0.0,True
2024-07-25,1001602,평창군(송정교),2024-07-23 07:00:00,2.73,True,2024-07-20 07:00:00,2024-07-28 07:00:00,193,193,0.0,True
2024-07-25,1001620,정선군(송계교),2024-07-23 08:00:00,-0.11,True,2024-07-20 08:00:00,2024-07-28 08:00:00,193,193,0.0,True
2024-07-25,1001622,정선군(혈천교),2024-07-25 01:00:00,1.7,True,2024-07-22 01:00:00,2024-07-30 01:00:00,193,191,0.0104,True
2024-07-25,1001623,정선군(오장2교),,,False,,,193,0,1.0,False
2024-07-25,1001625,정선군(송천교),2024-07-23 12:00:00,1.36,True,2024-07-20 12:00:00,2024-07-28 12:00:00,193,193,0.0,True
2024-07-25,1001626,정선군(제1여량교),2024-07-23 00:00:00,1.78,True,2024-07-20 00:00:00,2024-07-28 00:00:00,193,193,0.0,True
2024-07-25,1001629,정선군(남평대교),2024-07-23 20:00:00,2.35,True,2024-07-20 20:00:00,2024-07-28 20:00:00,193,193,0.0,True
2024-07-25,1001630,정선군(나전교),2024-07-23 10:00:00,2.62,True,2024-07-20 10:00:00,2024-07-28 10:00:00,193,193,0.0,True
2024-07-25,1001641,정선군(각희교),,,False,,,193,0,1.0,False
2024-07-25,1001645,정선군(와평교),2024-07-24 22:00:00,2.17,True,2024-07-21 22:00:00,2024-07-29 22:00:00,193,193,0.0,True
2024-07-25,1001649,정선군(애산교),2024-07-24 22:00:00,2.12,True,2024-07-21 22:00:00,2024-07-29 22:00:00,193,193,0.0,True
2024-07-25,1001650,정선군(삼거리교),,,False,,,193,0,1.0,False
2024-07-25,1001655,정선군(정선제1교),2024-07-23 14:00:00,1.08,True,2024-07-20 14:00:00,2024-07-28 14:00:00,193,193,0.0,True
2024-07-25,1001658,정선군(광하교),2024-07-23 15:00:00,2.29,True,2024-07-20 15:00:00,2024-07-28 15:00:00,193,193,0.0,True
2024-07-25,1001660,정선군(낙동교),2024-07-24 15:00:00,2.12,True,2024-07-21 15:00:00,2024-07-29 15:00:00,193,193,0.0,True
2024-07-25,1001661,정선군(광탄교),,,False,,,193,0,1.0,False
2024-07-25,1001665,평창군(마하교),,,False,,,193,0,1.0,False
2024-07-25,1001670,영월군(거운교),2024-07-24 17:00:00,2.58,True,2024-07-21 17:00:00,2024-07-29 17:00:00,193,193,0.0,True
2024-07-25,1001690,영월군(영월대교),2024-07-24 13:00:00,1.65,True,2024-07-21 13:00:00,2024-07-29 13:00:00,193,193,0.0,True
2024-07-25,1001695,영월군(신촌교),,,False,,,193,0,1.0,False
2024-07-25,1002605,평창군(이목정교),2024-07-23 07:00:00,2.71,True,2024-07-20 07:00:00,2024-07-28 07:00:00,193,193,0.0,True
2024-07-25,1002610,평창군(장평교),2024-07-23 07:00:00,1.19,True,2024-07-20 07:00:00,2024-07-28 07:00:00,193,193,0.0,True
2024-07-25,1002615,평창군(진전교),2024-07-23 07:00:00,1.52,True,2024-07-20 07:00:00,2024-07-28 07:00:00,193,193,0.0,True
2024-07-25,1002625,평창군(선애교),2024-07-23 09:00:00,2.61,True,2024-07-20 09:00:00,2024-07-28 09:00:00,193,193,0.0,True
2024-07-25,1002626,평창군(바이오교),,,False,,,193,0,1.0,False
2024-07-25,1002635,평창군(사초교),2024-07-23 09:00:00,2.49,True,2024-07-20 09:00:00,2024-07-28 09:00:00,193,193,0.0,True
2024-07-25,1002636,평창군(하방림교),,,False,,,193,0,1.0,False
2024-07-25,1002640,평창군(상방림교),2024-07-23 09:00:00,2.32,True,2024-07-20 09:00:00,2024-07-28 09:00:00,193,193,0.0,True
2024-07-25,1002650,평창군(평창교),2024-07-23 10:00:00,2.01,True,2024-07-20 10:00:00,2024-07-28 10:00:00,193,193,0.0,True
2024-07-25,1002670,횡성군(둔방내리),,,False,,,193,0,1.0,False
2024-07-25,1002675,횡성군(안흥교),2024-07-23 08:00:00,2.94,True,2024-07-20 08:00:00,2024-07-28 08:00:00,193,193,0.0,True
2024-07-25,1002680,영월군(두학교),2024-07-23 11:00:00,1.73,True,2024-07-20 11:00:00,2024-07-28 11:00:00,193,182,0.057,True
2024-07-25,1002685,영월군(주천교),2024-07-24 13:00:00,2.93,True,2024-07-21 13:00:00,2024-07-29 13:00:00,193,193,0.0,True
2024-07-25,1002687,영월군(신천교),2024-07-24 15:00:00,3.03,True,2024-07-21 15:00:00,2024-07-29 15:00:00,193,193,0.0,True
2024-07-25,1002691,영월군(화병교),,,False,,,193,0,1.0,False
2024-07-25,1002693,영월군(농공단지교),2024-07-24 12:00:00,3.63,True,2024-07-21 12:00:00,2024-07-29 12:00:00,193,193,0.0,True
2024-07-25,1002698,영월군(팔괴교),2024-07-24 18:00:00,3.09,True,2024-07-21 18:00:00,2024-07-29 18:00:00,193,193,0.0,True
2024-07-25,1003601,영월군(주채교),,,False,,,193,0,1.0,False
2024-07-25,1003603,영월군(내리2교),,,False,,,193,0,1.0,False
2024-07-25,1003605,영월군(충혼교),2024-07-23 00:00:00,1.51,True,2024-07-20 00:00:00,2024-07-28 00:00:00,193,193,0.0,True
2024-07-25,1003620,영월군(옥동교),2024-07-23 00:00:00,1.86,True,2024-07-20 00:00:00,2024-07-28 00:00:00,193,193,0.0,True
2024-07-25,1003625,영월군(각동교),,,False,,,193,0,1.0,False
2024-07-25,1003626,단양군(들골교),,,False,,,193,0,1.0,False
2024-07-25,1003636,단양군(가대교),2024-07-24 21:00:00,4.3,True,2024-07-21 21:00:00,2024-07-29 21:00:00,193,193,0.0,True
2024-07-25,1003642,단양군(덕천교),2024-07-24 22:00:00,4.27,True,2024-07-21 22:00:00,2024-07-29 22:00:00,193,193,0.0,True
2024-07-25,1003643,단양군(음지교),,,False,,,193,0,1.0,False
2024-07-25,1003645,단양군(단양1교),2024-07-24 15:00:00,0.58,True,2024-07-21 15:00:00,2024-07-29 15:00:00,193,193,0.0,True
2024-07-25,1003652,제천시(덕동교),,,False,,,193,0,1.0,False
2024-07-25,1003654,제천시(송계교),,,False,,,193,0,1.0,False
2024-07-25,1003657,제천시(강저3교),2024-07-24 10:00:00,1.18,True,2024-07-21 10:00:00,2024-07-29 10:00:00,193,193,0.0,True
2024-07-25,1003658,제천시(부수동교),2024-07-24 10:00:00,1.74,True,2024-07-21 10:00:00,2024-07-29 10:00:00,193,193,0.0,True
2024-07-25,1003660,제천시(팔송교),2024-07-24 12:00:00,1.96,True,2024-07-21 12:00:00,2024-07-29 12:00:00,193,193,0.0,True
2024-07-25,1003661,제천시(구곡교),2024-07-24 12:00:00,3.0,True,2024-07-21 12:00:00,2024-07-29 12:00:00,193,193,0.0,True
2024-07-25,1003667,제천시(용암교),,,False,,,193,0,1.0,False
2024-07-25,1004616,청주시(청석굴교),2024-07-24 23:00:00,3.05,True,2024-07-21 23:00:00,2024-07-29 23:00:00,193,193,0.0,True
2024-07-25,1004620,청주시(옥화1교),2024-07-25 00:00:00,1.72,True,2024-07-22 00:00:00,2024-07-30 00:00:00,193,192,0.0052,True
2024-07-25,1004631,괴산군(월문교),,,False,,,193,0,1.0,False
2024-07-25,1004640,괴산군(적석교),,,False,,,193,0,1.0,False
2024-07-25,1004645,괴산군(수전교),2024-07-25 09:00:00,0.87,True,2024-07-22 09:00:00,2024-07-30 09:00:00,193,183,0.0518,True
2024-07-25,1004646,괴산군(비도교),2024-07-25 21:00:00,1.39,True,2024-07-22 21:00:00,2024-07-30 21:00:00,193,171,0.114,True
2024-07-25,1004661,괴산군(제2괴산교),2024-07-23 00:00:00,1.6,True,2024-07-20 00:00:00,2024-07-28 00:00:00,193,193,0.0,True
2024-07-25,1004670,괴산군(추산교),2024-07-23 19:00:00,0.85,True,2024-07-20 19:00:00,2024-07-28 19:00:00,193,193,0.0,True
2024-07-25,1004680,충주시(문강교),2024-07-23 00:00:00,1.36,True,2024-07-20 00:00:00,2024-07-28 00:00:00,193,193,0.0,True
2024-07-25,1004693,괴산군(목도교),2024-07-26 01:00:00,0.91,True,2024-07-23 01:00:00,2024-07-31 01:00:00,193,167,0.1347,True
2024-07-25,1004694,충주시(주덕교),,,False,,,193,0,1.0,False
2024-07-25,1004695,충주시(국원대교),2024-07-24 22:00:00,0.9,True,2024-07-21 22:00:00,2024-07-29 22:00:00,193,193,0.0,True
2024-07-25,1004696,충주시(봉계교),,,False,,,193,0,1.0,False
2024-07-25,1005605,충주시(탄금교),2024-07-26 17:00:00,0.84,True,2024-07-23 17:00:00,2024-07-31 17:00:00,193,151,0.2176,True
2024-07-25,1005640,충주시(목계교),2024-07-23 16:00:00,1.51,True,2024-07-20 16:00:00,2024-07-28 16:00:00,193,193,0.0,True
2024-07-25,1005650,충주시(능암교),,,False,,,193,0,1.0,False
2024-07-25,1005660,충주시(세포교),,,False,,,193,0,1.0,False
2024-07-25,1005695,원주시(법천교),2024-07-24 09:00:00,1.81,True,2024-07-21 09:00:00,2024-07-29 09:00:00,193,193,0.0,True
2024-07-25,1005697,원주시(남한강대교),2024-07-24 14:00:00,2.69,True,2024-07-21 14:00:00,2024-07-29 14:00:00,193,193,0.0,True
2024-07-25,1006628,횡성군(청곡교),,,False,,,193,0,1.0,False
2024-07-25,1006630,횡성군(오산교),2024-07-24 10:00:00,4.08,True,2024-07-21 10:00:00,2024-07-29 10:00:00,193,193,0.0,True
2024-07-25,1006650,횡성군(횡성교),2024-07-24 10:00:00,2.64,True,2024-07-21 10:00:00,2024-07-29 10:00:00,193,193,0.0,True
2024-07-25,1006660,횡성군(전천교),2024-07-24 08:00:00,3.07,True,2024-07-21 08:00:00,2024-07-29 08:00:00,193,193,0.0,True
2024-07-25,1006664,원주시(동부교),,,False,,,193,0,1.0,False
2024-07-25,1006665,원주시(원주교),2024-07-24 08:00:00,1.29,True,2024-07-21 08:00:00,2024-07-29 08:00:00,193,193,0.0,True
2024-07-25,1006666,원주시(가현교),2024-07-24 09:00:00,5.16,True,2024-07-21 09:00:00,2024-07-29 09:00:00,193,193,0.0,True
2024-07-25,1006670,원주시(옥산교),2024-07-24 09:00:00,5.32,True,2024-07-21 09:00:00,2024-07-29 09:00:00,193,193,0.0,True
2024-07-25,1006672,원주시(장현교),2024-07-24 09:00:00,5.4,True,2024-07-21 09:00:00,2024-07-29 09:00:00,193,193,0.0,True
2024-07-25,1006677,원주시(판대2교),,,False,,,193,0,1.0,False
2024-07-25,1006680,원주시(지정대교),2024-07-24 11:00:00,4.52,True,2024-07-21 11:00:00,2024-07-29 11:00:00,193,193,0.0,True
2024-07-25,1006685,원주시(봉미교),2024-07-24 09:00:00,3.15,True,2024-07-21 09:00:00,2024-07-29 09:00:00,193,193,0.0,True
2024-07-25,1006690,원주시(문막교),2024-07-24 12:00:00,4.28,True,2024-07-21 12:00:00,2024-07-29 12:00:00,193,193,0.0,True
2024-07-25,1007604,안성시(한평교),2024-07-23 05:00:00,2.36,True,2024-07-20 05:00:00,2024-07-28 05:00:00,193,193,0.0,True
2024-07-25,1007605,이천시(장호원교),2024-07-23 11:00:00,1.63,True,2024-07-20 11:00:00,2024-07-28 11:00:00,193,193,0.0,True
2024-07-25,1007606,안성시(두현교),,,False,,,193,0,1.0,False
2024-07-25,1007608,이천시(고당교),,,False,,,193,0,1.0,False
2024-07-25,1007609,음성군(병암교),,,False,,,193,0,1.0,False
2024-07-25,1007610,음성군(총천교),2024-07-23 06:00:00,1.13,True,2024-07-20 06:00:00,2024-07-28 06:00:00,193,193,0.0,True
2024-07-25,1007613,음성군(상우교),,,False,,,193,0,1.0,False
2024-07-25,1007615,여주시(원부교),2024-07-23 13:00:00,1.61,True,2024-07-20 13:00:00,2024-07-28 13:00:00,193,193,0.0,True
2024-07-25,1007617,여주시(삼합교),2024-07-23 16:00:00,0.69,True,2024-07-20 16:00:00,2024-07-28 16:00:00,193,193,0.0,True
2024-07-25,1007620,여주시(강천리),2024-07-24 14:00:00,1.47,True,2024-07-21 14:00:00,2024-07-29 14:00:00,193,193,0.0,True
2024-07-25,1007625,여주시(남한강교),2024-07-24 14:00:00,2.63,True,2024-07-21 14:00:00,2024-07-29 14:00:00,193,193,0.0,True
2024-07-25,1007626,여주시(용은교),,,False,,,193,0,1.0,False
2024-07-25,1007633,강천보(상류),2024-07-23 13:00:00,38.37,True,2024-07-20 13:00:00,2024-07-28 13:00:00,193,193,0.0,True
2024-07-25,1007634,강천보(하류),2024-07-24 18:00:00,35.99,True,2024-07-21 18:00:00,2024-07-29 18:00:00,193,177,0.0829,True
2024-07-25,1007635,여주시(여주대교),2024-07-24 15:00:00,1.82,True,2024-07-21 15:00:00,2024-07-29 15:00:00,193,193,0.0,True
2024-07-25,1007637,여주시(당우교),,,False,,,193,0,1.0,False
2024-07-25,1007639,여주보(상류),2024-07-24 09:00:00,33.41,True,2024-07-21 09:00:00,2024-07-29 09:00:00,193,193,0.0,True
2024-07-25,1007640,여주시(율극교),2024-07-24 06:00:00,1.98,True,2024-07-21 06:00:00,2024-07-29 06:00:00,193,193,0.0,True
2024-07-25,1007641,여주보(하류),2024-07-24 16:00:00,31.59,True,2024-07-21 16:00:00,2024-07-29 16:00:00,193,193,0.0,True
2024-07-25,1007642,이천시(동산교),2024-07-23 04:00:00,1.86,True,2024-07-20 04:00:00,2024-07-28 04:00:00,193,193,0.0,True
2024-07-25,1007645,이천시(복하교),2024-07-23 06:00:00,0.89,True,2024-07-20 06:00:00,2024-07-28 06:00:00,193,193,0.0,True
2024-07-25,1007650,여주시(흥천대교),2024-07-23 05:00:00,1.35,True,2024-07-20 05:00:00,2024-07-28 05:00:00,193,193,0.0,True
2024-07-25,1007655,여주시(양촌교),2024-07-23 07:00:00,2.06,True,2024-07-20 07:00:00,2024-07-28 07:00:00,193,193,0.0,True
2024-07-25,1007662,이포보(상류),2024-07-24 15:00:00,28.39,True,2024-07-21 15:00:00,2024-07-29 15:00:00,193,193,0.0,True
2024-07-25,1007664,이포보(하류),2024-07-24 17:00:00,27.66,True,2024-07-21 17:00:00,2024-07-29 17:00:00,193,193,0.0,True
2024-07-25,1007680,양평군(흑천교),2024-07-23 09:00:00,1.25,True,2024-07-20 09:00:00,2024-07-28 09:00:00,193,193,0.0,True
2024-07-25,1007685,양평군(양평교),2024-07-24 18:00:00,6.08,True,2024-07-21 18:00:00,2024-07-29 18:00:00,193,193,0.0,True
2024-07-25,1007687,양평군(여물교),,,False,,,193,0,1.0,False
2024-07-25,1007688,양평군(보룡교),,,False,,,193,0,1.0,False
2024-07-25,1007690,양평군(봉상교),2024-07-23 09:00:00,2.28,True,2024-07-20 09:00:00,2024-07-28 09:00:00,193,193,0.0,True
