obscd_wl,korObs_wl,region_wl,lat_wl,lon_wl,rank,stn_id_aws,stn_ko_aws,lat_aws,lon_aws,addr_aws,distance_km,weight_exp,reliability
1004670,괴산군(추산교),한강,36.893611,127.814167,3,127,충주,36.97045,127.9525,충청북도 충주시 안림동,14.97,0.2238,C_보통
1004680,충주시(문강교),한강,36.887778,127.946111,1,622,수안보,36.83909,128.00791,충청북도 충주시 수안보면 안보리,7.72,0.4621,B_신뢰
1004680,충주시(문강교),한강,36.887778,127.946111,2,127,충주,36.97045,127.9525,충청북도 충주시 안림동,9.21,0.3981,B_신뢰
1004680,충주시(문강교),한강,36.887778,127.946111,3,324,송계,36.91019,128.07446,충청북도 제천시 한수면 탄지리,11.68,0.311,C_보통
1004685,팔봉교,한강,36.899167,127.921389,1,127,충주,36.97045,127.9525,충청북도 충주시 안림동,8.39,0.4321,B_신뢰
1004685,팔봉교,한강,36.899167,127.921389,2,622,수안보,36.83909,128.00791,충청북도 충주시 수안보면 안보리,10.19,0.361,C_보통
1004685,팔봉교,한강,36.899167,127.921389,3,324,송계,36.91019,128.07446,충청북도 제천시 한수면 탄지리,13.67,0.2549,C_보통
1004688,원남,한강,36.855,127.710556,1,603,괴산,36.81612,127.77758,충청북도 괴산군 괴산읍 서부리,7.37,0.4785,B_신뢰
1004688,원남,한강,36.855,127.710556,2,619,음성,36.92297,127.70241,충청북도 음성군 음성읍 평곡리,7.59,0.4681,B_신뢰
1004688,원남,한강,36.855,127.710556,3,623,증평,36.7956,127.562,충청북도 증평군 증평읍 연탄리,14.78,0.2281,C_보통
1004690,충주시(향산리),한강,36.925,127.924444,1,127,충주,36.97045,127.9525,충청북도 충주시 안림동,5.64,0.5689,B_신뢰
1004690,충주시(향산리),한강,36.925,127.924444,2,622,수안보,36.83909,128.00791,충청북도 충주시 수안보면 안보리,12.1,0.2982,C_보통
1004690,충주시(향산리),한강,36.925,127.924444,3,324,송계,36.91019,128.07446,충청북도 제천시 한수면 탄지리,13.44,0.2608,C_보통
1004692,용당,한강,37.006111,127.705,1,619,음성,36.92297,127.70241,충청북도 음성군 음성읍 평곡리,9.25,0.3965,B_신뢰
1004692,용당,한강,37.006111,127.705,2,630,노은,37.04566,127.79968,충청북도 충주시 노은면 수룡리,9.49,0.3871,B_신뢰
1004692,용당,한강,37.006111,127.705,3,600,금왕,36.97369,127.58973,충청북도 음성군 금왕읍 용계리,10.85,0.3379,C_보통
1004693,괴산군(목도교),한강,36.87,127.855278,1,603,괴산,36.81612,127.77758,충청북도 괴산군 괴산읍 서부리,9.15,0.4005,B_신뢰
1004693,괴산군(목도교),한강,36.87,127.855278,2,622,수안보,36.83909,128.00791,충청북도 충주시 수안보면 안보리,14.01,0.2464,C_보통
1004693,괴산군(목도교),한강,36.87,127.855278,3,127,충주,36.97045,127.9525,충청북도 충주시 안림동,14.12,0.2437,C_보통
1004694,충주시(주덕교),한강,36.983333,127.793889,1,630,노은,37.04566,127.79968,충청북도 충주시 노은면 수룡리,6.95,0.4991,B_신뢰
1004694,충주시(주덕교),한강,36.983333,127.793889,2,619,음성,36.92297,127.70241,충청북도 음성군 음성읍 평곡리,10.54,0.3485,C_보통
1004694,충주시(주덕교),한강,36.983333,127.793889,3,620,엄정,37.07371,127.90353,충청북도 충주시 엄정면 율능리,13.99,0.2468,C_보통
1004695,충주시(국원대교),한강,36.966111,127.871667,1,127,충주,36.97045,127.9525,충청북도 충주시 안림동,7.2,0.4868,B_신뢰
1004695,충주시(국원대교),한강,36.966111,127.871667,2,630,노은,37.04566,127.79968,충청북도 충주시 노은면 수룡리,10.91,0.3359,C_보통
1004695,충주시(국원대교),한강,36.966111,127.871667,3,620,엄정,37.07371,127.90353,충청북도 충주시 엄정면 율능리,12.29,0.2926,C_보통
1004696,충주시(봉계교),한강,36.976944,127.920278,1,127,충주,36.97045,127.9525,충청북도 충주시 안림동,2.95,0.7445,A_매우신뢰
1004696,충주시(봉계교),한강,36.976944,127.920278,2,620,엄정,37.07371,127.90353,충청북도 충주시 엄정면 율능리,10.86,0.3376,C_보통
1004696,충주시(봉계교),한강,36.976944,127.920278,3,630,노은,37.04566,127.79968,충청북도 충주시 노은면 수룡리,13.15,0.2685,C_보통
1005605,충주시(탄금교),한강,36.988611,127.89,1,127,충주,36.97045,127.9525,충청북도 충주시 안림동,5.91,0.5538,B_신뢰
1005605,충주시(탄금교),한강,36.988611,127.89,2,620,엄정,37.07371,127.90353,충청북도 충주시 엄정면 율능리,9.54,0.3852,B_신뢰
1005605,충주시(탄금교),한강,36.988611,127.89,3,630,노은,37.04566,127.79968,충청북도 충주시 노은면 수룡리,10.22,0.3599,C_보통
1005620,충주시(충주조정지댐방수로),한강,37.046111,127.865833,1,620,엄정,37.07371,127.90353,충청북도 충주시 엄정면 율능리,4.54,0.6351,A_매우신뢰
1005620,충주시(충주조정지댐방수로),한강,37.046111,127.865833,2,630,노은,37.04566,127.79968,충청북도 충주시 노은면 수룡리,5.87,0.556,B_신뢰
1005620,충주시(충주조정지댐방수로),한강,37.046111,127.865833,3,127,충주,36.97045,127.9525,충청북도 충주시 안림동,11.4,0.3198,C_보통
1005635,충주시(충주조정지댐),한강,37.044444,127.866389,1,620,엄정,37.07371,127.90353,충청북도 충주시 엄정면 율능리,4.63,0.6294,A_매우신뢰
1005635,충주시(충주조정지댐),한강,37.044444,127.866389,2,630,노은,37.04566,127.79968,충청북도 충주시 노은면 수룡리,5.92,0.5532,B_신뢰
1005635,충주시(충주조정지댐),한강,37.044444,127.866389,3,127,충주,36.97045,127.9525,충청북도 충주시 안림동,11.23,0.3253,C_보통
1005640,충주시(목계교),한강,37.076111,127.881111,1,620,엄정,37.07371,127.90353,충청북도 충주시 엄정면 율능리,2.01,0.8179,A_매우신뢰
1005640,충주시(목계교),한강,37.076111,127.881111,2,630,노은,37.04566,127.79968,충청북도 충주시 노은면 수룡리,7.98,0.4502,B_신뢰
1005640,충주시(목계교),한강,37.076111,127.881111,3,127,충주,36.97045,127.9525,충청북도 충주시 안림동,13.35,0.2632,C_보통
1005650,충주시(능암교),한강,37.091111,127.801389,1,630,노은,37.04566,127.79968,충청북도 충주시 노은면 수룡리,5.06,0.6029,B_신뢰
1005650,충주시(능암교),한강,37.091111,127.801389,2,620,엄정,37.07371,127.90353,충청북도 충주시 엄정면 율능리,9.27,0.3957,B_신뢰
1005650,충주시(능암교),한강,37.091111,127.801389,3,347,귀래,37.22755,127.85685,강원특별자치도 원주시 귀래면 귀래리,15.95,0.2029,D_주의
1005660,충주시(세포교),한강,37.148333,127.819167,1,347,귀래,37.22755,127.85685,강원특별자치도 원주시 귀래면 귀래리,9.42,0.3898,B_신뢰
1005660,충주시(세포교),한강,37.148333,127.819167,2,592,부론,37.23162,127.74866,강원특별자치도 원주시 부론면 흥호리,11.17,0.3273,C_보통
1005660,충주시(세포교),한강,37.148333,127.819167,3,620,엄정,37.07371,127.90353,충청북도 충주시 엄정면 율능리,11.17,0.3273,C_보통
1005695,원주시(법천교),한강,37.204444,127.754167,1,592,부론,37.23162,127.74866,강원특별자치도 원주시 부론면 흥호리,3.06,0.7364,A_매우신뢰
1005695,원주시(법천교),한강,37.204444,127.754167,2,464,점동,37.20611,127.66273,경기도 여주시 점동면 청안리,8.1,0.4449,B_신뢰
1005695,원주시(법천교),한강,37.204444,127.754167,3,347,귀래,37.22755,127.85685,강원특별자치도 원주시 귀래면 귀래리,9.45,0.3887,B_신뢰
1005697,원주시(남한강대교),한강,37.206111,127.747778,1,592,부론,37.23162,127.74866,강원특별자치도 원주시 부론면 흥호리,2.84,0.7528,A_매우신뢰
1005697,원주시(남한강대교),한강,37.206111,127.747778,2,464,점동,37.20611,127.66273,경기도 여주시 점동면 청안리,7.53,0.471,B_신뢰
1005697,원주시(남한강대교),한강,37.206111,127.747778,3,347,귀래,37.22755,127.85685,강원특별자치도 원주시 귀래면 귀래리,9.95,0.3697,B_신뢰
1006610,횡성군(율동리),한강,37.556944,128.108611,1,561,청일,37.58219,128.15275,강원특별자치도 횡성군 청일면 유동리,4.8,0.6188,A_매우신뢰
1006610,횡성군(율동리),한강,37.556944,128.108611,2,583,안흥,37.46463,128.1551,강원특별자치도 횡성군 안흥면 소사리,11.05,0.3312,C_보통
1006610,횡성군(율동리),한강,37.556944,128.108611,3,536,횡성,37.4876,127.97242,강원특별자치도 횡성군 횡성읍 읍하리,14.27,0.24,C_보통
1006612,횡성군(포동2교),한강,37.5525,128.098611,1,561,청일,37.58219,128.15275,강원특별자치도 횡성군 청일면 유동리,5.8,0.5599,B_신뢰
1006612,횡성군(포동2교),한강,37.5525,128.098611,2,583,안흥,37.46463,128.1551,강원특별자치도 횡성군 안흥면 소사리,10.97,0.3339,C_보통
1006612,횡성군(포동2교),한강,37.5525,128.098611,3,536,횡성,37.4876,127.97242,강원특별자치도 횡성군 횡성읍 읍하리,13.26,0.2655,C_보통
1006615,횡성군(횡성댐),한강,37.545278,128.030278,1,536,횡성,37.4876,127.97242,강원특별자치도 횡성군 횡성읍 읍하리,8.2,0.4404,B_신뢰
1006615,횡성군(횡성댐),한강,37.545278,128.030278,2,561,청일,37.58219,128.15275,강원특별자치도 횡성군 청일면 유동리,11.55,0.3151,C_보통
1006615,횡성군(횡성댐),한강,37.545278,128.030278,3,583,안흥,37.46463,128.1551,강원특별자치도 횡성군 안흥면 소사리,14.2,0.2417,C_보통
1006628,횡성군(청곡교),한강,37.5575,127.977222,1,536,횡성,37.4876,127.97242,강원특별자치도 횡성군 횡성읍 읍하리,7.78,0.4593,B_신뢰
1006628,횡성군(청곡교),한강,37.5575,127.977222,2,349,시동,37.59997,127.84308,강원특별자치도 홍천군 남면 시동리,12.73,0.28,C_보통
1006628,횡성군(청곡교),한강,37.5575,127.977222,3,561,청일,37.58219,128.15275,강원특별자치도 횡성군 청일면 유동리,15.71,0.2078,D_주의
1006630,횡성군(오산교),한강,37.520833,127.991389,1,536,횡성,37.4876,127.97242,강원특별자치도 횡성군 횡성읍 읍하리,4.06,0.6663,A_매우신뢰
1006630,횡성군(오산교),한강,37.520833,127.991389,2,591,치악산,37.41554,128.05047,강원특별자치도 원주시 소초면 학곡리,12.82,0.2775,C_보통
1006630,횡성군(오산교),한강,37.520833,127.991389,3,583,안흥,37.46463,128.1551,강원특별자치도 횡성군 안흥면 소사리,15.74,0.2072,D_주의
1006650,횡성군(횡성교),한강,37.495,127.980556,1,536,횡성,37.4876,127.97242,강원특별자치도 횡성군 횡성읍 읍하리,1.09,0.8967,A_매우신뢰
1006650,횡성군(횡성교),한강,37.495,127.980556,2,591,치악산,37.41554,128.05047,강원특별자치도 원주시 소초면 학곡리,10.78,0.3403,C_보통
1006650,횡성군(횡성교),한강,37.495,127.980556,3,583,안흥,37.46463,128.1551,강원특별자치도 횡성군 안흥면 소사리,15.77,0.2066,D_주의
1006660,횡성군(전천교),한강,37.482222,127.981389,1,536,횡성,37.4876,127.97242,강원특별자치도 횡성군 횡성읍 읍하리,0.99,0.9057,A_매우신뢰
1006660,횡성군(전천교),한강,37.482222,127.981389,2,591,치악산,37.41554,128.05047,강원특별자치도 원주시 소초면 학곡리,9.6,0.3829,B_신뢰
1006660,횡성군(전천교),한강,37.482222,127.981389,3,583,안흥,37.46463,128.1551,강원특별자치도 횡성군 안흥면 소사리,15.45,0.2133,D_주의
1006664,원주시(동부교),한강,37.318611,127.97,1,114,원주,37.33749,127.94659,강원특별자치도 원주시 명륜동,2.95,0.7445,A_매우신뢰
1006664,원주시(동부교),한강,37.318611,127.97,2,591,치악산,37.41554,128.05047,강원특별자치도 원주시 소초면 학곡리,12.91,0.275,C_보통
1006664,원주시(동부교),한강,37.318611,127.97,3,582,신림,37.23146,128.07993,강원특별자치도 원주시 신림면 신림리,13.73,0.2533,C_보통
1006665,원주시(원주교),한강,37.347778,127.955556,1,114,원주,37.33749,127.94659,강원특별자치도 원주시 명륜동,1.39,0.8702,A_매우신뢰
1006665,원주시(원주교),한강,37.347778,127.955556,2,591,치악산,37.41554,128.05047,강원특별자치도 원주시 소초면 학곡리,11.27,0.324,C_보통
1006665,원주시(원주교),한강,37.347778,127.955556,3,877,문막,37.31339,127.80486,강원특별자치도 원주시 문막읍 취병리,13.86,0.2501,C_보통
1006666,원주시(가현교),한강,37.394722,127.935556,1,114,원주,37.33749,127.94659,강원특별자치도 원주시 명륜동,6.44,0.5252,B_신뢰
1006666,원주시(가현교),한강,37.394722,127.935556,2,591,치악산,37.41554,128.05047,강원특별자치도 원주시 소초면 학곡리,10.41,0.3531,C_보통
1006666,원주시(가현교),한강,37.394722,127.935556,3,536,횡성,37.4876,127.97242,강원특별자치도 횡성군 횡성읍 읍하리,10.83,0.3386,C_보통
1006667,섬강교,한강,37.424722,127.963611,1,536,횡성,37.4876,127.97242,강원특별자치도 횡성군 횡성읍 읍하리,7.03,0.4951,B_신뢰
1006667,섬강교,한강,37.424722,127.963611,2,591,치악산,37.41554,128.05047,강원특별자치도 원주시 소초면 학곡리,7.74,0.4612,B_신뢰
1006667,섬강교,한강,37.424722,127.963611,3,114,원주,37.33749,127.94659,강원특별자치도 원주시 명륜동,9.82,0.3746,B_신뢰
1006670,원주시(옥산교),한강,37.428611,127.921667,1,536,횡성,37.4876,127.97242,강원특별자치도 횡성군 횡성읍 읍하리,7.94,0.452,B_신뢰
1006670,원주시(옥산교),한강,37.428611,127.921667,2,114,원주,37.33749,127.94659,강원특별자치도 원주시 명륜동,10.37,0.3545,C_보통
1006670,원주시(옥산교),한강,37.428611,127.921667,3,591,치악산,37.41554,128.05047,강원특별자치도 원주시 소초면 학곡리,11.47,0.3176,C_보통
1006672,원주시(장현교),한강,37.420278,127.898056,1,536,횡성,37.4876,127.97242,강원특별자치도 횡성군 횡성읍 읍하리,9.96,0.3694,B_신뢰
1006672,원주시(장현교),한강,37.420278,127.898056,2,114,원주,37.33749,127.94659,강원특별자치도 원주시 명륜동,10.16,0.362,C_보통
1006672,원주시(장현교),한강,37.420278,127.898056,3,547,양동,37.41593,127.75488,경기도 양평군 양동면 쌍학리,12.65,0.2822,C_보통
1006676,원주시(원주천댐좌측),한강,37.296111,127.973333,1,114,원주,37.33749,127.94659,강원특별자치도 원주시 명륜동,5.17,0.5963,B_신뢰
1006676,원주시(원주천댐좌측),한강,37.296111,127.973333,2,582,신림,37.23146,128.07993,강원특별자치도 원주시 신림면 신림리,11.86,0.3054,C_보통
1006676,원주시(원주천댐좌측),한강,37.296111,127.973333,3,347,귀래,37.22755,127.85685,강원특별자치도 원주시 귀래면 귀래리,12.82,0.2775,C_보통
1006677,원주시(판대2교),한강,37.384167,127.788889,1,547,양동,37.41593,127.75488,경기도 양평군 양동면 쌍학리,4.64,0.6288,A_매우신뢰
1006677,원주시(판대2교),한강,37.384167,127.788889,2,877,문막,37.31339,127.80486,강원특별자치도 원주시 문막읍 취병리,8.0,0.4493,B_신뢰
1006677,원주시(판대2교),한강,37.384167,127.788889,3,447,북내,37.32904,127.67911,경기도 여주시 북내면 당우리,11.48,0.3173,C_보통
1006680,원주시(지정대교),한강,37.361667,127.831667,1,877,문막,37.31339,127.80486,강원특별자치도 원주시 문막읍 취병리,5.87,0.556,B_신뢰
1006680,원주시(지정대교),한강,37.361667,127.831667,2,547,양동,37.41593,127.75488,경기도 양평군 양동면 쌍학리,9.08,0.4033,B_신뢰
1006680,원주시(지정대교),한강,37.361667,127.831667,3,114,원주,37.33749,127.94659,강원특별자치도 원주시 명륜동,10.51,0.3496,C_보통
1006685,원주시(봉미교),한강,37.335,127.894722,1,114,원주,37.33749,127.94659,강원특별자치도 원주시 명륜동,4.59,0.6319,A_매우신뢰
1006685,원주시(봉미교),한강,37.335,127.894722,2,877,문막,37.31339,127.80486,강원특별자치도 원주시 문막읍 취병리,8.3,0.436,B_신뢰
1006685,원주시(봉미교),한강,37.335,127.894722,3,347,귀래,37.22755,127.85685,강원특별자치도 원주시 귀래면 귀래리,12.41,0.2891,C_보통
1006690,원주시(문막교),한강,37.305,127.810278,1,877,문막,37.31339,127.80486,강원특별자치도 원주시 문막읍 취병리,1.05,0.9003,A_매우신뢰
1006690,원주시(문막교),한강,37.305,127.810278,2,347,귀래,37.22755,127.85685,강원특별자치도 원주시 귀래면 귀래리,9.55,0.3848,B_신뢰
1006690,원주시(문막교),한강,37.305,127.810278,3,592,부론,37.23162,127.74866,강원특별자치도 원주시 부론면 흥호리,9.81,0.3749,B_신뢰
1006693,궁촌,한강,37.226667,127.858056,1,347,귀래,37.22755,127.85685,강원특별자치도 원주시 귀래면 귀래리,0.15,0.9851,A_매우신뢰
1006693,궁촌,한강,37.226667,127.858056,2,592,부론,37.23162,127.74866,강원특별자치도 원주시 부론면 흥호리,9.7,0.3791,B_신뢰
1006693,궁촌,한강,37.226667,127.858056,3,877,문막,37.31339,127.80486,강원특별자치도 원주시 문막읍 취병리,10.73,0.342,C_보통
1006694,반계,한강,37.291667,127.777222,1,877,문막,37.31339,127.80486,강원특별자치도 원주시 문막읍 취병리,3.44,0.7089,A_매우신뢰
1006694,반계,한강,37.291667,127.777222,2,592,부론,37.23162,127.74866,강원특별자치도 원주시 부론면 흥호리,7.14,0.4897,B_신뢰
1006694,반계,한강,37.291667,127.777222,3,447,북내,37.32904,127.67911,경기도 여주시 북내면 당우리,9.62,0.3821,B_신뢰
1007604,안성시(한평교),한강,37.106389,127.433611,1,469,일죽,37.14071,127.43375,141 경기도 안성시 일죽면 방초리,3.82,0.6825,A_매우신뢰
1007604,안성시(한평교),한강,37.106389,127.433611,2,576,백암,37.12966,127.36632,경기도 용인시 처인구 백암면 용천리,6.5,0.522,B_신뢰
1007604,안성시(한평교),한강,37.106389,127.433611,3,462,모가,37.17172,127.48022,경기도 이천시 모가면 진가리,8.36,0.4334,B_신뢰
1007605,이천시(장호원교),한강,37.113611,127.634722,1,534,장호원,37.121,127.61058,경기도 이천시 장호원읍 진암리,2.29,0.7953,A_매우신뢰
1007605,이천시(장호원교),한강,37.113611,127.634722,2,464,점동,37.20611,127.66273,경기도 여주시 점동면 청안리,10.58,0.3471,C_보통
1007605,이천시(장호원교),한강,37.113611,127.634722,3,465,가남,37.20173,127.54506,경기도 여주시 가남읍 태평리,12.62,0.2831,C_보통
1007606,안성시(두현교),한강,37.071389,127.414167,1,576,백암,37.12966,127.36632,경기도 용인시 처인구 백암면 용천리,7.75,0.4607,B_신뢰
1007606,안성시(두현교),한강,37.071389,127.414167,2,469,일죽,37.14071,127.43375,141 경기도 안성시 일죽면 방초리,7.9,0.4538,B_신뢰
1007606,안성시(두현교),한강,37.071389,127.414167,3,676,위성센터,36.9906,127.42985,충청북도 진천군 광혜원면 광혜원리,9.09,0.4029,B_신뢰
1007608,이천시(고당교),한강,37.096944,127.539722,1,534,장호원,37.121,127.61058,경기도 이천시 장호원읍 진암리,6.83,0.5051,B_신뢰
1007608,이천시(고당교),한강,37.096944,127.539722,2,462,모가,37.17172,127.48022,경기도 이천시 모가면 진가리,9.85,0.3734,B_신뢰
1007608,이천시(고당교),한강,37.096944,127.539722,3,469,일죽,37.14071,127.43375,141 경기도 안성시 일죽면 방초리,10.58,0.3471,C_보통
1007609,음성군(병암교),한강,37.032222,127.604722,1,600,금왕,36.97369,127.58973,충청북도 음성군 금왕읍 용계리,6.64,0.5148,B_신뢰
1007609,음성군(병암교),한강,37.032222,127.604722,2,534,장호원,37.121,127.61058,경기도 이천시 장호원읍 진암리,9.89,0.3719,B_신뢰
1007609,음성군(병암교),한강,37.032222,127.604722,3,619,음성,36.92297,127.70241,충청북도 음성군 음성읍 평곡리,14.93,0.2247,C_보통
1007610,음성군(총천교),한강,37.070833,127.604444,1,534,장호원,37.121,127.61058,경기도 이천시 장호원읍 진암리,5.6,0.5712,B_신뢰
1007610,음성군(총천교),한강,37.070833,127.604444,2,600,금왕,36.97369,127.58973,충청북도 음성군 금왕읍 용계리,10.88,0.3369,C_보통
1007610,음성군(총천교),한강,37.070833,127.604444,3,465,가남,37.20173,127.54506,경기도 여주시 가남읍 태평리,15.48,0.2127,D_주의
1007613,음성군(상우교),한강,37.122222,127.659444,1,534,장호원,37.121,127.61058,경기도 이천시 장호원읍 진암리,4.33,0.6486,A_매우신뢰
1007613,음성군(상우교),한강,37.122222,127.659444,2,464,점동,37.20611,127.66273,경기도 여주시 점동면 청안리,9.33,0.3934,B_신뢰
1007613,음성군(상우교),한강,37.122222,127.659444,3,465,가남,37.20173,127.54506,경기도 여주시 가남읍 태평리,13.45,0.2605,C_보통
1007615,여주시(원부교),한강,37.162222,127.634444,1,534,장호원,37.121,127.61058,경기도 이천시 장호원읍 진암리,5.05,0.6035,B_신뢰
1007615,여주시(원부교),한강,37.162222,127.634444,2,464,점동,37.20611,127.66273,경기도 여주시 점동면 청안리,5.49,0.5775,B_신뢰
1007615,여주시(원부교),한강,37.162222,127.634444,3,465,가남,37.20173,127.54506,경기도 여주시 가남읍 태평리,9.06,0.4041,B_신뢰
1007617,여주시(삼합교),한강,37.202222,127.719167,1,592,부론,37.23162,127.74866,강원특별자치도 원주시 부론면 흥호리,4.18,0.6584,A_매우신뢰
1007617,여주시(삼합교),한강,37.202222,127.719167,2,464,점동,37.20611,127.66273,경기도 여주시 점동면 청안리,5.02,0.6053,B_신뢰
1007617,여주시(삼합교),한강,37.202222,127.719167,3,548,여주,37.26883,127.63956,경기도 여주시 점봉동,10.22,0.3599,C_보통
1007620,여주시(강천리),한강,37.231111,127.713889,1,592,부론,37.23162,127.74866,강원특별자치도 원주시 부론면 흥호리,3.08,0.7349,A_매우신뢰
1007620,여주시(강천리),한강,37.231111,127.713889,2,464,점동,37.20611,127.66273,경기도 여주시 점동면 청안리,5.32,0.5874,B_신뢰
1007620,여주시(강천리),한강,37.231111,127.713889,3,548,여주,37.26883,127.63956,경기도 여주시 점봉동,7.8,0.4584,B_신뢰
1007625,여주시(남한강교),한강,37.254444,127.681111,1,548,여주,37.26883,127.63956,경기도 여주시 점봉동,4.01,0.6697,A_매우신뢰
1007625,여주시(남한강교),한강,37.254444,127.681111,2,464,점동,37.20611,127.66273,경기도 여주시 점동면 청안리,5.62,0.5701,B_신뢰
1007625,여주시(남한강교),한강,37.254444,127.681111,3,592,부론,37.23162,127.74866,강원특별자치도 원주시 부론면 흥호리,6.5,0.522,B_신뢰
1007626,여주시(용은교),한강,37.275833,127.551111,1,203,이천,37.26399,127.48421,경기도 이천시 부발읍 신하리,6.06,0.5455,B_신뢰
1007626,여주시(용은교),한강,37.275833,127.551111,2,463,흥천,37.33268,127.54146,141 경기도 여주시 흥천면,6.38,0.5283,B_신뢰
1007626,여주시(용은교),한강,37.275833,127.551111,3,548,여주,37.26883,127.63956,경기도 여주시 점봉동,7.87,0.4552,B_신뢰
1007630,남한강,한강,37.183056,127.686667,1,464,점동,37.20611,127.66273,경기도 여주시 점동면 청안리,3.33,0.7168,A_매우신뢰
1007630,남한강,한강,37.183056,127.686667,2,592,부론,37.23162,127.74866,강원특별자치도 원주시 부론면 흥호리,7.7,0.463,B_신뢰
1007630,남한강,한강,37.183056,127.686667,3,534,장호원,37.121,127.61058,경기도 이천시 장호원읍 진암리,9.65,0.381,B_신뢰
1007633,강천보(상류),한강,37.273056,127.683333,1,548,여주,37.26883,127.63956,경기도 여주시 점봉동,3.9,0.6771,A_매우신뢰
1007633,강천보(상류),한강,37.273056,127.683333,2,447,북내,37.32904,127.67911,경기도 여주시 북내면 당우리,6.24,0.5358,B_신뢰
1007633,강천보(상류),한강,37.273056,127.683333,3,592,부론,37.23162,127.74866,강원특별자치도 원주시 부론면 흥호리,7.39,0.4776,B_신뢰
1007634,강천보(하류),한강,37.283889,127.684722,1,548,여주,37.26883,127.63956,경기도 여주시 점봉동,4.33,0.6486,A_매우신뢰
1007634,강천보(하류),한강,37.283889,127.684722,2,447,북내,37.32904,127.67911,경기도 여주시 북내면 당우리,5.05,0.6035,B_신뢰
1007634,강천보(하류),한강,37.283889,127.684722,3,592,부론,37.23162,127.74866,강원특별자치도 원주시 부론면 흥호리,8.11,0.4444,B_신뢰
1007635,여주시(여주대교),한강,37.296389,127.647778,1,548,여주,37.26883,127.63956,경기도 여주시 점봉동,3.15,0.7298,A_매우신뢰
1007635,여주시(여주대교),한강,37.296389,127.647778,2,447,북내,37.32904,127.67911,경기도 여주시 북내면 당우리,4.57,0.6332,A_매우신뢰
1007635,여주시(여주대교),한강,37.296389,127.647778,3,574,대신,37.3694,127.58711,경기도 여주시 대신면 초현리,9.73,0.3779,B_신뢰
1007637,여주시(당우교),한강,37.327222,127.682778,1,447,북내,37.32904,127.67911,경기도 여주시 북내면 당우리,0.38,0.9627,A_매우신뢰
1007637,여주시(당우교),한강,37.327222,127.682778,2,548,여주,37.26883,127.63956,경기도 여주시 점봉동,7.53,0.471,B_신뢰
1007637,여주시(당우교),한강,37.327222,127.682778,3,574,대신,37.3694,127.58711,경기도 여주시 대신면 초현리,9.67,0.3802,B_신뢰
1007639,여주보(상류),한강,37.326111,127.615556,1,574,대신,37.3694,127.58711,경기도 여주시 대신면 초현리,5.43,0.581,B_신뢰
1007639,여주보(상류),한강,37.326111,127.615556,2,447,북내,37.32904,127.67911,경기도 여주시 북내면 당우리,5.63,0.5695,B_신뢰
1007639,여주보(상류),한강,37.326111,127.615556,3,463,흥천,37.33268,127.54146,141 경기도 여주시 흥천면,6.59,0.5174,B_신뢰
1007640,여주시(율극교),한강,37.333889,127.573333,1,463,흥천,37.33268,127.54146,141 경기도 여주시 흥천면,2.82,0.7543,A_매우신뢰
1007640,여주시(율극교),한강,37.333889,127.573333,2,574,대신,37.3694,127.58711,경기도 여주시 대신면 초현리,4.13,0.6617,A_매우신뢰
1007640,여주시(율극교),한강,37.333889,127.573333,3,466,금사,37.39255,127.53332,141 경기도 여주시 금사면 이포리,7.42,0.4762,B_신뢰
1007641,여주보(하류),한강,37.328611,127.603333,1,574,대신,37.3694,127.58711,경기도 여주시 대신면 초현리,4.76,0.6213,A_매우신뢰
1007641,여주보(하류),한강,37.328611,127.603333,2,463,흥천,37.33268,127.54146,141 경기도 여주시 흥천면,5.49,0.5775,B_신뢰
1007641,여주보(하류),한강,37.328611,127.603333,3,447,북내,37.32904,127.67911,경기도 여주시 북내면 당우리,6.7,0.5117,B_신뢰
1007642,이천시(동산교),한강,37.216667,127.416111,1,461,마장,37.24896,127.35799,경기도 이천시 마장면 오천리,6.27,0.5342,B_신뢰
1007642,이천시(동산교),한강,37.216667,127.416111,2,440,설봉,37.27839,127.44063,경기도 이천시 중리동,7.2,0.4868,B_신뢰
1007642,이천시(동산교),한강,37.216667,127.416111,3,462,모가,37.17172,127.48022,경기도 이천시 모가면 진가리,7.56,0.4695,B_신뢰
1007645,이천시(복하교),한강,37.266944,127.460833,1,203,이천,37.26399,127.48421,경기도 이천시 부발읍 신하리,2.09,0.8114,A_매우신뢰
1007645,이천시(복하교),한강,37.266944,127.460833,2,440,설봉,37.27839,127.44063,경기도 이천시 중리동,2.19,0.8033,A_매우신뢰
1007645,이천시(복하교),한강,37.266944,127.460833,3,533,백사,37.32777,127.48073,경기도 이천시 백사면 조읍리,6.99,0.4971,B_신뢰
1007649,흑천,한강,37.464167,127.543056,1,202,양평,37.48863,127.49446,경기도 양평군 양평읍 양근리,5.08,0.6017,B_신뢰
1007649,흑천,한강,37.464167,127.543056,2,466,금사,37.39255,127.53332,141 경기도 여주시 금사면 이포리,8.01,0.4489,B_신뢰
1007649,흑천,한강,37.464167,127.543056,3,449,옥천,37.51002,127.44809,경기도 양평군 옥천면 옥천리,9.81,0.3749,B_신뢰
1007650,여주시(흥천대교),한강,37.333056,127.535278,1,463,흥천,37.33268,127.54146,141 경기도 여주시 흥천면,0.55,0.9465,A_매우신뢰
