station_id,station_name,stream_code,upstream_1,upstream_1_name,upstream_1_lag0,upstream_2,upstream_2_name,upstream_2_lag0,fix_1,fix_2
1023660,파주시(비룡대교),1023,1023640,연천군(삼화교),False,1023635,파주시(덕천교),False,,
1023662,연천군(사미천교),1023,1023660,파주시(비룡대교),False,1023640,연천군(삼화교),False,,
1023667,파주시(전진교),1023,1023662,연천군(사미천교),False,1023660,파주시(비룡대교),False,,
1023670,파주시(통일대교),1023,1023667,파주시(전진교),False,1023662,연천군(사미천교),False,,
1023671,파주시(신우교),1023,1023670,파주시(통일대교),False,1023667,파주시(전진교),False,,
1023674,파주시(만장교),1023,1023671,파주시(신우교),False,1023670,파주시(통일대교),False,,
1023677,파주시(주월교),1023,1023674,파주시(만장교),False,1023671,파주시(신우교),False,,
1023680,파주시(아가메교),1023,1023677,파주시(주월교),False,1023674,파주시(만장교),False,,
1101601,수원시(매세교),1101,,,,,,,R1_lag0,R1_lag0
1101604,수원시(백년교),1101,1101601,수원시(매세교),False,,,,,R1_lag0
1101605,화성시(화산교),1101,1101604,수원시(백년교),False,1101601,수원시(매세교),False,,
1101606,안성시(현수교),1101,,,,,,,황구지천↔안성천혼입,황구지천↔안성천독립수계
1101609,금광,1101,1101606,안성시(현수교),False,1101605,화성시(화산교),False,,
1101610,안성시(옥산대교),1101,1101609,금광,False,1101606,안성시(현수교),False,,
1101611,안성시(평촌교),1101,1101610,안성시(옥산대교),False,1101609,금광,False,,
1101615,고삼,1101,1101611,안성시(평촌교),False,1101610,안성시(옥산대교),False,,
1101616,안성시(고지교),1101,1101615,고삼,False,1101611,안성시(평촌교),False,,
1101618,안성시(한천교),1101,1101616,안성시(고지교),False,1101615,고삼,False,,
1101620,안성시(건천리),1101,1101618,안성시(한천교),False,1101616,안성시(고지교),False,,
1101621,용인시(덕성1교),1101,1101620,안성시(건천리),False,1101618,안성시(한천교),False,,
1101625,이동,1101,1101621,용인시(덕성1교),False,1101620,안성시(건천리),False,,
1101628,천안시(안궁교),1101,1101625,이동,False,1101621,용인시(덕성1교),False,,
1101630,천안시(안성천교),1101,1101628,천안시(안궁교),False,1101625,이동,False,,
1101631,천안시(장천교),1101,1101630,천안시(안성천교),False,1101628,천안시(안궁교),False,,
1101635,평택시(군문교),1101,1101631,천안시(장천교),False,1101630,천안시(안성천교),False,,
1101645,오산시(탑동대교),1101,,,,,,,역류_군문교장천교,역류_군문교장천교
1101650,화성시(수직교),1101,1101645,오산시(탑동대교),False,1101635,평택시(군문교),False,,
1101656,용인시(전궁교),1101,1101650,화성시(수직교),False,1101645,오산시(탑동대교),False,,
1101663,평택시(진위1교),1101,1101656,용인시(전궁교),False,1101650,화성시(수직교),False,,
1101665,평택시(회화리),1101,1101663,평택시(진위1교),False,1101656,용인시(전궁교),False,,
1101670,평택시(동연교),1101,1101665,평택시(회화리),False,1101663,평택시(진위1교),False,,
1101680,평택시(팽성대교),1101,1101670,평택시(동연교),False,1101665,평택시(회화리),False,,
1101688,아산시(운교교),1101,1101680,평택시(팽성대교),False,1101670,평택시(동연교),False,,
1101695,아산만(내),1101,1101688,아산시(운교교),False,1101680,평택시(팽성대교),False,,
1101696,아산만(외),1101,,,,,,,terminal_바다,terminal_바다
1201620,강화군(강화대교),1201,,,,,,,R1_lag0,R1_lag0
1201651,아라서해갑문(내),1201,1201620,강화군(강화대교),False,,,,,R1_lag0
1201652,아라서해갑실(남),1201,,,,1201620,강화군(강화대교),False,R3_terminal,
1201653,아라서해갑문(외),1201,,,,,,,MUST_terminal_갑실,R3_terminal
1201654,아라서해갑실(북),1201,,,,,,,MUST_terminal_갑실,MUST_terminal_갑실
1201660,인천시(연수교),1201,,,,,,,MUST_terminal_갑실,R3_terminal
1202650,안산시(안산10교),1202,,,,,,,R1_lag0,R1_lag0
1202668,화성시(발안천2교),1202,1202650,안산시(안산10교),False,,,,,R1_lag0
1301625,속초시(도문교),1301,,,,,,,R1_lag0,R1_lag0
1301630,양양군(용천2교),1301,,,,,,,R4_indep_river,R1_lag0
1301632,양양군(북평교),1301,,,,,,,R4_indep_river,R4_indep_river
1301658,양양군(양양대교),1301,,,,1301630,양양군(용천2교),False,R4_indep_river,
1302645,오봉,1302,,,,,,,R1_lag0,R1_lag0
1302646,강릉시(오봉교),1302,,,,,,,R4_indep_river,R1_lag0
1302648,강릉시(회산교),1302,1302646,강릉시(오봉교),False,,,,,R4_indep_river
1302665,동해시(원평교),1302,,,,,,,R4_indep_river,R4_indep_river
1302668,동해시(북평교),1302,1302665,동해시(원평교),False,,,,,R4_indep_river
1302670,강릉시(송림교),1302,,,,,,,R4_indep_river,R4_indep_river
1303610,삼척시(남양촌교),1303,,,,,,,R1_lag0,R1_lag0
1303640,삼척시(전두3교),1303,,,,,,,R4_indep_river,R1_lag0
1303645,삼척시(마차교),1303,1303640,삼척시(전두3교),False,,,,,R4_indep_river
1303650,삼척시(상정교),1303,1303645,삼척시(마차교),False,1303640,삼척시(전두3교),False,STEP2_SAMCHEOK_RESTORE,STEP2_SAMCHEOK_RESTORE
1303680,삼척시(오십천교),1303,1303650,삼척시(상정교),False,1303645,삼척시(마차교),False,,STEP2_SAMCHEOK_RESTORE
