watershed4,obscd_a,korObs_a,obscd_b,korObs_b,mean_lag_h,std_lag_h,mean_cc_peak,mean_dtw_dist,n_events
1004,1004616,청주시(청석굴교),1004661,괴산군(제2괴산교),-29.6,67.88,4.9986,2.8652,5
1004,1004646,괴산군(비도교),1004670,괴산군(추산교),-29.4,37.99,5.6841,3.464,5
1004,1004620,청주시(옥화1교),1005605,충주시(탄금교),-15.6,106.8,3.1424,4.4235,5
1004,1004645,괴산군(수전교),1004693,괴산군(목도교),-15.2,28.24,10.7781,1.1563,5
1004,1004645,괴산군(수전교),1004695,충주시(국원대교),-15.0,28.08,6.7394,2.7044,5
1004,1004616,청주시(청석굴교),1005605,충주시(탄금교),-14.0,105.38,2.9807,4.7174,5
1004,1004646,괴산군(비도교),1004693,괴산군(목도교),-13.8,32.01,8.7774,2.0783,5
1004,1004693,괴산군(목도교),1004695,충주시(국원대교),-12.2,22.32,6.5859,2.3728,5
1004,1004661,괴산군(제2괴산교),1004680,충주시(문강교),-10.0,15.92,6.8123,2.1973,5
1004,1004680,충주시(문강교),1004695,충주시(국원대교),-9.4,22.48,6.3399,1.6539,5
1004,1004616,청주시(청석굴교),1004680,충주시(문강교),-8.4,15.9,5.0765,2.0423,5
1004,1004620,청주시(옥화1교),1004680,충주시(문강교),-8.2,15.91,5.547,1.9558,5
1004,1004616,청주시(청석굴교),1004670,괴산군(추산교),-8.0,17.33,4.7369,3.4609,5
1004,1004616,청주시(청석굴교),1004695,충주시(국원대교),-8.0,16.78,5.267,1.5057,5
1004,1004620,청주시(옥화1교),1004670,괴산군(추산교),-8.0,17.33,5.1822,3.4563,5
1004,1004645,괴산군(수전교),1005605,충주시(탄금교),-5.0,57.0,5.6609,4.3223,5
1004,1004693,괴산군(목도교),1004696,충주시(봉계교),-3.0,0.0,1.5424,4.965,1
1004,1004616,청주시(청석굴교),1004640,괴산군(적석교),-2.0,0.0,6.0316,1.054,1
1004,1004631,괴산군(월문교),1004695,충주시(국원대교),-2.0,0.0,5.5725,2.2278,1
1004,1004620,청주시(옥화1교),1004640,괴산군(적석교),-1.0,0.0,5.8349,0.8444,1
1004,1004631,괴산군(월문교),1004694,충주시(주덕교),-1.0,0.0,4.0336,2.3904,1
1004,1004645,괴산군(수전교),1004694,충주시(주덕교),-1.0,0.0,3.705,3.9553,1
1004,1004693,괴산군(목도교),1004694,충주시(주덕교),-1.0,0.0,3.9422,4.4403,1
1004,1004694,충주시(주덕교),1004695,충주시(국원대교),-1.0,0.0,4.5297,0.4979,1
1004,1004694,충주시(주덕교),1005605,충주시(탄금교),-1.0,0.0,2.2781,6.1122,1
1004,1004620,청주시(옥화1교),1004695,충주시(국원대교),-0.6,0.55,5.5883,1.7043,5
1004,1004670,괴산군(추산교),1004680,충주시(문강교),-0.4,3.91,6.6361,2.103,5
1004,1004670,괴산군(추산교),1004695,충주시(국원대교),-0.2,0.45,6.2978,2.4987,5
1004,1004616,청주시(청석굴교),1004620,청주시(옥화1교),0.0,0.0,5.96,0.7276,5
1004,1004616,청주시(청석굴교),1004694,충주시(주덕교),0.0,0.0,3.9155,0.9566,1
1004,1004616,청주시(청석굴교),1004696,충주시(봉계교),0.0,0.0,2.2775,1.2074,1
1004,1004620,청주시(옥화1교),1004694,충주시(주덕교),0.0,0.0,3.5631,0.8135,1
1004,1004631,괴산군(월문교),1004640,괴산군(적석교),0.0,0.0,7.1607,2.449,1
1004,1004631,괴산군(월문교),1004645,괴산군(수전교),0.0,0.0,8.6433,1.7201,1
1004,1004631,괴산군(월문교),1004646,괴산군(비도교),0.0,0.0,9.4325,0.9981,1
1004,1004631,괴산군(월문교),1004670,괴산군(추산교),0.0,0.0,6.9937,5.0854,1
1004,1004631,괴산군(월문교),1004693,괴산군(목도교),0.0,0.0,11.0732,1.3438,1
1004,1004631,괴산군(월문교),1004696,충주시(봉계교),0.0,0.0,1.8824,3.0662,1
1004,1004640,괴산군(적석교),1004670,괴산군(추산교),0.0,0.0,5.2003,6.7018,1
1004,1004640,괴산군(적석교),1004680,충주시(문강교),0.0,0.0,7.0516,1.4851,1
1004,1004640,괴산군(적석교),1004696,충주시(봉계교),0.0,0.0,1.9233,1.8048,1
1004,1004646,괴산군(비도교),1004694,충주시(주덕교),0.0,0.0,4.1815,2.7246,1
1004,1004646,괴산군(비도교),1004696,충주시(봉계교),0.0,0.0,1.9881,3.2334,1
1004,1004694,충주시(주덕교),1004696,충주시(봉계교),0.0,0.0,1.9543,0.992,1
1004,1004620,청주시(옥화1교),1004693,괴산군(목도교),0.8,1.92,7.0438,2.1759,5
1004,1004616,청주시(청석굴교),1004631,괴산군(월문교),1.0,0.0,5.0465,2.8197,1
1004,1004616,청주시(청석굴교),1004693,괴산군(목도교),1.0,1.73,5.997,2.6243,5
1004,1004620,청주시(옥화1교),1004631,괴산군(월문교),1.0,0.0,5.4697,2.5269,1
1004,1004620,청주시(옥화1교),1004696,충주시(봉계교),1.0,0.0,2.1495,1.2803,1
1004,1004640,괴산군(적석교),1004693,괴산군(목도교),1.0,0.0,10.7245,3.4279,1
1004,1004640,괴산군(적석교),1004695,충주시(국원대교),1.0,0.0,5.3033,1.3066,1
1004,1004661,괴산군(제2괴산교),1004696,충주시(봉계교),1.0,0.0,0.7894,6.7563,1
1004,1004695,충주시(국원대교),1004696,충주시(봉계교),1.0,0.0,2.1804,1.2217,1
1004,1004620,청주시(옥화1교),1004645,괴산군(수전교),1.4,2.61,8.2519,1.6867,5
1004,1004616,청주시(청석굴교),1004645,괴산군(수전교),1.6,3.05,6.8823,2.1732,5
1004,1004640,괴산군(적석교),1004645,괴산군(수전교),2.0,0.0,10.1855,2.7457,1
1004,1004640,괴산군(적석교),1004646,괴산군(비도교),3.0,0.0,10.5502,1.8526,1
1004,1004640,괴산군(적석교),1004661,괴산군(제2괴산교),3.0,0.0,4.3013,5.7045,1
1004,1004640,괴산군(적석교),1004694,충주시(주덕교),3.0,0.0,3.4071,1.7111,1
1004,1004631,괴산군(월문교),1004680,충주시(문강교),8.0,0.0,4.5066,2.7848,1
1004,1004646,괴산군(비도교),1005605,충주시(탄금교),10.0,65.52,4.5352,4.6768,5
1004,1004670,괴산군(추산교),1004693,괴산군(목도교),11.8,22.57,7.438,1.9364,5
1004,1004680,충주시(문강교),1004693,괴산군(목도교),17.8,21.55,7.7525,2.0159,5
1004,1004645,괴산군(수전교),1004646,괴산군(비도교),20.6,29.64,8.3243,1.8293,5
1004,1004661,괴산군(제2괴산교),1004695,충주시(국원대교),21.6,74.17,6.054,2.5152,5
1004,1004620,청주시(옥화1교),1004646,괴산군(비도교),21.8,28.48,5.6701,2.7773,5
1004,1004661,괴산군(제2괴산교),1004670,괴산군(추산교),22.2,74.96,7.0349,1.6991,5
1004,1004616,청주시(청석굴교),1004646,괴산군(비도교),29.2,38.16,4.8564,3.0146,5
1004,1004693,괴산군(목도교),1005605,충주시(탄금교),35.2,100.48,4.9785,4.6356,5
1004,1004661,괴산군(제2괴산교),1004693,괴산군(목도교),39.8,65.37,7.3317,2.1914,5
1004,1004696,충주시(봉계교),1005605,충주시(탄금교),47.0,0.0,2.4852,5.7125,1
1004,1004661,괴산군(제2괴산교),1005605,충주시(탄금교),47.8,108.52,3.7465,5.3712,5
1004,1004695,충주시(국원대교),1005605,충주시(탄금교),49.0,106.56,3.424,5.2096,5
1004,1004670,괴산군(추산교),1005605,충주시(탄금교),49.8,106.25,3.8731,4.7684,5
1004,1004680,충주시(문강교),1005605,충주시(탄금교),57.4,100.85,3.792,4.5645,5
1005,1005640,충주시(목계교),1005650,충주시(능암교),-124.0,0.0,4.1461,6.9509,1
1005,1005640,충주시(목계교),1005660,충주시(세포교),-123.0,0.0,4.3419,6.5565,1
1005,1005660,충주시(세포교),1005697,원주시(남한강대교),-13.0,0.0,6.2439,3.1835,1
1005,1005695,원주시(법천교),1005697,원주시(남한강대교),-1.4,1.52,3.5115,3.0324,5
1005,1005650,충주시(능암교),1005695,원주시(법천교),-1.0,0.0,6.2871,2.0038,1
1005,1005650,충주시(능암교),1005660,충주시(세포교),0.0,0.0,9.3701,1.1536,1
1005,1005660,충주시(세포교),1005695,원주시(법천교),0.0,0.0,7.539,1.9305,1
1005,1005640,충주시(목계교),1005697,원주시(남한강대교),25.6,38.31,4.8059,2.9757,5
1005,1005640,충주시(목계교),1005695,원주시(법천교),31.4,86.92,3.0093,5.3288,5
1005,1005650,충주시(능암교),1005697,원주시(남한강대교),124.0,0.0,3.9981,3.5307,1
1006,1006628,횡성군(청곡교),1006680,원주시(지정대교),-30.0,0.0,3.9274,3.8948,1
1006,1006677,원주시(판대2교),1006680,원주시(지정대교),-23.0,0.0,4.1397,4.0353,1
1006,1006665,원주시(원주교),1006666,원주시(가현교),-17.6,37.68,3.7511,1.6381,5
1006,1006665,원주시(원주교),1006685,원주시(봉미교),-17.0,38.01,5.3647,1.9569,5
1006,1006650,횡성군(횡성교),1006665,원주시(원주교),-7.2,20.57,3.9757,3.4852,5
1006,1006630,횡성군(오산교),1006680,원주시(지정대교),-3.8,11.88,7.545,1.5975,5
1006,1006666,원주시(가현교),1006680,원주시(지정대교),-3.2,6.61,4.5498,1.5508,5
1006,1006628,횡성군(청곡교),1006690,원주시(문막교),-3.0,0.0,7.1476,0.9124,1
1006,1006670,원주시(옥산교),1006680,원주시(지정대교),-1.2,1.1,6.276,1.7708,5
1006,1006628,횡성군(청곡교),1006650,횡성군(횡성교),-1.0,0.0,7.8542,1.0957,1
1006,1006628,횡성군(청곡교),1006660,횡성군(전천교),-1.0,0.0,10.8422,0.8371,1
1006,1006628,횡성군(청곡교),1006666,원주시(가현교),-1.0,0.0,4.1952,1.5979,1
1006,1006628,횡성군(청곡교),1006670,원주시(옥산교),-1.0,0.0,7.9382,0.8839,1
1006,1006628,횡성군(청곡교),1006672,원주시(장현교),-1.0,0.0,7.5811,0.9046,1
1006,1006628,횡성군(청곡교),1006677,원주시(판대2교),-1.0,0.0,7.5953,0.6164,1
1006,1006672,원주시(장현교),1006680,원주시(지정대교),-1.0,0.71,6.5905,1.5428,5
1006,1006677,원주시(판대2교),1006690,원주시(문막교),-1.0,0.0,6.9516,0.7074,1
1006,1006685,원주시(봉미교),1006690,원주시(문막교),-1.0,0.0,6.3882,0.8644,5
1006,1006650,횡성군(횡성교),1006666,원주시(가현교),-0.4,0.89,4.6526,2.569,5
1006,1006660,횡성군(전천교),1006672,원주시(장현교),-0.4,0.55,6.8624,1.08,5
1006,1006660,횡성군(전천교),1006666,원주시(가현교),-0.2,1.1,5.0681,1.0781,5
1006,1006670,원주시(옥산교),1006690,원주시(문막교),-0.2,1.3,7.3376,0.3953,5
1006,1006672,원주시(장현교),1006690,원주시(문막교),-0.2,1.3,7.6119,0.3095,5
1006,1006628,횡성군(청곡교),1006630,횡성군(오산교),0.0,0.0,7.3614,0.857,1
1006,1006628,횡성군(청곡교),1006685,원주시(봉미교),0.0,0.0,6.1432,0.9069,1
1006,1006630,횡성군(오산교),1006677,원주시(판대2교),0.0,0.0,6.4505,0.5174,1
1006,1006660,횡성군(전천교),1006670,원주시(옥산교),0.0,0.0,6.7318,1.1999,5
1006,1006660,횡성군(전천교),1006677,원주시(판대2교),0.0,0.0,8.5525,1.4202,1
1006,1006660,횡성군(전천교),1006690,원주시(문막교),0.0,0.71,7.0732,1.1506,5
1006,1006666,원주시(가현교),1006677,원주시(판대2교),0.0,0.0,3.5834,0.9604,1
1006,1006666,원주시(가현교),1006690,원주시(문막교),0.0,0.0,4.9412,1.3789,5
1006,1006670,원주시(옥산교),1006672,원주시(장현교),0.0,0.0,7.2512,0.2656,5
1006,1006670,원주시(옥산교),1006677,원주시(판대2교),0.0,0.0,7.4241,0.3831,1
1006,1006672,원주시(장현교),1006677,원주시(판대2교),0.0,0.0,7.3771,0.4986,1
1006,1006677,원주시(판대2교),1006685,원주시(봉미교),0.0,0.0,5.0518,0.7851,1
1006,1006650,횡성군(횡성교),1006680,원주시(지정대교),0.2,1.3,6.3468,3.0683,5
1006,1006666,원주시(가현교),1006672,원주시(장현교),0.2,1.3,4.7563,1.371,5
1006,1006630,횡성군(오산교),1006650,횡성군(횡성교),0.4,0.89,7.8809,1.9689,5
1006,1006630,횡성군(오산교),1006666,원주시(가현교),0.4,0.89,5.521,1.0094,5
1006,1006666,원주시(가현교),1006670,원주시(옥산교),0.4,0.89,4.609,1.4569,5
1006,1006660,횡성군(전천교),1006685,원주시(봉미교),0.6,0.89,6.6927,1.1109,5
1006,1006666,원주시(가현교),1006685,원주시(봉미교),0.6,0.55,5.4826,0.8907,5
1006,1006670,원주시(옥산교),1006685,원주시(봉미교),0.6,1.34,6.045,0.9164,5
1006,1006672,원주시(장현교),1006685,원주시(봉미교),0.6,1.34,6.1223,0.9573,5
1006,1006650,횡성군(횡성교),1006690,원주시(문막교),0.8,0.45,7.7053,1.486,5
1006,1006650,횡성군(횡성교),1006677,원주시(판대2교),1.0,0.0,7.0033,0.6896,1
1006,1006630,횡성군(오산교),1006660,횡성군(전천교),1.2,1.3,8.0365,1.1123,5
1006,1006650,횡성군(횡성교),1006660,횡성군(전천교),1.2,1.1,6.97,2.3999,5
1006,1006650,횡성군(횡성교),1006670,원주시(옥산교),1.2,1.1,7.6173,1.2932,5
1006,1006650,횡성군(횡성교),1006672,원주시(장현교),1.2,1.1,7.5714,1.5328,5
1006,1006630,횡성군(오산교),1006690,원주시(문막교),1.4,1.34,8.3393,0.935,5
1006,1006630,횡성군(오산교),1006670,원주시(옥산교),1.6,1.95,7.5957,1.0387,5
1006,1006665,원주시(원주교),1006680,원주시(지정대교),1.6,6.99,5.1528,0.9779,5
1006,1006630,횡성군(오산교),1006672,원주시(장현교),1.8,1.64,7.9126,0.9881,5
1006,1006650,횡성군(횡성교),1006685,원주시(봉미교),1.8,0.45,6.1545,1.8077,5
1006,1006680,원주시(지정대교),1006690,원주시(문막교),5.4,10.99,6.8797,1.5595,5
1006,1006665,원주시(원주교),1006690,원주시(문막교),7.0,17.89,4.5508,2.1168,5
1006,1006665,원주시(원주교),1006672,원주시(장현교),7.2,17.82,4.4324,2.0717,5
1006,1006680,원주시(지정대교),1006685,원주시(봉미교),7.2,12.77,5.6193,1.6971,5
1006,1006665,원주시(원주교),1006670,원주시(옥산교),7.4,18.27,4.1982,2.2361,5
1006,1006630,횡성군(오산교),1006685,원주시(봉미교),15.6,12.92,7.286,1.2154,5
1006,1006660,횡성군(전천교),1006665,원주시(원주교),17.8,39.25,4.8676,1.7877,5
1006,1006660,횡성군(전천교),1006680,원주시(지정대교),20.4,45.62,6.5532,1.191,5
1006,1006630,횡성군(오산교),1006665,원주시(원주교),33.6,34.43,4.5067,2.4887,5
1006,1006665,원주시(원주교),1006677,원주시(판대2교),42.0,0.0,4.1602,5.1559,1
1006,1006628,횡성군(청곡교),1006665,원주시(원주교),93.0,0.0,5.0081,5.0872,1
1007,1007685,양평군(양평교),1007687,양평군(여물교),-78.0,0.0,3.572,6.2001,1
1007,1007633,강천보(상류),1007641,여주보(하류),-70.2,54.04,4.3691,3.2213,5
1007,1007633,강천보(상류),1007634,강천보(하류),-70.0,54.38,4.2735,3.0966,5
1007,1007605,이천시(장호원교),1007662,이포보(상류),-68.4,96.52,4.7651,3.4624,5
1007,1007662,이포보(상류),1007664,이포보(하류),-68.2,62.72,4.2222,3.7536,5
1007,1007617,여주시(삼합교),1007662,이포보(상류),-67.4,97.48,5.1321,3.5903,5
1007,1007615,여주시(원부교),1007662,이포보(상류),-67.2,97.62,4.5798,3.5766,5
1007,1007633,강천보(상류),1007664,이포보(하류),-65.0,61.62,4.2754,3.6563,5
1007,1007633,강천보(상류),1007635,여주시(여주대교),-64.8,60.52,4.7747,3.0377,5
1007,1007639,여주보(상류),1007641,여주보(하류),-64.2,59.98,4.173,2.9045,5
1007,1007633,강천보(상류),1007640,여주시(율극교),-63.0,61.64,4.4108,3.3963,5
1007,1007639,여주보(상류),1007664,이포보(하류),-58.6,68.22,3.477,3.5551,5
1007,1007639,여주보(상류),1007640,여주시(율극교),-57.4,68.74,3.4214,3.3213,5
1007,1007662,이포보(상류),1007690,양평군(봉상교),-53.8,50.94,5.1259,4.3009,5
1007,1007662,이포보(상류),1007685,양평군(양평교),-53.6,88.37,4.1194,3.9172,5
1007,1007662,이포보(상류),1007680,양평군(흑천교),-53.0,49.3,4.7678,4.3205,5
1007,1007639,여주보(상류),1007655,여주시(양촌교),-52.8,52.37,4.2616,3.3574,5
1007,1007633,강천보(상류),1007685,양평군(양평교),-50.4,88.97,4.3065,4.1251,5
1007,1007633,강천보(상류),1007655,여주시(양촌교),-49.0,39.43,5.3189,3.4868,5
1007,1007639,여주보(상류),1007690,양평군(봉상교),-48.8,62.57,4.0209,4.012,5
1007,1007639,여주보(상류),1007680,양평군(흑천교),-48.6,61.49,3.774,3.9878,5
1007,1007639,여주보(상류),1007650,여주시(흥천대교),-47.8,61.39,3.4506,3.4243,5
1007,1007639,여주보(상류),1007685,양평군(양평교),-47.6,100.88,3.2231,3.781,5
1007,1007633,강천보(상류),1007680,양평군(흑천교),-46.2,46.28,5.1328,3.9165,5
1007,1007633,강천보(상류),1007645,이천시(복하교),-45.6,45.77,4.0762,2.8185,5
1007,1007633,강천보(상류),1007690,양평군(봉상교),-45.6,47.11,5.515,3.8886,5
1007,1007633,강천보(상류),1007642,이천시(동산교),-44.8,45.55,3.564,3.1054,5
1007,1007633,강천보(상류),1007650,여주시(흥천대교),-44.0,45.22,4.5172,3.2381,5
1007,1007662,이포보(상류),1007697,양평군(신원리),-43.8,79.05,3.7487,3.4882,5
1007,1007639,여주보(상류),1007697,양평군(신원리),-37.2,91.59,3.3119,3.0786,5
1007,1007626,여주시(용은교),1007641,여주보(하류),-35.0,0.0,7.7066,2.6288,1
1007,1007626,여주시(용은교),1007639,여주보(상류),-34.0,0.0,6.4605,3.2624,1
1007,1007608,이천시(고당교),1007620,여주시(강천리),-33.0,0.0,3.6664,3.1623,1
1007,1007608,이천시(고당교),1007625,여주시(남한강교),-33.0,0.0,3.7579,3.5217,1
1007,1007608,이천시(고당교),1007639,여주보(상류),-33.0,0.0,3.2072,3.1518,1
1007,1007626,여주시(용은교),1007634,강천보(하류),-33.0,0.0,6.7627,3.0468,1
1007,1007606,안성시(두현교),1007625,여주시(남한강교),-32.0,0.0,3.1505,3.4538,1
1007,1007608,이천시(고당교),1007634,강천보(하류),-32.0,0.0,3.1716,2.6008,1
1007,1007650,여주시(흥천대교),1007662,이포보(상류),-31.2,25.74,4.8321,3.2998,5
1007,1007606,안성시(두현교),1007620,여주시(강천리),-31.0,0.0,2.9696,3.086,1
1007,1007642,이천시(동산교),1007662,이포보(상류),-31.0,26.02,3.7709,2.6048,5
1007,1007645,이천시(복하교),1007662,이포보(상류),-30.4,25.47,4.2898,2.7455,5
1007,1007606,안성시(두현교),1007639,여주보(상류),-30.0,0.0,2.603,3.0855,1
1007,1007608,이천시(고당교),1007641,여주보(하류),-28.0,0.0,3.5984,2.8427,1
1007,1007608,이천시(고당교),1007655,여주시(양촌교),-28.0,0.0,4.5807,2.1973,1
1007,1007626,여주시(용은교),1007655,여주시(양촌교),-28.0,0.0,10.4343,2.203,1
1007,1007606,안성시(두현교),1007634,강천보(하류),-27.0,0.0,2.5609,2.5647,1
1007,1007606,안성시(두현교),1007641,여주보(하류),-27.0,0.0,2.9127,2.85,1
1007,1007606,안성시(두현교),1007655,여주시(양촌교),-27.0,0.0,3.3184,2.1532,1
1007,1007604,안성시(한평교),1007662,이포보(상류),-22.2,23.53,3.8385,2.7016,5
1007,1007604,안성시(한평교),1007639,여주보(상류),-21.8,11.88,3.1157,2.3814,5
1007,1007604,안성시(한평교),1007634,강천보(하류),-21.4,12.4,4.0437,2.767,5
1007,1007625,여주시(남한강교),1007662,이포보(상류),-21.4,38.95,3.8372,3.5368,5
1007,1007604,안성시(한평교),1007625,여주시(남한강교),-21.2,10.89,3.9943,2.7418,5
1007,1007604,안성시(한평교),1007620,여주시(강천리),-20.2,10.55,4.4678,2.546,5
1007,1007604,안성시(한평교),1007641,여주보(하류),-19.6,10.62,4.7084,2.5239,5
1007,1007610,음성군(총천교),1007637,여주시(당우교),-19.0,0.0,3.1811,4.9315,1
1007,1007604,안성시(한평교),1007635,여주시(여주대교),-18.0,15.1,4.712,2.7021,5
1007,1007633,강천보(상류),1007639,여주보(상류),-17.4,9.53,4.7793,1.3122,5
1007,1007642,이천시(동산교),1007664,이포보(하류),-16.4,11.78,4.7037,2.1655,5
1007,1007650,여주시(흥천대교),1007664,이포보(하류),-16.2,12.05,6.3088,1.6692,5
1007,1007604,안성시(한평교),1007664,이포보(하류),-15.8,17.53,4.874,3.0315,5
1007,1007645,이천시(복하교),1007664,이포보(하류),-15.8,11.23,6.5716,2.1942,5
1007,1007626,여주시(용은교),1007637,여주시(당우교),-14.0,0.0,7.178,1.8089,1
1007,1007604,안성시(한평교),1007640,여주시(율극교),-13.4,18.05,5.7058,2.4667,5
1007,1007633,강천보(상류),1007662,이포보(상류),-13.2,17.75,4.6298,1.4949,5
1007,1007655,여주시(양촌교),1007664,이포보(하류),-11.6,23.77,7.4111,1.8322,5
1007,1007604,안성시(한평교),1007615,여주시(원부교),-11.2,27.5,6.9918,1.856,5
1007,1007604,안성시(한평교),1007617,여주시(삼합교),-10.2,28.93,7.2469,1.8778,5
1007,1007620,여주시(강천리),1007697,양평군(신원리),-10.0,19.57,3.896,4.0059,5
1007,1007625,여주시(남한강교),1007697,양평군(신원리),-9.6,19.23,3.9205,3.8206,5
1007,1007604,안성시(한평교),1007605,이천시(장호원교),-9.4,28.46,7.1217,1.724,5
1007,1007626,여주시(용은교),1007633,강천보(상류),-7.0,0.0,9.6923,1.6084,1
1007,1007626,여주시(용은교),1007635,여주시(여주대교),-7.0,0.0,9.6197,1.7689,1
1007,1007608,이천시(고당교),1007615,여주시(원부교),-6.0,0.0,6.0073,1.3269,1
1007,1007608,이천시(고당교),1007633,강천보(상류),-6.0,0.0,4.5931,1.746,1
1007,1007642,이천시(동산교),1007655,여주시(양촌교),-5.8,13.54,5.7083,1.9302,5
1007,1007640,여주시(율극교),1007641,여주보(하류),-5.6,11.97,7.2059,1.2042,5
1007,1007635,여주시(여주대교),1007641,여주보(하류),-5.4,12.07,7.2617,0.8195,5
1007,1007650,여주시(흥천대교),1007655,여주시(양촌교),-5.4,13.22,8.1038,1.0876,5
1007,1007606,안성시(두현교),1007615,여주시(원부교),-5.0,0.0,4.052,1.7149,1
1007,1007606,안성시(두현교),1007633,강천보(상류),-5.0,0.0,3.4907,2.0154,1
1007,1007608,이천시(고당교),1007635,여주시(여주대교),-5.0,0.0,4.4771,1.9548,1
1007,1007645,이천시(복하교),1007655,여주시(양촌교),-4.8,12.97,7.627,2.0526,5
1007,1007626,여주시(용은교),1007664,이포보(하류),-4.0,0.0,6.4547,2.9088,1
1007,1007604,안성시(한평교),1007655,여주시(양촌교),-3.2,5.5,6.0189,2.6305,5
1007,1007604,안성시(한평교),1007685,양평군(양평교),-3.0,55.02,5.0079,3.99,5
1007,1007608,이천시(고당교),1007664,이포보(하류),-3.0,0.0,2.9725,3.8504,1
1007,1007606,안성시(두현교),1007664,이포보(하류),-2.0,0.0,2.2168,4.4101,1
1007,1007617,여주시(삼합교),1007637,여주시(당우교),-2.0,0.0,7.3325,1.4953,1
1007,1007642,이천시(동산교),1007690,양평군(봉상교),-2.0,1.41,5.6835,1.9545,5
1007,1007620,여주시(강천리),1007634,강천보(하류),-1.8,1.64,7.0354,0.5978,5
1007,1007642,이천시(동산교),1007680,양평군(흑천교),-1.8,0.45,5.2256,1.9536,5
1007,1007680,양평군(흑천교),1007685,양평군(양평교),-1.8,45.9,7.8871,2.8805,5
1007,1007642,이천시(동산교),1007685,양평군(양평교),-1.6,45.05,4.518,2.9583,5
1007,1007645,이천시(복하교),1007685,양평군(양평교),-1.6,45.51,6.4112,3.2349,5
1007,1007650,여주시(흥천대교),1007685,양평군(양평교),-1.6,45.05,6.2626,2.6061,5
1007,1007610,음성군(총천교),1007615,여주시(원부교),-1.4,2.19,6.8099,1.7797,5
1007,1007650,여주시(흥천대교),1007690,양평군(봉상교),-1.4,0.89,8.352,1.1876,5
1007,1007655,여주시(양촌교),1007680,양평군(흑천교),-1.4,1.34,9.5604,0.8081,5
1007,1007605,이천시(장호원교),1007615,여주시(원부교),-1.2,2.77,10.6163,0.3473,5
1007,1007640,여주시(율극교),1007664,이포보(하류),-1.2,1.64,7.2672,1.3021,5
1007,1007604,안성시(한평교),1007637,여주시(당우교),-1.0,0.0,5.8539,1.0703,1
1007,1007605,이천시(장호원교),1007637,여주시(당우교),-1.0,0.0,6.5561,1.563,1
1007,1007606,안성시(두현교),1007626,여주시(용은교),-1.0,0.0,4.406,2.5752,1
1007,1007606,안성시(두현교),1007635,여주시(여주대교),-1.0,0.0,3.3236,2.1825,1
1007,1007606,안성시(두현교),1007640,여주시(율극교),-1.0,0.0,4.3085,1.4227,1
1007,1007606,안성시(두현교),1007680,양평군(흑천교),-1.0,0.0,3.6691,0.7216,1
1007,1007608,이천시(고당교),1007617,여주시(삼합교),-1.0,0.0,7.3969,1.1788,1
1007,1007608,이천시(고당교),1007626,여주시(용은교),-1.0,0.0,6.7844,1.8755,1
1007,1007608,이천시(고당교),1007640,여주시(율극교),-1.0,0.0,5.7857,1.1956,1
1007,1007608,이천시(고당교),1007645,이천시(복하교),-1.0,0.0,5.7917,1.1983,1
1007,1007608,이천시(고당교),1007680,양평군(흑천교),-1.0,0.0,4.4433,1.0252,1
1007,1007610,음성군(총천교),1007626,여주시(용은교),-1.0,0.0,4.7685,3.8813,1
1007,1007626,여주시(용은교),1007662,이포보(상류),-1.0,0.0,10.8097,1.2462,1
1007,1007626,여주시(용은교),1007680,양평군(흑천교),-1.0,0.0,7.9296,1.93,1
1007,1007637,여주시(당우교),1007639,여주보(상류),-1.0,0.0,4.7645,1.8881,1
1007,1007637,여주시(당우교),1007641,여주보(하류),-1.0,0.0,6.2789,1.4448,1
1007,1007637,여주시(당우교),1007655,여주시(양촌교),-1.0,0.0,7.8653,1.0179,1
1007,1007645,이천시(복하교),1007680,양평군(흑천교),-1.0,0.0,7.145,2.1919,5
1007,1007650,여주시(흥천대교),1007680,양평군(흑천교),-1.0,0.71,7.7318,1.121,5
1007,1007625,여주시(남한강교),1007634,강천보(하류),-0.8,1.64,6.3066,0.8022,5
1007,1007642,이천시(동산교),1007645,이천시(복하교),-0.8,0.45,7.0966,1.2456,5
1007,1007605,이천시(장호원교),1007617,여주시(삼합교),-0.6,0.89,11.1907,0.3358,5
1007,1007645,이천시(복하교),1007690,양평군(봉상교),-0.6,0.55,7.8621,2.2259,5
1007,1007610,음성군(총천교),1007617,여주시(삼합교),-0.4,0.89,7.1454,1.7985,5
1007,1007680,양평군(흑천교),1007690,양평군(봉상교),-0.4,0.89,11.4369,0.4252,5
1007,1007642,이천시(동산교),1007650,여주시(흥천대교),-0.2,0.45,6.3531,1.0656,5
1007,1007664,이포보(하류),1007685,양평군(양평교),-0.2,1.79,7.9717,1.1815,5
1007,1007605,이천시(장호원교),1007606,안성시(두현교),0.0,0.0,4.7109,1.5309,1
1007,1007605,이천시(장호원교),1007608,이천시(고당교),0.0,0.0,7.1677,0.9318,1
1007,1007605,이천시(장호원교),1007626,여주시(용은교),0.0,0.0,13.176,0.9316,1
1007,1007605,이천시(장호원교),1007687,양평군(여물교),0.0,0.0,8.3031,1.0737,1
1007,1007606,안성시(두현교),1007608,이천시(고당교),0.0,0.0,3.2455,0.5676,1
1007,1007606,안성시(두현교),1007610,음성군(총천교),0.0,0.0,1.9012,5.6585,1
1007,1007606,안성시(두현교),1007617,여주시(삼합교),0.0,0.0,4.8254,1.8276,1
