obscd,korObs,rank,neighbor_obscd,neighbor_korObs,score,n_events,method
1004696,충주시(봉계교),5,1004620,청주시(옥화1교),2.5607,1,T1_avg_dist
1005605,충주시(탄금교),1,1007634,강천보(하류),3.2569,1,T1_avg_dist
1005605,충주시(탄금교),2,1001602,평창군(송정교),3.3312,1,T1_avg_dist
1005605,충주시(탄금교),3,1007641,여주보(하류),3.3994,1,T1_avg_dist
1005605,충주시(탄금교),4,1007639,여주보(상류),3.711,4,T1_avg_dist
1005605,충주시(탄금교),5,1007685,양평군(양평교),4.0673,1,T1_avg_dist
1005640,충주시(목계교),1,1001622,정선군(혈천교),0.8956,1,T1_avg_dist
1005640,충주시(목계교),2,1004695,충주시(국원대교),0.9282,1,T1_avg_dist
1005640,충주시(목계교),3,1004693,괴산군(목도교),1.5946,1,T1_avg_dist
1005640,충주시(목계교),4,1007610,음성군(총천교),1.741,1,T1_avg_dist
1005640,충주시(목계교),5,1003605,영월군(충혼교),2.1197,2,T1_avg_dist
1005650,충주시(능암교),1,1007617,여주시(삼합교),1.0095,1,T1_avg_dist
1005650,충주시(능암교),2,1007605,이천시(장호원교),1.2063,1,T1_avg_dist
1005650,충주시(능암교),3,1007642,이천시(동산교),1.5925,1,T1_avg_dist
1005650,충주시(능암교),4,1007626,여주시(용은교),1.6872,1,T1_avg_dist
1005650,충주시(능암교),5,1007650,여주시(흥천대교),1.8861,1,T1_avg_dist
1005660,충주시(세포교),1,1003658,제천시(부수동교),1.0624,1,T1_avg_dist
1005660,충주시(세포교),2,1007642,이천시(동산교),1.342,1,T1_avg_dist
1005660,충주시(세포교),3,1006628,횡성군(청곡교),1.4464,1,T1_avg_dist
1005660,충주시(세포교),4,1002625,평창군(선애교),1.4746,1,T1_avg_dist
1005660,충주시(세포교),5,1007626,여주시(용은교),1.4901,1,T1_avg_dist
1005695,원주시(법천교),1,1006665,원주시(원주교),0.6156,3,T1_avg_dist
1005695,원주시(법천교),2,1006630,횡성군(오산교),0.6773,1,T1_avg_dist
1005695,원주시(법천교),3,1006650,횡성군(횡성교),0.6884,1,T1_avg_dist
1005695,원주시(법천교),4,1003605,영월군(충혼교),0.6999,1,T1_avg_dist
1005695,원주시(법천교),5,1007680,양평군(흑천교),0.7617,1,T1_avg_dist
1005697,원주시(남한강대교),1,1001649,정선군(애산교),1.7482,3,T1_avg_dist
1005697,원주시(남한강대교),2,1001690,영월군(영월대교),1.9339,3,T1_avg_dist
1005697,원주시(남한강대교),3,1001660,정선군(낙동교),1.9479,4,T1_avg_dist
1005697,원주시(남한강대교),4,1001645,정선군(와평교),1.9838,3,T1_avg_dist
1005697,원주시(남한강대교),5,1001670,영월군(거운교),2.2553,4,T1_avg_dist
1006628,횡성군(청곡교),1,1007687,양평군(여물교),0.5683,1,T1_avg_dist
1006628,횡성군(청곡교),2,1007690,양평군(봉상교),0.846,1,T1_avg_dist
1006628,횡성군(청곡교),3,1002625,평창군(선애교),0.8533,1,T1_avg_dist
1006628,횡성군(청곡교),4,1002640,평창군(상방림교),0.9708,1,T1_avg_dist
1006628,횡성군(청곡교),5,1002605,평창군(이목정교),0.9945,1,T1_avg_dist
1006630,횡성군(오산교),1,1006650,횡성군(횡성교),0.2905,1,T1_avg_dist
1006630,횡성군(오산교),2,1002615,평창군(진전교),0.5775,1,T1_avg_dist
1006630,횡성군(오산교),3,1002610,평창군(장평교),0.6624,1,T1_avg_dist
1006630,횡성군(오산교),4,1005695,원주시(법천교),0.6773,1,T1_avg_dist
1006630,횡성군(오산교),5,1007680,양평군(흑천교),0.8604,2,T1_avg_dist
1006650,횡성군(횡성교),1,1006630,횡성군(오산교),0.2905,1,T1_avg_dist
1006650,횡성군(횡성교),2,1005695,원주시(법천교),0.6884,1,T1_avg_dist
1006650,횡성군(횡성교),3,1007680,양평군(흑천교),0.6957,1,T1_avg_dist
1006650,횡성군(횡성교),4,1002615,평창군(진전교),0.8988,1,T1_avg_dist
1006650,횡성군(횡성교),5,1002610,평창군(장평교),1.3488,2,T1_avg_dist
1006660,횡성군(전천교),1,1007620,여주시(강천리),0.9113,3,T1_avg_dist
1006660,횡성군(전천교),2,1006680,원주시(지정대교),0.9413,4,T1_avg_dist
1006660,횡성군(전천교),3,1007635,여주시(여주대교),0.9638,3,T1_avg_dist
1006660,횡성군(전천교),4,1002685,영월군(주천교),1.0112,4,T1_avg_dist
1006660,횡성군(전천교),5,1007640,여주시(율극교),1.088,3,T1_avg_dist
1006665,원주시(원주교),1,1005695,원주시(법천교),0.6156,3,T1_avg_dist
1006665,원주시(원주교),2,1006666,원주시(가현교),1.2197,4,T1_avg_dist
1006665,원주시(원주교),3,1002625,평창군(선애교),1.2614,3,T1_avg_dist
1006665,원주시(원주교),4,1002693,영월군(농공단지교),1.2636,3,T1_avg_dist
1006665,원주시(원주교),5,1006660,횡성군(전천교),1.2995,3,T1_avg_dist
1006666,원주시(가현교),1,1007650,여주시(흥천대교),0.7402,1,T1_avg_dist
1006666,원주시(가현교),2,1007645,이천시(복하교),0.8336,1,T1_avg_dist
1006666,원주시(가현교),3,1007640,여주시(율극교),0.921,1,T1_avg_dist
1006666,원주시(가현교),4,1007605,이천시(장호원교),0.9634,1,T1_avg_dist
1006666,원주시(가현교),5,1006665,원주시(원주교),0.9853,3,T1_avg_dist
1006670,원주시(옥산교),1,1006672,원주시(장현교),0.4268,4,T1_avg_dist
1006670,원주시(옥산교),2,1002610,평창군(장평교),0.472,1,T1_avg_dist
1006670,원주시(옥산교),3,1002615,평창군(진전교),0.5502,1,T1_avg_dist
1006670,원주시(옥산교),4,1006690,원주시(문막교),0.6338,3,T1_avg_dist
1006670,원주시(옥산교),5,1002605,평창군(이목정교),0.6692,1,T1_avg_dist
1006672,원주시(장현교),1,1006670,원주시(옥산교),0.5313,5,T1_avg_dist
1006672,원주시(장현교),2,1001630,정선군(나전교),0.602,1,T1_avg_dist
1006672,원주시(장현교),3,1006690,원주시(문막교),0.619,5,T1_avg_dist
1006672,원주시(장현교),4,1002605,평창군(이목정교),0.6259,1,T1_avg_dist
1006672,원주시(장현교),5,1001658,정선군(광하교),0.6448,1,T1_avg_dist
1006677,원주시(판대2교),1,1002640,평창군(상방림교),0.418,1,T1_avg_dist
1006677,원주시(판대2교),2,1002605,평창군(이목정교),0.52,1,T1_avg_dist
1006677,원주시(판대2교),3,1002650,평창군(평창교),0.554,1,T1_avg_dist
1006677,원주시(판대2교),4,1002615,평창군(진전교),0.7029,1,T1_avg_dist
1006677,원주시(판대2교),5,1006670,원주시(옥산교),0.7663,1,T1_avg_dist
1006680,원주시(지정대교),1,1007620,여주시(강천리),0.8296,3,T1_avg_dist
1006680,원주시(지정대교),2,1002685,영월군(주천교),0.8519,4,T1_avg_dist
1006680,원주시(지정대교),3,1006660,횡성군(전천교),0.9413,4,T1_avg_dist
1006680,원주시(지정대교),4,1002687,영월군(신천교),1.0126,3,T1_avg_dist
1006680,원주시(지정대교),5,1007635,여주시(여주대교),1.0697,3,T1_avg_dist
1006685,원주시(봉미교),1,1002693,영월군(농공단지교),0.6348,1,T1_avg_dist
1006685,원주시(봉미교),2,1007605,이천시(장호원교),0.7456,1,T1_avg_dist
1006685,원주시(봉미교),3,1007615,여주시(원부교),0.8018,1,T1_avg_dist
1006685,원주시(봉미교),4,1007617,여주시(삼합교),0.8367,1,T1_avg_dist
1006685,원주시(봉미교),5,1003660,제천시(팔송교),0.9163,4,T1_avg_dist
1006690,원주시(문막교),1,1006672,원주시(장현교),0.619,5,T1_avg_dist
1006690,원주시(문막교),2,1001658,정선군(광하교),0.6357,1,T1_avg_dist
1006690,원주시(문막교),3,1001630,정선군(나전교),0.6474,1,T1_avg_dist
1006690,원주시(문막교),4,1002605,평창군(이목정교),0.6646,1,T1_avg_dist
1006690,원주시(문막교),5,1002680,영월군(두학교),0.6967,1,T1_avg_dist
1007604,안성시(한평교),1,1007642,이천시(동산교),0.5857,1,T1_avg_dist
1007604,안성시(한평교),2,1002693,영월군(농공단지교),1.0148,1,T1_avg_dist
1007604,안성시(한평교),3,1003657,제천시(강저3교),1.5887,1,T1_avg_dist
1007604,안성시(한평교),4,1006685,원주시(봉미교),1.6871,1,T1_avg_dist
1007604,안성시(한평교),5,1006666,원주시(가현교),1.7307,1,T1_avg_dist
1007605,이천시(장호원교),1,1007615,여주시(원부교),0.3578,4,T1_avg_dist
1007605,이천시(장호원교),2,1007640,여주시(율극교),0.5828,1,T1_avg_dist
1007605,이천시(장호원교),3,1007617,여주시(삼합교),0.6715,5,T1_avg_dist
1007605,이천시(장호원교),4,1003658,제천시(부수동교),0.7356,1,T1_avg_dist
1007605,이천시(장호원교),5,1004695,충주시(국원대교),0.9662,1,T1_avg_dist
1007606,안성시(두현교),1,1007608,이천시(고당교),1.1352,1,T1_avg_dist
1007606,안성시(두현교),2,1007680,양평군(흑천교),1.4432,1,T1_avg_dist
1007606,안성시(두현교),3,1006650,횡성군(횡성교),1.5214,1,T1_avg_dist
1007606,안성시(두현교),4,1006666,원주시(가현교),1.53,1,T1_avg_dist
1007606,안성시(두현교),5,1003657,제천시(강저3교),1.6192,1,T1_avg_dist
1007608,이천시(고당교),1,1007606,안성시(두현교),1.1352,1,T1_avg_dist
1007608,이천시(고당교),2,1007605,이천시(장호원교),1.8636,1,T1_avg_dist
1007608,이천시(고당교),3,1005695,원주시(법천교),1.9509,1,T1_avg_dist
1007608,이천시(고당교),4,1007680,양평군(흑천교),2.0503,1,T1_avg_dist
1007608,이천시(고당교),5,1006630,횡성군(오산교),2.0514,1,T1_avg_dist
1007610,음성군(총천교),1,1004695,충주시(국원대교),0.9658,1,T1_avg_dist
1007610,음성군(총천교),2,1007605,이천시(장호원교),0.9819,1,T1_avg_dist
1007610,음성군(총천교),3,1007645,이천시(복하교),0.9957,1,T1_avg_dist
1007610,음성군(총천교),4,1003661,제천시(구곡교),1.05,1,T1_avg_dist
1007610,음성군(총천교),5,1003658,제천시(부수동교),1.0666,1,T1_avg_dist
1007615,여주시(원부교),1,1007605,이천시(장호원교),0.3578,4,T1_avg_dist
1007615,여주시(원부교),2,1007640,여주시(율극교),0.6547,1,T1_avg_dist
1007615,여주시(원부교),3,1007617,여주시(삼합교),0.6865,5,T1_avg_dist
1007615,여주시(원부교),4,1007645,이천시(복하교),0.7151,1,T1_avg_dist
1007615,여주시(원부교),5,1003658,제천시(부수동교),0.7653,1,T1_avg_dist
1007617,여주시(삼합교),1,1007615,여주시(원부교),0.3989,4,T1_avg_dist
1007617,여주시(삼합교),2,1007640,여주시(율극교),0.6415,1,T1_avg_dist
1007617,여주시(삼합교),3,1003660,제천시(팔송교),0.6593,1,T1_avg_dist
1007617,여주시(삼합교),4,1003661,제천시(구곡교),0.666,1,T1_avg_dist
1007617,여주시(삼합교),5,1007605,이천시(장호원교),0.6715,5,T1_avg_dist
1007620,여주시(강천리),1,1007635,여주시(여주대교),0.4835,1,T1_avg_dist
1007620,여주시(강천리),2,1007664,이포보(하류),0.5374,1,T1_avg_dist
1007620,여주시(강천리),3,1007625,여주시(남한강교),0.6554,2,T1_avg_dist
1007620,여주시(강천리),4,1002685,영월군(주천교),0.7228,3,T1_avg_dist
1007620,여주시(강천리),5,1007641,여주보(하류),0.7348,5,T1_avg_dist
1007625,여주시(남한강교),1,1007664,이포보(하류),0.7186,1,T1_avg_dist
1007625,여주시(남한강교),2,1007635,여주시(여주대교),0.8035,4,T1_avg_dist
1007625,여주시(남한강교),3,1007620,여주시(강천리),0.9322,5,T1_avg_dist
1007625,여주시(남한강교),4,1006666,원주시(가현교),1.0488,1,T1_avg_dist
1007625,여주시(남한강교),5,1007641,여주보(하류),1.1401,2,T1_avg_dist
1007626,여주시(용은교),1,1007642,이천시(동산교),1.2678,1,T1_avg_dist
1007626,여주시(용은교),2,1007650,여주시(흥천대교),1.2755,1,T1_avg_dist
1007626,여주시(용은교),3,1003658,제천시(부수동교),1.3149,1,T1_avg_dist
1007626,여주시(용은교),4,1007617,여주시(삼합교),1.4367,1,T1_avg_dist
1007626,여주시(용은교),5,1005660,충주시(세포교),1.4901,1,T1_avg_dist
1007633,강천보(상류),1,1007635,여주시(여주대교),0.9935,1,T1_avg_dist
1007633,강천보(상류),2,1007634,강천보(하류),1.7755,1,T1_avg_dist
1007633,강천보(상류),3,1007640,여주시(율극교),1.8478,1,T1_avg_dist
1007633,강천보(상류),4,1007641,여주보(하류),1.8538,1,T1_avg_dist
1007633,강천보(상류),5,1006690,원주시(문막교),1.9534,1,T1_avg_dist
1007634,강천보(하류),1,1007620,여주시(강천리),0.7677,2,T1_avg_dist
1007634,강천보(하류),2,1007641,여주보(하류),0.9,2,T1_avg_dist
1007634,강천보(하류),3,1007635,여주시(여주대교),0.9195,1,T1_avg_dist
1007634,강천보(하류),4,1007639,여주보(상류),0.9349,1,T1_avg_dist
1007634,강천보(하류),5,1007664,이포보(하류),0.9858,1,T1_avg_dist
1007635,여주시(여주대교),1,1007664,이포보(하류),0.6375,1,T1_avg_dist
1007635,여주시(여주대교),2,1007625,여주시(남한강교),0.8035,4,T1_avg_dist
1007635,여주시(여주대교),3,1007620,여주시(강천리),0.8089,4,T1_avg_dist
1007635,여주시(여주대교),4,1007634,강천보(하류),0.9195,1,T1_avg_dist
1007635,여주시(여주대교),5,1006660,횡성군(전천교),0.9638,3,T1_avg_dist
1007637,여주시(당우교),1,1002650,평창군(평창교),0.6386,1,T1_avg_dist
1007637,여주시(당우교),2,1006677,원주시(판대2교),0.7829,1,T1_avg_dist
1007637,여주시(당우교),3,1006672,원주시(장현교),0.8184,1,T1_avg_dist
1007637,여주시(당우교),4,1006670,원주시(옥산교),0.8276,1,T1_avg_dist
1007637,여주시(당우교),5,1002640,평창군(상방림교),0.8309,1,T1_avg_dist
1007639,여주보(상류),1,1007634,강천보(하류),1.5357,2,T1_avg_dist
1007639,여주보(상류),2,1007625,여주시(남한강교),1.5406,1,T1_avg_dist
1007639,여주보(상류),3,1007620,여주시(강천리),1.7494,2,T1_avg_dist
1007639,여주보(상류),4,1007641,여주보(하류),1.933,2,T1_avg_dist
1007639,여주보(상류),5,1007635,여주시(여주대교),2.2558,1,T1_avg_dist
1007640,여주시(율극교),1,1007605,이천시(장호원교),0.5828,1,T1_avg_dist
1007640,여주시(율극교),2,1007617,여주시(삼합교),0.6415,1,T1_avg_dist
1007640,여주시(율극교),3,1007615,여주시(원부교),0.6547,1,T1_avg_dist
1007640,여주시(율극교),4,1003661,제천시(구곡교),0.8356,1,T1_avg_dist
1007640,여주시(율극교),5,1007650,여주시(흥천대교),0.9876,2,T1_avg_dist
1007641,여주보(하류),1,1007664,이포보(하류),0.6198,4,T1_avg_dist
1007641,여주보(하류),2,1007620,여주시(강천리),0.7348,5,T1_avg_dist
1007641,여주보(하류),3,1007635,여주시(여주대교),0.8746,1,T1_avg_dist
1007641,여주보(하류),4,1007634,강천보(하류),0.9,2,T1_avg_dist
1007641,여주보(하류),5,1006690,원주시(문막교),0.9526,3,T1_avg_dist
1007642,이천시(동산교),1,1007604,안성시(한평교),0.5857,1,T1_avg_dist
1007642,이천시(동산교),2,1007662,이포보(상류),1.1326,1,T1_avg_dist
1007642,이천시(동산교),3,1007615,여주시(원부교),1.2225,1,T1_avg_dist
1007642,이천시(동산교),4,1007626,여주시(용은교),1.2678,1,T1_avg_dist
1007642,이천시(동산교),5,1005660,충주시(세포교),1.342,1,T1_avg_dist
1007645,이천시(복하교),1,1007615,여주시(원부교),0.7151,1,T1_avg_dist
1007645,이천시(복하교),2,1007617,여주시(삼합교),0.7962,1,T1_avg_dist
1007645,이천시(복하교),3,1006666,원주시(가현교),0.8336,1,T1_avg_dist
1007645,이천시(복하교),4,1007650,여주시(흥천대교),0.9857,2,T1_avg_dist
1007645,이천시(복하교),5,1007605,이천시(장호원교),1.0976,2,T1_avg_dist
1007650,여주시(흥천대교),1,1006666,원주시(가현교),0.7402,1,T1_avg_dist
1007650,여주시(흥천대교),2,1007605,이천시(장호원교),0.8481,1,T1_avg_dist
1007650,여주시(흥천대교),3,1007645,이천시(복하교),0.9857,2,T1_avg_dist
1007650,여주시(흥천대교),4,1007640,여주시(율극교),0.9876,2,T1_avg_dist
1007650,여주시(흥천대교),5,1007615,여주시(원부교),1.006,1,T1_avg_dist
1007655,여주시(양촌교),1,1006690,원주시(문막교),0.811,1,T1_avg_dist
1007655,여주시(양촌교),2,1006672,원주시(장현교),0.8707,1,T1_avg_dist
1007655,여주시(양촌교),3,1002605,평창군(이목정교),0.9206,1,T1_avg_dist
1007655,여주시(양촌교),4,1002680,영월군(두학교),0.9594,4,T1_avg_dist
1007655,여주시(양촌교),5,1002675,횡성군(안흥교),0.9948,5,T1_avg_dist
1007662,이포보(상류),1,1007642,이천시(동산교),1.1326,1,T1_avg_dist
1007662,이포보(상류),2,1007640,여주시(율극교),1.2862,1,T1_avg_dist
1007662,이포보(상류),3,1007615,여주시(원부교),1.3157,1,T1_avg_dist
1007662,이포보(상류),4,1007605,이천시(장호원교),1.7292,2,T1_avg_dist
1007662,이포보(상류),5,1007635,여주시(여주대교),1.7923,1,T1_avg_dist
1007664,이포보(하류),1,1007641,여주보(하류),0.6198,4,T1_avg_dist
1007664,이포보(하류),2,1007635,여주시(여주대교),0.6375,1,T1_avg_dist
1007664,이포보(하류),3,1007625,여주시(남한강교),0.7186,1,T1_avg_dist
1007664,이포보(하류),4,1007620,여주시(강천리),0.8665,4,T1_avg_dist
1007664,이포보(하류),5,1007634,강천보(하류),0.9858,1,T1_avg_dist
1007680,양평군(흑천교),1,1006650,횡성군(횡성교),0.6957,1,T1_avg_dist
1007680,양평군(흑천교),2,1007690,양평군(봉상교),0.7149,4,T1_avg_dist
1007680,양평군(흑천교),3,1006670,원주시(옥산교),0.7264,1,T1_avg_dist
1007680,양평군(흑천교),4,1005695,원주시(법천교),0.7617,1,T1_avg_dist
1007680,양평군(흑천교),5,1002610,평창군(장평교),0.782,1,T1_avg_dist
1007685,양평군(양평교),1,1007697,양평군(신원리),1.0841,1,T1_avg_dist
1007685,양평군(양평교),2,1006666,원주시(가현교),1.3287,1,T1_avg_dist
1007685,양평군(양평교),3,1007625,여주시(남한강교),1.3943,1,T1_avg_dist
1007685,양평군(양평교),4,1007635,여주시(여주대교),1.6498,4,T1_avg_dist
1007685,양평군(양평교),5,1007620,여주시(강천리),1.7886,4,T1_avg_dist
1007687,양평군(여물교),1,1006628,횡성군(청곡교),0.5683,1,T1_avg_dist
1007687,양평군(여물교),2,1007690,양평군(봉상교),0.7933,1,T1_avg_dist
1007687,양평군(여물교),3,1001630,정선군(나전교),0.8862,1,T1_avg_dist
1007687,양평군(여물교),4,1002698,영월군(팔괴교),0.9074,1,T1_avg_dist
1007687,양평군(여물교),5,1001602,평창군(송정교),0.9935,1,T1_avg_dist
1007690,양평군(봉상교),1,1002615,평창군(진전교),0.4588,1,T1_avg_dist
1007690,양평군(봉상교),2,1002640,평창군(상방림교),0.6467,1,T1_avg_dist
1007690,양평군(봉상교),3,1002610,평창군(장평교),0.6986,1,T1_avg_dist
1007690,양평군(봉상교),4,1007680,양평군(흑천교),0.7149,4,T1_avg_dist
1007690,양평군(봉상교),5,1002650,평창군(평창교),0.7377,1,T1_avg_dist
1007697,양평군(신원리),1,1007685,양평군(양평교),1.0841,1,T1_avg_dist
1007697,양평군(신원리),2,1005697,원주시(남한강대교),4.1825,1,T1_avg_dist
1007697,양평군(신원리),3,1005605,충주시(탄금교),4.3133,2,T1_avg_dist
1007697,양평군(신원리),4,1007633,강천보(상류),4.5996,3,T1_avg_dist
1007697,양평군(신원리),5,1007642,이천시(동산교),4.6419,3,T1_avg_dist
