obscd,korObs,rank,neighbor_obscd,neighbor_korObs,dtw_dist
1002625,평창군(선애교),2,1002635,평창군(사초교),0.9611
1002625,평창군(선애교),3,1002698,영월군(팔괴교),0.9656
1002625,평창군(선애교),4,1002640,평창군(상방림교),1.0012
1002625,평창군(선애교),5,1002650,평창군(평창교),1.0053
1002635,평창군(사초교),1,1002640,평창군(상방림교),0.9123
1002635,평창군(사초교),2,1002625,평창군(선애교),0.9611
1002635,평창군(사초교),3,1001630,정선군(나전교),1.0102
1002635,평창군(사초교),4,1006690,원주시(문막교),1.0237
1002635,평창군(사초교),5,1002680,영월군(두학교),1.0734
1002640,평창군(상방림교),1,1002650,평창군(평창교),0.5379
1002640,평창군(상방림교),2,1001630,정선군(나전교),0.7687
1002640,평창군(상방림교),3,1002675,횡성군(안흥교),0.8313
1002640,평창군(상방림교),4,1002610,평창군(장평교),0.8842
1002640,평창군(상방림교),5,1002635,평창군(사초교),0.9123
1002650,평창군(평창교),1,1002640,평창군(상방림교),0.5379
1002650,평창군(평창교),2,1001630,정선군(나전교),0.7514
1002650,평창군(평창교),3,1002675,횡성군(안흥교),0.8276
1002650,평창군(평창교),4,1002680,영월군(두학교),0.8294
1002650,평창군(평창교),5,1002610,평창군(장평교),0.9113
1002675,횡성군(안흥교),1,1002650,평창군(평창교),0.8276
1002675,횡성군(안흥교),2,1002640,평창군(상방림교),0.8313
1002675,횡성군(안흥교),3,1007655,여주시(양촌교),0.9744
1002675,횡성군(안흥교),4,1001630,정선군(나전교),0.9987
1002675,횡성군(안흥교),5,1002610,평창군(장평교),1.0111
1002680,영월군(두학교),1,1002687,영월군(신천교),0.5852
1002680,영월군(두학교),2,1006690,원주시(문막교),0.6967
1002680,영월군(두학교),3,1002685,영월군(주천교),0.703
1002680,영월군(두학교),4,1002625,평창군(선애교),0.7426
1002680,영월군(두학교),5,1002698,영월군(팔괴교),0.7548
1002685,영월군(주천교),1,1002687,영월군(신천교),0.5977
1002685,영월군(주천교),2,1002680,영월군(두학교),0.703
1002685,영월군(주천교),3,1002698,영월군(팔괴교),0.7398
1002685,영월군(주천교),4,1001690,영월군(영월대교),0.7444
1002685,영월군(주천교),5,1003642,단양군(덕천교),0.8303
1002687,영월군(신천교),1,1002698,영월군(팔괴교),0.4591
1002687,영월군(신천교),2,1002680,영월군(두학교),0.5852
1002687,영월군(신천교),3,1002685,영월군(주천교),0.5977
1002687,영월군(신천교),4,1003636,단양군(가대교),0.6315
1002687,영월군(신천교),5,1001690,영월군(영월대교),0.6828
1002693,영월군(농공단지교),1,1006685,원주시(봉미교),0.6348
1002693,영월군(농공단지교),2,1003660,제천시(팔송교),0.7631
1002693,영월군(농공단지교),3,1003620,영월군(옥동교),0.7656
1002693,영월군(농공단지교),4,1003661,제천시(구곡교),0.9133
1002693,영월군(농공단지교),5,1007604,안성시(한평교),1.0148
1002698,영월군(팔괴교),1,1003636,단양군(가대교),0.402
1002698,영월군(팔괴교),2,1002687,영월군(신천교),0.4591
1002698,영월군(팔괴교),3,1001690,영월군(영월대교),0.4948
1002698,영월군(팔괴교),4,1003642,단양군(덕천교),0.5134
1002698,영월군(팔괴교),5,1001625,정선군(송천교),0.612
1003605,영월군(충혼교),1,1001660,정선군(낙동교),0.4814
1003605,영월군(충혼교),2,1005695,원주시(법천교),0.6999
1003605,영월군(충혼교),3,1001649,정선군(애산교),0.7515
1003605,영월군(충혼교),4,1001645,정선군(와평교),0.9247
1003605,영월군(충혼교),5,1003620,영월군(옥동교),1.123
1003620,영월군(옥동교),1,1002693,영월군(농공단지교),0.7656
1003620,영월군(옥동교),2,1006685,원주시(봉미교),0.888
1003620,영월군(옥동교),3,1003660,제천시(팔송교),0.9602
1003620,영월군(옥동교),4,1001660,정선군(낙동교),0.9728
1003620,영월군(옥동교),5,1007645,이천시(복하교),0.9744
1003636,단양군(가대교),1,1003642,단양군(덕천교),0.3007
1003636,단양군(가대교),2,1001690,영월군(영월대교),0.334
1003636,단양군(가대교),3,1002698,영월군(팔괴교),0.402
1003636,단양군(가대교),4,1001670,영월군(거운교),0.4996
1003636,단양군(가대교),5,1001625,정선군(송천교),0.593
1003642,단양군(덕천교),1,1003636,단양군(가대교),0.3007
1003642,단양군(덕천교),2,1001690,영월군(영월대교),0.3857
1003642,단양군(덕천교),3,1001670,영월군(거운교),0.4964
1003642,단양군(덕천교),4,1002698,영월군(팔괴교),0.5134
1003642,단양군(덕천교),5,1002687,영월군(신천교),0.6859
1003645,단양군(단양1교),1,1004680,충주시(문강교),0.955
1003645,단양군(단양1교),2,1001620,정선군(송계교),1.8969
1003645,단양군(단양1교),3,1004670,괴산군(추산교),2.2868
1003645,단양군(단양1교),4,1001626,정선군(제1여량교),2.3229
1003645,단양군(단양1교),5,1003661,제천시(구곡교),2.6804
1003657,제천시(강저3교),1,1004695,충주시(국원대교),0.9768
1003657,제천시(강저3교),2,1007640,여주시(율극교),1.2095
1003657,제천시(강저3교),3,1007615,여주시(원부교),1.2458
1003657,제천시(강저3교),4,1007642,이천시(동산교),1.3462
1003657,제천시(강저3교),5,1003661,제천시(구곡교),1.3652
1003658,제천시(부수동교),1,1003661,제천시(구곡교),0.5169
1003658,제천시(부수동교),2,1003660,제천시(팔송교),0.5755
1003658,제천시(부수동교),3,1007617,여주시(삼합교),0.6778
1003658,제천시(부수동교),4,1007605,이천시(장호원교),0.7356
1003658,제천시(부수동교),5,1007615,여주시(원부교),0.7653
1003660,제천시(팔송교),1,1003658,제천시(부수동교),0.5755
1003660,제천시(팔송교),2,1003661,제천시(구곡교),0.6378
1003660,제천시(팔송교),3,1007617,여주시(삼합교),0.6593
1003660,제천시(팔송교),4,1006685,원주시(봉미교),0.71
1003660,제천시(팔송교),5,1002693,영월군(농공단지교),0.7631
1003661,제천시(구곡교),1,1003658,제천시(부수동교),0.5169
1003661,제천시(구곡교),2,1003660,제천시(팔송교),0.6378
1003661,제천시(구곡교),3,1007617,여주시(삼합교),0.666
1003661,제천시(구곡교),4,1004695,충주시(국원대교),0.6767
1003661,제천시(구곡교),5,1007605,이천시(장호원교),0.7588
1004616,청주시(청석굴교),1,1004661,괴산군(제2괴산교),1.5843
1004616,청주시(청석굴교),2,1004693,괴산군(목도교),1.6478
1004616,청주시(청석굴교),3,1004645,괴산군(수전교),1.8583
1004616,청주시(청석굴교),4,1004620,청주시(옥화1교),1.9017
1004616,청주시(청석굴교),5,1004646,괴산군(비도교),2.108
1004620,청주시(옥화1교),1,1004645,괴산군(수전교),1.3586
1004620,청주시(옥화1교),2,1004693,괴산군(목도교),1.7014
1004620,청주시(옥화1교),3,1004616,청주시(청석굴교),1.9017
1004620,청주시(옥화1교),4,1001622,정선군(혈천교),2.0644
1004620,청주시(옥화1교),5,1003605,영월군(충혼교),2.3841
1004645,괴산군(수전교),1,1004693,괴산군(목도교),0.61
1004645,괴산군(수전교),2,1004620,청주시(옥화1교),1.3586
1004645,괴산군(수전교),3,1001660,정선군(낙동교),1.5426
1004645,괴산군(수전교),4,1003605,영월군(충혼교),1.5533
1004645,괴산군(수전교),5,1001622,정선군(혈천교),1.5964
1004646,괴산군(비도교),1,1001660,정선군(낙동교),1.1743
1004646,괴산군(비도교),2,1003620,영월군(옥동교),1.258
1004646,괴산군(비도교),3,1001645,정선군(와평교),1.3037
1004646,괴산군(비도교),4,1004693,괴산군(목도교),1.3109
1004646,괴산군(비도교),5,1001649,정선군(애산교),1.3179
1004661,괴산군(제2괴산교),1,1004616,청주시(청석굴교),1.5843
1004661,괴산군(제2괴산교),2,1004646,괴산군(비도교),1.6358
1004661,괴산군(제2괴산교),3,1004693,괴산군(목도교),2.0179
1004661,괴산군(제2괴산교),4,1007610,음성군(총천교),2.0768
1004661,괴산군(제2괴산교),5,1003620,영월군(옥동교),2.2336
1004670,괴산군(추산교),1,1004695,충주시(국원대교),1.0643
1004670,괴산군(추산교),2,1007610,음성군(총천교),1.4168
1004670,괴산군(추산교),3,1003661,제천시(구곡교),1.5253
1004670,괴산군(추산교),4,1003657,제천시(강저3교),1.7099
1004670,괴산군(추산교),5,1007640,여주시(율극교),1.773
1004680,충주시(문강교),1,1003645,단양군(단양1교),0.955
1004680,충주시(문강교),2,1001620,정선군(송계교),2.2299
1004680,충주시(문강교),3,1004670,괴산군(추산교),2.6575
1004680,충주시(문강교),4,1001626,정선군(제1여량교),2.9509
1004680,충주시(문강교),5,1007633,강천보(상류),2.993
1004693,괴산군(목도교),1,1004645,괴산군(수전교),0.61
1004693,괴산군(목도교),2,1004646,괴산군(비도교),1.3109
1004693,괴산군(목도교),3,1001649,정선군(애산교),1.4509
1004693,괴산군(목도교),4,1001660,정선군(낙동교),1.4654
1004693,괴산군(목도교),5,1001645,정선군(와평교),1.5791
1004695,충주시(국원대교),1,1003661,제천시(구곡교),0.6767
1004695,충주시(국원대교),2,1007610,음성군(총천교),0.9658
1004695,충주시(국원대교),3,1003657,제천시(강저3교),0.9768
1004695,충주시(국원대교),4,1004670,괴산군(추산교),1.0643
1004695,충주시(국원대교),5,1003658,제천시(부수동교),1.1083
1005605,충주시(탄금교),1,1007639,여주보(상류),2.7781
1005605,충주시(탄금교),2,1007633,강천보(상류),2.8844
1005605,충주시(탄금교),3,1007634,강천보(하류),3.2569
1005605,충주시(탄금교),4,1001602,평창군(송정교),3.3312
1005605,충주시(탄금교),5,1007641,여주보(하류),3.3994
1005640,충주시(목계교),1,1007697,양평군(신원리),5.5443
1005640,충주시(목계교),2,1005605,충주시(탄금교),7.5674
1005640,충주시(목계교),3,1005697,원주시(남한강대교),7.8066
1005640,충주시(목계교),4,1007639,여주보(상류),9.3933
1005640,충주시(목계교),5,1007633,강천보(상류),10.032
1005695,원주시(법천교),1,1003605,영월군(충혼교),0.6999
1005695,원주시(법천교),2,1001660,정선군(낙동교),0.8205
1005695,원주시(법천교),3,1006685,원주시(봉미교),1.0027
1005695,원주시(법천교),4,1007645,이천시(복하교),1.2377
1005695,원주시(법천교),5,1001649,정선군(애산교),1.2425
1005697,원주시(남한강대교),1,1007634,강천보(하류),3.0158
1005697,원주시(남한강대교),2,1007633,강천보(상류),3.0752
1005697,원주시(남한강대교),3,1007641,여주보(하류),3.1315
1005697,원주시(남한강대교),4,1007639,여주보(상류),3.1686
1005697,원주시(남한강대교),5,1005605,충주시(탄금교),3.5694
1006630,횡성군(오산교),1,1007680,양평군(흑천교),1.0765
1006630,횡성군(오산교),2,1007655,여주시(양촌교),1.1444
1006630,횡성군(오산교),3,1001658,정선군(광하교),1.2018
1006630,횡성군(오산교),4,1002680,영월군(두학교),1.2037
1006630,횡성군(오산교),5,1002698,영월군(팔괴교),1.2136
1006650,횡성군(횡성교),1,1001655,정선군(정선제1교),1.2977
1006650,횡성군(횡성교),2,1001602,평창군(송정교),1.5526
1006650,횡성군(횡성교),3,1006670,원주시(옥산교),1.5583
1006650,횡성군(횡성교),4,1006672,원주시(장현교),1.8146
1006650,횡성군(횡성교),5,1002610,평창군(장평교),1.861
1006660,횡성군(전천교),1,1002685,영월군(주천교),1.2706
1006660,횡성군(전천교),2,1002625,평창군(선애교),1.4052
1006660,횡성군(전천교),3,1006666,원주시(가현교),1.4194
1006660,횡성군(전천교),4,1002698,영월군(팔괴교),1.4818
1006660,횡성군(전천교),5,1006680,원주시(지정대교),1.4983
1006665,원주시(원주교),1,1007625,여주시(남한강교),1.8195
1006665,원주시(원주교),2,1006685,원주시(봉미교),1.8826
1006665,원주시(원주교),3,1007635,여주시(여주대교),1.9186
1006665,원주시(원주교),4,1006666,원주시(가현교),1.923
1006665,원주시(원주교),5,1007640,여주시(율극교),1.9395
1006666,원주시(가현교),1,1007650,여주시(흥천대교),0.7402
1006666,원주시(가현교),2,1007645,이천시(복하교),0.8336
1006666,원주시(가현교),3,1007640,여주시(율극교),0.921
1006666,원주시(가현교),4,1007605,이천시(장호원교),0.9634
1006666,원주시(가현교),5,1007615,여주시(원부교),1.0445
1006670,원주시(옥산교),1,1006672,원주시(장현교),0.4057
1006670,원주시(옥산교),2,1002605,평창군(이목정교),0.6692
1006670,원주시(옥산교),3,1001658,정선군(광하교),0.6756
1006670,원주시(옥산교),4,1001630,정선군(나전교),0.714
1006670,원주시(옥산교),5,1001655,정선군(정선제1교),0.7232
1006672,원주시(장현교),1,1006670,원주시(옥산교),0.4057
1006672,원주시(장현교),2,1006690,원주시(문막교),0.5321
1006672,원주시(장현교),3,1001630,정선군(나전교),0.602
1006672,원주시(장현교),4,1002605,평창군(이목정교),0.6259
1006672,원주시(장현교),5,1001658,정선군(광하교),0.6448
1006680,원주시(지정대교),1,1002685,영월군(주천교),1.3255
1006680,원주시(지정대교),2,1007680,양평군(흑천교),1.4317
1006680,원주시(지정대교),3,1006660,횡성군(전천교),1.4983
1006680,원주시(지정대교),4,1006666,원주시(가현교),1.5762
1006680,원주시(지정대교),5,1007650,여주시(흥천대교),1.6199
1006685,원주시(봉미교),1,1002693,영월군(농공단지교),0.6348
1006685,원주시(봉미교),2,1003660,제천시(팔송교),0.71
1006685,원주시(봉미교),3,1007605,이천시(장호원교),0.7456
1006685,원주시(봉미교),4,1007615,여주시(원부교),0.8018
1006685,원주시(봉미교),5,1007617,여주시(삼합교),0.8367
1006690,원주시(문막교),1,1006672,원주시(장현교),0.5321
1006690,원주시(문막교),2,1001658,정선군(광하교),0.6357
1006690,원주시(문막교),3,1001630,정선군(나전교),0.6474
1006690,원주시(문막교),4,1002605,평창군(이목정교),0.6646
1006690,원주시(문막교),5,1002680,영월군(두학교),0.6967
1007604,안성시(한평교),1,1007642,이천시(동산교),0.5857
1007604,안성시(한평교),2,1007615,여주시(원부교),0.8591
1007604,안성시(한평교),3,1007605,이천시(장호원교),0.9527
1007604,안성시(한평교),4,1007645,이천시(복하교),0.9824
1007604,안성시(한평교),5,1002693,영월군(농공단지교),1.0148
1007605,이천시(장호원교),1,1007615,여주시(원부교),0.2641
1007605,이천시(장호원교),2,1007617,여주시(삼합교),0.4106
1007605,이천시(장호원교),3,1007645,이천시(복하교),0.5435
1007605,이천시(장호원교),4,1007640,여주시(율극교),0.5828
1007605,이천시(장호원교),5,1003658,제천시(부수동교),0.7356
1007610,음성군(총천교),1,1004695,충주시(국원대교),0.9658
1007610,음성군(총천교),2,1007605,이천시(장호원교),0.9819
1007610,음성군(총천교),3,1007645,이천시(복하교),0.9957
1007610,음성군(총천교),4,1003661,제천시(구곡교),1.05
1007610,음성군(총천교),5,1003658,제천시(부수동교),1.0666
1007615,여주시(원부교),1,1007605,이천시(장호원교),0.2641
1007615,여주시(원부교),2,1007617,여주시(삼합교),0.344
1007615,여주시(원부교),3,1007640,여주시(율극교),0.6547
1007615,여주시(원부교),4,1007645,이천시(복하교),0.7151
1007615,여주시(원부교),5,1003658,제천시(부수동교),0.7653
1007617,여주시(삼합교),1,1007615,여주시(원부교),0.344
1007617,여주시(삼합교),2,1007605,이천시(장호원교),0.4106
1007617,여주시(삼합교),3,1007640,여주시(율극교),0.6415
1007617,여주시(삼합교),4,1003660,제천시(팔송교),0.6593
1007617,여주시(삼합교),5,1003661,제천시(구곡교),0.666
1007620,여주시(강천리),1,1007635,여주시(여주대교),0.4835
1007620,여주시(강천리),2,1007625,여주시(남한강교),0.5115
1007620,여주시(강천리),3,1007664,이포보(하류),0.5374
1007620,여주시(강천리),4,1007641,여주보(하류),0.5582
1007620,여주시(강천리),5,1007634,강천보(하류),0.6043
1007625,여주시(남한강교),1,1007635,여주시(여주대교),0.4822
1007625,여주시(남한강교),2,1007620,여주시(강천리),0.5115
1007625,여주시(남한강교),3,1007664,이포보(하류),0.7186
1007625,여주시(남한강교),4,1007641,여주보(하류),1.001
1007625,여주시(남한강교),5,1006666,원주시(가현교),1.0488
1007633,강천보(상류),1,1007639,여주보(상류),1.3298
1007633,강천보(상류),2,1007634,강천보(하류),1.7755
1007633,강천보(상류),3,1007641,여주보(하류),1.8538
1007633,강천보(상류),4,1007620,여주시(강천리),2.086
1007633,강천보(상류),5,1007625,여주시(남한강교),2.2118
1007634,강천보(하류),1,1007641,여주보(하류),0.2894
1007634,강천보(하류),2,1007620,여주시(강천리),0.6043
1007634,강천보(하류),3,1007635,여주시(여주대교),0.9195
1007634,강천보(하류),4,1007664,이포보(하류),0.9858
1007634,강천보(하류),5,1007625,여주시(남한강교),1.0816
1007635,여주시(여주대교),1,1007625,여주시(남한강교),0.4822
1007635,여주시(여주대교),2,1007620,여주시(강천리),0.4835
1007635,여주시(여주대교),3,1007664,이포보(하류),0.6375
1007635,여주시(여주대교),4,1007641,여주보(하류),0.8746
1007635,여주시(여주대교),5,1007634,강천보(하류),0.9195
1007639,여주보(상류),1,1007633,강천보(상류),1.3298
1007639,여주보(상류),2,1007634,강천보(하류),2.1365
1007639,여주보(상류),3,1007620,여주시(강천리),2.2068
1007639,여주보(상류),4,1007641,여주보(하류),2.2331
1007639,여주보(상류),5,1007635,여주시(여주대교),2.2558
1007640,여주시(율극교),1,1007605,이천시(장호원교),0.5828
1007640,여주시(율극교),2,1007617,여주시(삼합교),0.6415
1007640,여주시(율극교),3,1007650,여주시(흥천대교),0.6458
1007640,여주시(율극교),4,1007615,여주시(원부교),0.6547
1007640,여주시(율극교),5,1003661,제천시(구곡교),0.8356
1007641,여주보(하류),1,1007634,강천보(하류),0.2894
1007641,여주보(하류),2,1007620,여주시(강천리),0.5582
1007641,여주보(하류),3,1007635,여주시(여주대교),0.8746
1007641,여주보(하류),4,1007664,이포보(하류),0.9157
1007641,여주보(하류),5,1007625,여주시(남한강교),1.001
1007642,이천시(동산교),1,1007604,안성시(한평교),0.5857
1007642,이천시(동산교),2,1007662,이포보(상류),1.1326
1007642,이천시(동산교),3,1007615,여주시(원부교),1.2225
1007642,이천시(동산교),4,1003657,제천시(강저3교),1.3462
1007642,이천시(동산교),5,1002693,영월군(농공단지교),1.4017
1007645,이천시(복하교),1,1007605,이천시(장호원교),0.5435
1007645,이천시(복하교),2,1007650,여주시(흥천대교),0.7106
1007645,이천시(복하교),3,1007615,여주시(원부교),0.7151
1007645,이천시(복하교),4,1007617,여주시(삼합교),0.7962
1007645,이천시(복하교),5,1006666,원주시(가현교),0.8336
1007650,여주시(흥천대교),1,1007640,여주시(율극교),0.6458
1007650,여주시(흥천대교),2,1007645,이천시(복하교),0.7106
1007650,여주시(흥천대교),3,1006666,원주시(가현교),0.7402
1007650,여주시(흥천대교),4,1007605,이천시(장호원교),0.8481
1007650,여주시(흥천대교),5,1007615,여주시(원부교),1.006
1007655,여주시(양촌교),1,1002680,영월군(두학교),0.7687
1007655,여주시(양촌교),2,1006690,원주시(문막교),0.811
1007655,여주시(양촌교),3,1006672,원주시(장현교),0.8707
1007655,여주시(양촌교),4,1002605,평창군(이목정교),0.9206
1007655,여주시(양촌교),5,1002675,횡성군(안흥교),0.9744
1007662,이포보(상류),1,1007604,안성시(한평교),1.1174
1007662,이포보(상류),2,1007642,이천시(동산교),1.1326
1007662,이포보(상류),3,1007640,여주시(율극교),1.2862
1007662,이포보(상류),4,1007615,여주시(원부교),1.3157
1007662,이포보(상류),5,1007605,이천시(장호원교),1.4588
1007664,이포보(하류),1,1007620,여주시(강천리),0.5374
1007664,이포보(하류),2,1007635,여주시(여주대교),0.6375
1007664,이포보(하류),3,1007625,여주시(남한강교),0.7186
1007664,이포보(하류),4,1007641,여주보(하류),0.9157
1007664,이포보(하류),5,1007634,강천보(하류),0.9858
1007680,양평군(흑천교),1,1007690,양평군(봉상교),1.0717
1007680,양평군(흑천교),2,1006630,횡성군(오산교),1.0765
1007680,양평군(흑천교),3,1002698,영월군(팔괴교),1.2753
1007680,양평군(흑천교),4,1002687,영월군(신천교),1.4202
1007680,양평군(흑천교),5,1006680,원주시(지정대교),1.4317
1007685,양평군(양평교),1,1007635,여주시(여주대교),0.9896
1007685,양평군(양평교),2,1007664,이포보(하류),1.1724
1007685,양평군(양평교),3,1006666,원주시(가현교),1.3287
1007685,양평군(양평교),4,1007625,여주시(남한강교),1.3943
1007685,양평군(양평교),5,1007620,여주시(강천리),1.5067
1007690,양평군(봉상교),1,1007680,양평군(흑천교),1.0717
1007690,양평군(봉상교),2,1006630,횡성군(오산교),1.2557
1007690,양평군(봉상교),3,1002698,영월군(팔괴교),1.402
1007690,양평군(봉상교),4,1001658,정선군(광하교),1.4022
1007690,양평군(봉상교),5,1001625,정선군(송천교),1.4344
1007697,양평군(신원리),1,1005697,원주시(남한강대교),4.1825
1007697,양평군(신원리),2,1005605,충주시(탄금교),4.4256
1007697,양평군(신원리),3,1007639,여주보(상류),5.4236
1007697,양평군(신원리),4,1005640,충주시(목계교),5.5443
1007697,양평군(신원리),5,1007634,강천보(하류),5.6305
