watershed4,obscd_a,korObs_a,obscd_b,korObs_b,mean_lag_h,std_lag_h,n_events
1007,1007639,여주보(상류),1007655,여주시(양촌교),-18.8,9.96,5
1007,1007685,양평군(양평교),1007690,양평군(봉상교),-18.8,21.08,5
1007,1007639,여주보(상류),1007690,양평군(봉상교),-18.6,7.6,5
1007,1007664,이포보(하류),1007690,양평군(봉상교),-18.6,19.54,5
1007,1007639,여주보(상류),1007680,양평군(흑천교),-18.2,8.14,5
1007,1007664,이포보(하류),1007680,양평군(흑천교),-18.2,20.05,5
1007,1007620,여주시(강천리),1007697,양평군(신원리),-17.8,11.76,5
1007,1007625,여주시(남한강교),1007697,양평군(신원리),-17.8,11.76,5
1007,1007635,여주시(여주대교),1007655,여주시(양촌교),-17.0,22.96,5
1007,1007640,여주시(율극교),1007642,이천시(동산교),-17.0,12.33,5
1007,1007635,여주시(여주대교),1007690,양평군(봉상교),-16.8,19.41,5
1007,1007635,여주시(여주대교),1007680,양평군(흑천교),-16.4,19.92,5
1007,1007604,안성시(한평교),1007606,안성시(두현교),-16.0,0.0,1
1007,1007634,강천보(하류),1007640,여주시(율극교),-16.0,11.94,5
1007,1007640,여주시(율극교),1007650,여주시(흥천대교),-15.6,12.88,5
1007,1007685,양평군(양평교),1007697,양평군(신원리),-15.4,14.52,5
1007,1007639,여주보(상류),1007697,양평군(신원리),-15.2,10.55,5
1007,1007640,여주시(율극교),1007645,이천시(복하교),-15.2,12.05,5
1007,1007662,이포보(상류),1007690,양평군(봉상교),-15.2,22.87,5
1007,1007664,이포보(하류),1007697,양평군(신원리),-15.2,13.54,5
1007,1007604,안성시(한평교),1007608,이천시(고당교),-15.0,0.0,1
1007,1007641,여주보(하류),1007687,양평군(여물교),-15.0,0.0,1
1007,1007662,이포보(상류),1007680,양평군(흑천교),-14.8,23.36,5
1007,1007687,양평군(여물교),1007697,양평군(신원리),-14.0,0.0,1
1007,1007620,여주시(강천리),1007640,여주시(율극교),-13.4,12.64,5
1007,1007625,여주시(남한강교),1007640,여주시(율극교),-13.4,12.64,5
1007,1007635,여주시(여주대교),1007697,양평군(신원리),-13.4,13.22,5
1007,1007634,강천보(하류),1007687,양평군(여물교),-13.0,0.0,1
1007,1007639,여주보(상류),1007687,양평군(여물교),-13.0,0.0,1
1007,1007604,안성시(한평교),1007626,여주시(용은교),-12.0,0.0,1
1007,1007620,여주시(강천리),1007687,양평군(여물교),-12.0,0.0,1
1007,1007625,여주시(남한강교),1007687,양평군(여물교),-12.0,0.0,1
1007,1007662,이포보(상류),1007697,양평군(신원리),-11.8,15.48,5
1007,1007639,여주보(상류),1007640,여주시(율극교),-10.8,14.81,5
1007,1007633,강천보(상류),1007642,이천시(동산교),-10.0,1.73,5
1007,1007604,안성시(한평교),1007605,이천시(장호원교),-9.0,24.35,5
1007,1007635,여주시(여주대교),1007640,여주시(율극교),-9.0,1.41,5
1007,1007637,여주시(당우교),1007687,양평군(여물교),-9.0,0.0,1
1007,1007637,여주시(당우교),1007690,양평군(봉상교),-9.0,0.0,1
1007,1007633,강천보(상류),1007650,여주시(흥천대교),-8.6,1.34,5
1007,1007634,강천보(하류),1007662,이포보(상류),-8.6,14.86,5
1007,1007633,강천보(상류),1007645,이천시(복하교),-8.2,1.79,5
1007,1007637,여주시(당우교),1007680,양평군(흑천교),-8.0,0.0,1
1007,1007640,여주시(율극교),1007655,여주시(양촌교),-8.0,23.62,5
1007,1007641,여주보(하류),1007662,이포보(상류),-8.0,16.22,5
1007,1007640,여주시(율극교),1007690,양평군(봉상교),-7.8,19.97,5
1007,1007640,여주시(율극교),1007680,양평군(흑천교),-7.4,20.46,5
1007,1007634,강천보(하류),1007635,여주시(여주대교),-7.0,10.7,5
1007,1007655,여주시(양촌교),1007687,양평군(여물교),-7.0,0.0,1
1007,1007604,안성시(한평교),1007615,여주시(원부교),-6.4,23.97,5
1007,1007615,여주시(원부교),1007626,여주시(용은교),-6.0,0.0,1
1007,1007620,여주시(강천리),1007662,이포보(상류),-6.0,15.65,5
1007,1007625,여주시(남한강교),1007662,이포보(상류),-6.0,15.65,5
1007,1007610,음성군(총천교),1007615,여주시(원부교),-5.6,24.88,5
1007,1007634,강천보(하류),1007639,여주보(상류),-5.2,5.22,5
1007,1007634,강천보(하류),1007664,이포보(하류),-5.2,10.55,5
1007,1007604,안성시(한평교),1007617,여주시(삼합교),-5.0,24.38,5
1007,1007634,강천보(하류),1007685,양평군(양평교),-5.0,12.33,5
1007,1007641,여주보(하류),1007664,이포보(하류),-4.6,11.97,5
1007,1007620,여주시(강천리),1007635,여주시(여주대교),-4.4,11.52,5
1007,1007625,여주시(남한강교),1007635,여주시(여주대교),-4.4,11.52,5
1007,1007640,여주시(율극교),1007697,양평군(신원리),-4.4,13.15,5
1007,1007641,여주보(하류),1007685,양평군(양평교),-4.4,13.76,5
1007,1007610,음성군(총천교),1007617,여주시(삼합교),-4.2,27.36,5
1007,1007634,강천보(하류),1007637,여주시(당우교),-4.0,0.0,1
1007,1007604,안성시(한평교),1007642,이천시(동산교),-3.6,5.81,5
1007,1007639,여주보(상류),1007662,이포보(상류),-3.4,17.85,5
1007,1007605,이천시(장호원교),1007606,안성시(두현교),-3.0,0.0,1
1007,1007617,여주시(삼합교),1007626,여주시(용은교),-3.0,0.0,1
1007,1007620,여주시(강천리),1007637,여주시(당우교),-3.0,0.0,1
1007,1007625,여주시(남한강교),1007637,여주시(당우교),-3.0,0.0,1
1007,1007610,음성군(총천교),1007642,이천시(동산교),-2.8,38.2,5
1007,1007620,여주시(강천리),1007639,여주보(상류),-2.6,3.29,5
1007,1007620,여주시(강천리),1007664,이포보(하류),-2.6,11.44,5
1007,1007625,여주시(남한강교),1007639,여주보(상류),-2.6,3.29,5
1007,1007625,여주시(남한강교),1007664,이포보(하류),-2.6,11.44,5
1007,1007620,여주시(강천리),1007685,양평군(양평교),-2.4,13.22,5
1007,1007625,여주시(남한강교),1007685,양평군(양평교),-2.4,13.22,5
1007,1007604,안성시(한평교),1007650,여주시(흥천대교),-2.2,5.5,5
1007,1007605,이천시(장호원교),1007608,이천시(고당교),-2.0,0.0,1
1007,1007626,여주시(용은교),1007642,이천시(동산교),-2.0,0.0,1
1007,1007637,여주시(당우교),1007655,여주시(양촌교),-2.0,0.0,1
1007,1007604,안성시(한평교),1007645,이천시(복하교),-1.8,5.72,5
1007,1007635,여주시(여주대교),1007662,이포보(상류),-1.6,4.16,5
1007,1007610,음성군(총천교),1007650,여주시(흥천대교),-1.4,37.85,5
1007,1007610,음성군(총천교),1007645,이천시(복하교),-1.0,38.2,5
1007,1007633,강천보(상류),1007655,여주시(양촌교),-1.0,12.92,5
1007,1007680,양평군(흑천교),1007687,양평군(여물교),-1.0,0.0,1
1007,1007604,안성시(한평교),1007610,음성군(총천교),-0.8,33.68,5
1007,1007633,강천보(상류),1007690,양평군(봉상교),-0.8,8.93,5
1007,1007634,강천보(하류),1007641,여주보(하류),-0.6,1.95,5
1007,1007633,강천보(상류),1007680,양평군(흑천교),-0.4,9.21,5
1007,1007645,이천시(복하교),1007650,여주시(흥천대교),-0.4,0.89,5
1007,1007680,양평군(흑천교),1007690,양평군(봉상교),-0.4,0.55,5
1007,1007620,여주시(강천리),1007625,여주시(남한강교),0.0,0.0,5
1007,1007626,여주시(용은교),1007645,이천시(복하교),0.0,0.0,1
1007,1007626,여주시(용은교),1007650,여주시(흥천대교),0.0,0.0,1
1007,1007639,여주보(상류),1007664,이포보(하류),0.0,13.86,5
1007,1007687,양평군(여물교),1007690,양평군(봉상교),0.0,0.0,1
1007,1007639,여주보(상류),1007685,양평군(양평교),0.2,15.59,5
1007,1007655,여주시(양촌교),1007690,양평군(봉상교),0.2,4.02,5
1007,1007664,이포보(하류),1007685,양평군(양평교),0.2,1.79,5
1007,1007655,여주시(양촌교),1007680,양평군(흑천교),0.6,3.71,5
1007,1007605,이천시(장호원교),1007626,여주시(용은교),1.0,0.0,1
1007,1007606,안성시(두현교),1007608,이천시(고당교),1.0,0.0,1
1007,1007608,이천시(고당교),1007642,이천시(동산교),1.0,0.0,1
1007,1007615,여주시(원부교),1007617,여주시(삼합교),1.4,2.51,5
1007,1007617,여주시(삼합교),1007642,이천시(동산교),1.4,24.54,5
1007,1007642,이천시(동산교),1007650,여주시(흥천대교),1.4,0.55,5
1007,1007635,여주시(여주대교),1007639,여주보(상류),1.8,13.86,5
1007,1007635,여주시(여주대교),1007664,이포보(하류),1.8,0.45,5
1007,1007642,이천시(동산교),1007645,이천시(복하교),1.8,0.45,5
1007,1007606,안성시(두현교),1007642,이천시(동산교),2.0,0.0,1
1007,1007620,여주시(강천리),1007641,여주보(하류),2.0,0.71,5
1007,1007625,여주시(남한강교),1007641,여주보(하류),2.0,0.71,5
1007,1007626,여주시(용은교),1007640,여주시(율극교),2.0,0.0,1
1007,1007635,여주시(여주대교),1007685,양평군(양평교),2.0,1.73,5
1007,1007605,이천시(장호원교),1007615,여주시(원부교),2.6,2.61,5
1007,1007620,여주시(강천리),1007634,강천보(하류),2.6,1.95,5
1007,1007625,여주시(남한강교),1007634,강천보(하류),2.6,1.95,5
1007,1007633,강천보(상류),1007697,양평군(신원리),2.6,0.89,5
1007,1007615,여주시(원부교),1007642,이천시(동산교),2.8,24.72,5
1007,1007617,여주시(삼합교),1007650,여주시(흥천대교),2.8,24.38,5
1007,1007608,이천시(고당교),1007626,여주시(용은교),3.0,0.0,1
1007,1007608,이천시(고당교),1007645,이천시(복하교),3.0,0.0,1
1007,1007608,이천시(고당교),1007650,여주시(흥천대교),3.0,0.0,1
1007,1007680,양평군(흑천교),1007697,양평군(신원리),3.0,10.1,5
1007,1007617,여주시(삼합교),1007645,이천시(복하교),3.2,24.65,5
1007,1007662,이포보(상류),1007664,이포보(하류),3.4,4.34,5
1007,1007690,양평군(봉상교),1007697,양평군(신원리),3.4,9.81,5
1007,1007655,여주시(양촌교),1007697,양평군(신원리),3.6,13.81,5
1007,1007662,이포보(상류),1007685,양평군(양평교),3.6,2.61,5
1007,1007605,이천시(장호원교),1007617,여주시(삼합교),4.0,1.22,5
1007,1007606,안성시(두현교),1007626,여주시(용은교),4.0,0.0,1
1007,1007606,안성시(두현교),1007645,이천시(복하교),4.0,0.0,1
1007,1007606,안성시(두현교),1007650,여주시(흥천대교),4.0,0.0,1
1007,1007626,여주시(용은교),1007662,이포보(상류),4.0,0.0,1
1007,1007637,여주시(당우교),1007639,여주보(상류),4.0,0.0,1
1007,1007615,여주시(원부교),1007650,여주시(흥천대교),4.2,24.52,5
1007,1007615,여주시(원부교),1007645,이천시(복하교),4.6,24.83,5
1007,1007639,여주보(상류),1007641,여주보(하류),4.6,3.36,5
1007,1007608,이천시(고당교),1007640,여주시(율극교),5.0,0.0,1
1007,1007604,안성시(한평교),1007655,여주시(양촌교),5.4,8.76,5
1007,1007605,이천시(장호원교),1007642,이천시(동산교),5.4,24.51,5
1007,1007604,안성시(한평교),1007690,양평군(봉상교),5.6,4.77,5
1007,1007604,안성시(한평교),1007680,양평군(흑천교),6.0,5.05,5
1007,1007606,안성시(두현교),1007640,여주시(율극교),6.0,0.0,1
1007,1007608,이천시(고당교),1007617,여주시(삼합교),6.0,0.0,1
1007,1007637,여주시(당우교),1007641,여주보(하류),6.0,0.0,1
1007,1007610,음성군(총천교),1007655,여주시(양촌교),6.2,28.06,5
1007,1007604,안성시(한평교),1007633,강천보(상류),6.4,4.16,5
1007,1007610,음성군(총천교),1007690,양평군(봉상교),6.4,30.57,5
1007,1007635,여주시(여주대교),1007641,여주보(하류),6.4,12.07,5
1007,1007605,이천시(장호원교),1007650,여주시(흥천대교),6.8,24.32,5
1007,1007610,음성군(총천교),1007680,양평군(흑천교),6.8,30.24,5
1007,1007606,안성시(두현교),1007617,여주시(삼합교),7.0,0.0,1
1007,1007608,이천시(고당교),1007662,이포보(상류),7.0,0.0,1
1007,1007633,강천보(상류),1007640,여주시(율극교),7.0,13.71,5
1007,1007605,이천시(장호원교),1007645,이천시(복하교),7.2,24.64,5
1007,1007610,음성군(총천교),1007633,강천보(상류),7.2,36.77,5
1007,1007645,이천시(복하교),1007655,여주시(양촌교),7.2,14.43,5
1007,1007640,여주시(율극교),1007662,이포보(상류),7.4,3.05,5
1007,1007645,이천시(복하교),1007690,양평군(봉상교),7.4,10.41,5
1007,1007650,여주시(흥천대교),1007655,여주시(양촌교),7.6,14.26,5
1007,1007645,이천시(복하교),1007680,양평군(흑천교),7.8,10.73,5
1007,1007650,여주시(흥천대교),1007690,양평군(봉상교),7.8,10.26,5
1007,1007606,안성시(두현교),1007662,이포보(상류),8.0,0.0,1
1007,1007605,이천시(장호원교),1007610,음성군(총천교),8.2,27.33,5
1007,1007650,여주시(흥천대교),1007680,양평군(흑천교),8.2,10.55,5
1007,1007604,안성시(한평교),1007697,양평군(신원리),9.0,5.05,5
1007,1007608,이천시(고당교),1007615,여주시(원부교),9.0,0.0,1
1007,1007642,이천시(동산교),1007655,여주시(양촌교),9.0,14.56,5
1007,1007642,이천시(동산교),1007690,양평군(봉상교),9.2,10.55,5
1007,1007642,이천시(동산교),1007680,양평군(흑천교),9.6,10.85,5
1007,1007610,음성군(총천교),1007697,양평군(신원리),9.8,37.49,5
1007,1007606,안성시(두현교),1007615,여주시(원부교),10.0,0.0,1
1007,1007617,여주시(삼합교),1007655,여주시(양촌교),10.4,26.88,5
1007,1007617,여주시(삼합교),1007690,양평군(봉상교),10.6,25.5,5
1007,1007640,여주시(율극교),1007664,이포보(하류),10.8,1.79,5
1007,1007645,이천시(복하교),1007697,양평군(신원리),10.8,1.1,5
1007,1007617,여주시(삼합교),1007680,양평군(흑천교),11.0,25.47,5
1007,1007626,여주시(용은교),1007633,강천보(상류),11.0,0.0,1
1007,1007640,여주시(율극교),1007685,양평군(양평교),11.0,1.41,5
1007,1007664,이포보(하류),1007687,양평군(여물교),11.0,0.0,1
1007,1007650,여주시(흥천대교),1007697,양평군(신원리),11.2,0.45,5
1007,1007617,여주시(삼합교),1007633,강천보(상류),11.4,24.23,5
1007,1007615,여주시(원부교),1007655,여주시(양촌교),11.8,25.69,5
1007,1007615,여주시(원부교),1007690,양평군(봉상교),12.0,24.66,5
1007,1007626,여주시(용은교),1007685,양평군(양평교),12.0,0.0,1
1007,1007626,여주시(용은교),1007697,양평군(신원리),12.0,0.0,1
1007,1007615,여주시(원부교),1007680,양평군(흑천교),12.4,24.58,5
1007,1007642,이천시(동산교),1007697,양평군(신원리),12.6,0.89,5
1007,1007615,여주시(원부교),1007633,강천보(상류),12.8,24.24,5
1007,1007626,여주시(용은교),1007635,여주시(여주대교),13.0,0.0,1
1007,1007635,여주시(여주대교),1007687,양평군(여물교),13.0,0.0,1
1007,1007604,안성시(한평교),1007640,여주시(율극교),13.4,16.44,5
1007,1007604,안성시(한평교),1007687,양평군(여물교),14.0,0.0,1
1007,1007608,이천시(고당교),1007633,강천보(상류),14.0,0.0,1
1007,1007617,여주시(삼합교),1007697,양평군(신원리),14.0,24.32,5
1007,1007685,양평군(양평교),1007687,양평군(여물교),14.0,0.0,1
1007,1007610,음성군(총천교),1007640,여주시(율극교),14.2,47.0,5
1007,1007605,이천시(장호원교),1007655,여주시(양촌교),14.4,26.88,5
1007,1007633,강천보(상류),1007662,이포보(상류),14.4,16.13,5
1007,1007605,이천시(장호원교),1007690,양평군(봉상교),14.6,25.51,5
1007,1007605,이천시(장호원교),1007680,양평군(흑천교),15.0,25.46,5
1007,1007606,안성시(두현교),1007633,강천보(상류),15.0,0.0,1
1007,1007608,이천시(고당교),1007685,양평군(양평교),15.0,0.0,1
1007,1007608,이천시(고당교),1007697,양평군(신원리),15.0,0.0,1
1007,1007626,여주시(용은교),1007664,이포보(하류),15.0,0.0,1
1007,1007633,강천보(상류),1007687,양평군(여물교),15.0,0.0,1
1007,1007605,이천시(장호원교),1007633,강천보(상류),15.4,24.18,5
1007,1007615,여주시(원부교),1007697,양평군(신원리),15.4,24.42,5
1007,1007640,여주시(율극교),1007641,여주보(하류),15.4,13.22,5
1007,1007655,여주시(양촌교),1007662,이포보(상류),15.4,26.59,5
1007,1007606,안성시(두현교),1007685,양평군(양평교),16.0,0.0,1
1007,1007606,안성시(두현교),1007697,양평군(신원리),16.0,0.0,1
1007,1007608,이천시(고당교),1007635,여주시(여주대교),16.0,0.0,1
1007,1007633,강천보(상류),1007635,여주시(여주대교),16.0,13.71,5
1007,1007606,안성시(두현교),1007635,여주시(여주대교),17.0,0.0,1
1007,1007633,강천보(상류),1007639,여주보(상류),17.8,10.01,5
1007,1007633,강천보(상류),1007664,이포보(하류),17.8,14.01,5
1007,1007605,이천시(장호원교),1007697,양평군(신원리),18.0,24.27,5
1007,1007608,이천시(고당교),1007664,이포보(하류),18.0,0.0,1
1007,1007633,강천보(상류),1007685,양평군(양평교),18.0,15.07,5
1007,1007617,여주시(삼합교),1007640,여주시(율극교),18.4,30.73,5
1007,1007680,양평군(흑천교),1007685,양평군(양평교),18.4,21.58,5
1007,1007655,여주시(양촌교),1007664,이포보(하류),18.8,23.05,5
1007,1007606,안성시(두현교),1007664,이포보(하류),19.0,0.0,1
1007,1007655,여주시(양촌교),1007685,양평군(양평교),19.0,24.66,5
1007,1007615,여주시(원부교),1007640,여주시(율극교),19.8,31.54,5
1007,1007615,여주시(원부교),1007687,양평군(여물교),20.0,0.0,1
1007,1007604,안성시(한평교),1007662,이포보(상류),20.8,19.16,5
1007,1007610,음성군(총천교),1007662,이포보(상류),21.6,49.64,5
1007,1007635,여주시(여주대교),1007637,여주시(당우교),22.0,0.0,1
1007,1007662,이포보(상류),1007687,양평군(여물교),22.0,0.0,1
1007,1007604,안성시(한평교),1007635,여주시(여주대교),22.4,16.13,5
1007,1007605,이천시(장호원교),1007640,여주시(율극교),22.4,31.08,5
1007,1007633,강천보(상류),1007641,여주보(하류),22.4,12.03,5
1007,1007645,이천시(복하교),1007662,이포보(상류),22.6,14.4,5
1007,1007604,안성시(한평교),1007637,여주시(당우교),23.0,0.0,1
1007,1007617,여주시(삼합교),1007687,양평군(여물교),23.0,0.0,1
1007,1007633,강천보(상류),1007634,강천보(하류),23.0,12.86,5
1007,1007650,여주시(흥천대교),1007662,이포보(상류),23.0,15.17,5
1007,1007610,음성군(총천교),1007635,여주시(여주대교),23.2,46.43,5
1007,1007633,강천보(상류),1007637,여주시(당우교),24.0,0.0,1
1007,1007640,여주시(율극교),1007687,양평군(여물교),24.0,0.0,1
1007,1007604,안성시(한평교),1007639,여주보(상류),24.2,7.95,5
1007,1007604,안성시(한평교),1007664,이포보(하류),24.2,16.35,5
1007,1007604,안성시(한평교),1007685,양평군(양평교),24.4,17.69,5
1007,1007642,이천시(동산교),1007662,이포보(상류),24.4,14.62,5
1007,1007610,음성군(총천교),1007639,여주보(상류),25.0,35.16,5
1007,1007610,음성군(총천교),1007664,이포보(하류),25.0,46.52,5
1007,1007610,음성군(총천교),1007685,양평군(양평교),25.2,47.95,5
1007,1007617,여주시(삼합교),1007662,이포보(상류),25.8,32.15,5
1007,1007626,여주시(용은교),1007687,양평군(여물교),26.0,0.0,1
1007,1007626,여주시(용은교),1007690,양평군(봉상교),26.0,0.0,1
1007,1007645,이천시(복하교),1007664,이포보(하류),26.0,12.45,5
1007,1007645,이천시(복하교),1007687,양평군(여물교),26.0,0.0,1
1007,1007650,여주시(흥천대교),1007687,양평군(여물교),26.0,0.0,1
1007,1007645,이천시(복하교),1007685,양평군(양평교),26.2,13.42,5
1007,1007650,여주시(흥천대교),1007664,이포보(하류),26.4,13.32,5
1007,1007650,여주시(흥천대교),1007685,양평군(양평교),26.6,14.26,5
1007,1007604,안성시(한평교),1007620,여주시(강천리),26.8,10.4,5
1007,1007604,안성시(한평교),1007625,여주시(남한강교),26.8,10.4,5
1007,1007605,이천시(장호원교),1007687,양평군(여물교),27.0,0.0,1
1007,1007626,여주시(용은교),1007680,양평군(흑천교),27.0,0.0,1
1007,1007615,여주시(원부교),1007662,이포보(상류),27.2,33.15,5
1007,1007617,여주시(삼합교),1007635,여주시(여주대교),27.4,30.84,5
1007,1007610,음성군(총천교),1007620,여주시(강천리),27.6,37.69,5
1007,1007610,음성군(총천교),1007625,여주시(남한강교),27.6,37.69,5
1007,1007642,이천시(동산교),1007664,이포보(하류),27.8,12.77,5
1007,1007642,이천시(동산교),1007685,양평군(양평교),28.0,13.71,5
1007,1007642,이천시(동산교),1007687,양평군(여물교),28.0,0.0,1
1007,1007604,안성시(한평교),1007641,여주보(하류),28.8,10.83,5
1007,1007615,여주시(원부교),1007635,여주시(여주대교),28.8,31.57,5
1007,1007608,이천시(고당교),1007687,양평군(여물교),29.0,0.0,1
1007,1007608,이천시(고당교),1007690,양평군(봉상교),29.0,0.0,1
1007,1007615,여주시(원부교),1007637,여주시(당우교),29.0,0.0,1
1007,1007617,여주시(삼합교),1007639,여주보(상류),29.2,27.8,5
1007,1007617,여주시(삼합교),1007664,이포보(하류),29.2,31.06,5
1007,1007604,안성시(한평교),1007634,강천보(하류),29.4,12.2,5
1007,1007617,여주시(삼합교),1007685,양평군(양평교),29.4,31.66,5
1007,1007610,음성군(총천교),1007641,여주보(하류),29.6,37.53,5
1007,1007605,이천시(장호원교),1007662,이포보(상류),29.8,32.5,5
1007,1007606,안성시(두현교),1007687,양평군(여물교),30.0,0.0,1
1007,1007606,안성시(두현교),1007690,양평군(봉상교),30.0,0.0,1
1007,1007608,이천시(고당교),1007680,양평군(흑천교),30.0,0.0,1
1007,1007610,음성군(총천교),1007634,강천보(하류),30.2,39.14,5
1007,1007615,여주시(원부교),1007639,여주보(상류),30.6,27.38,5
1007,1007615,여주시(원부교),1007664,이포보(하류),30.6,31.78,5
1007,1007615,여주시(원부교),1007685,양평군(양평교),30.8,32.5,5
1007,1007606,안성시(두현교),1007680,양평군(흑천교),31.0,0.0,1
1007,1007605,이천시(장호원교),1007635,여주시(여주대교),31.4,31.22,5
1007,1007617,여주시(삼합교),1007620,여주시(강천리),31.8,29.06,5
1007,1007617,여주시(삼합교),1007625,여주시(남한강교),31.8,29.06,5
1007,1007617,여주시(삼합교),1007637,여주시(당우교),32.0,0.0,1
1007,1007626,여주시(용은교),1007655,여주시(양촌교),33.0,0.0,1
1007,1007605,이천시(장호원교),1007639,여주보(상류),33.2,28.09,5
1007,1007605,이천시(장호원교),1007664,이포보(하류),33.2,31.45,5
1007,1007615,여주시(원부교),1007620,여주시(강천리),33.2,28.87,5
1007,1007615,여주시(원부교),1007625,여주시(남한강교),33.2,28.87,5
1007,1007605,이천시(장호원교),1007685,양평군(양평교),33.4,32.04,5
1007,1007617,여주시(삼합교),1007641,여주보(하류),33.8,29.36,5
1007,1007617,여주시(삼합교),1007634,강천보(하류),34.4,30.09,5
1007,1007626,여주시(용은교),1007637,여주시(당우교),35.0,0.0,1
1007,1007615,여주시(원부교),1007641,여주보(하류),35.2,29.12,5
1007,1007605,이천시(장호원교),1007620,여주시(강천리),35.8,29.45,5
1007,1007605,이천시(장호원교),1007625,여주시(남한강교),35.8,29.45,5
1007,1007615,여주시(원부교),1007634,강천보(하류),35.8,29.99,5
1007,1007605,이천시(장호원교),1007637,여주시(당우교),36.0,0.0,1
1007,1007608,이천시(고당교),1007655,여주시(양촌교),36.0,0.0,1
1007,1007606,안성시(두현교),1007655,여주시(양촌교),37.0,0.0,1
1007,1007605,이천시(장호원교),1007641,여주보(하류),37.8,29.76,5
1007,1007608,이천시(고당교),1007637,여주시(당우교),38.0,0.0,1
1007,1007605,이천시(장호원교),1007634,강천보(하류),38.4,30.53,5
1007,1007606,안성시(두현교),1007637,여주시(당우교),39.0,0.0,1
1007,1007626,여주시(용은교),1007634,강천보(하류),39.0,0.0,1
1007,1007626,여주시(용은교),1007639,여주보(상류),39.0,0.0,1
1007,1007608,이천시(고당교),1007620,여주시(강천리),41.0,0.0,1
1007,1007608,이천시(고당교),1007625,여주시(남한강교),41.0,0.0,1
1007,1007626,여주시(용은교),1007641,여주보(하류),41.0,0.0,1
1007,1007606,안성시(두현교),1007620,여주시(강천리),42.0,0.0,1
1007,1007606,안성시(두현교),1007625,여주시(남한강교),42.0,0.0,1
1007,1007608,이천시(고당교),1007634,강천보(하류),42.0,0.0,1
1007,1007608,이천시(고당교),1007639,여주보(상류),42.0,0.0,1
1007,1007606,안성시(두현교),1007634,강천보(하류),43.0,0.0,1
1007,1007606,안성시(두현교),1007639,여주보(상류),43.0,0.0,1
1007,1007608,이천시(고당교),1007641,여주보(하류),44.0,0.0,1
1007,1007606,안성시(두현교),1007641,여주보(하류),45.0,0.0,1
1007,1007608,이천시(고당교),1007610,음성군(총천교),59.0,0.0,1
1007,1007606,안성시(두현교),1007610,음성군(총천교),60.0,0.0,1
