watershed4,obscd_a,korObs_a,obscd_b,korObs_b,mean_lag_h,std_lag_h,n_events
1001,1001690,영월군(영월대교),1001695,영월군(신촌교),-60.0,0.0,1
1001,1001670,영월군(거운교),1001695,영월군(신촌교),-59.0,0.0,1
1001,1001622,정선군(혈천교),1001695,영월군(신촌교),-54.0,0.0,1
1001,1001622,정선군(혈천교),1001650,정선군(삼거리교),-47.0,0.0,1
1001,1001623,정선군(오장2교),1001645,정선군(와평교),-47.0,0.0,1
1001,1001625,정선군(송천교),1001695,영월군(신촌교),-47.0,0.0,1
1001,1001623,정선군(오장2교),1001649,정선군(애산교),-46.0,0.0,1
1001,1001623,정선군(오장2교),1001695,영월군(신촌교),-46.0,0.0,1
1001,1001658,정선군(광하교),1001695,영월군(신촌교),-45.0,0.0,1
1001,1001622,정선군(혈천교),1001665,평창군(마하교),-44.0,0.0,1
1001,1001655,정선군(정선제1교),1001695,영월군(신촌교),-41.0,0.0,1
1001,1001625,정선군(송천교),1001650,정선군(삼거리교),-40.0,0.0,1
1001,1001623,정선군(오장2교),1001650,정선군(삼거리교),-39.0,0.0,1
1001,1001625,정선군(송천교),1001665,평창군(마하교),-37.0,0.0,1
1001,1001623,정선군(오장2교),1001665,평창군(마하교),-36.0,0.0,1
1001,1001658,정선군(광하교),1001665,평창군(마하교),-35.0,0.0,1
1001,1001630,정선군(나전교),1001695,영월군(신촌교),-34.0,0.0,1
1001,1001655,정선군(정선제1교),1001665,평창군(마하교),-31.0,0.0,1
1001,1001623,정선군(오장2교),1001660,정선군(낙동교),-29.0,0.0,1
1001,1001641,정선군(각희교),1001645,정선군(와평교),-28.0,0.0,1
1001,1001622,정선군(혈천교),1001641,정선군(각희교),-27.0,0.0,1
1001,1001630,정선군(나전교),1001650,정선군(삼거리교),-27.0,0.0,1
1001,1001641,정선군(각희교),1001649,정선군(애산교),-27.0,0.0,1
1001,1001641,정선군(각희교),1001695,영월군(신촌교),-27.0,0.0,1
1001,1001602,평창군(송정교),1001695,영월군(신촌교),-25.0,0.0,1
1001,1001626,정선군(제1여량교),1001695,영월군(신촌교),-24.0,0.0,1
1001,1001630,정선군(나전교),1001665,평창군(마하교),-24.0,0.0,1
1001,1001625,정선군(송천교),1001626,정선군(제1여량교),-23.8,26.84,5
1001,1001623,정선군(오장2교),1001629,정선군(남평대교),-23.0,0.0,1
1001,1001629,정선군(남평대교),1001695,영월군(신촌교),-23.0,0.0,1
1001,1001623,정선군(오장2교),1001626,정선군(제1여량교),-22.0,0.0,1
1001,1001625,정선군(송천교),1001641,정선군(각희교),-20.0,0.0,1
1001,1001641,정선군(각희교),1001650,정선군(삼거리교),-20.0,0.0,1
1001,1001620,정선군(송계교),1001695,영월군(신촌교),-19.0,0.0,1
1001,1001623,정선군(오장2교),1001641,정선군(각희교),-19.0,0.0,1
1001,1001602,평창군(송정교),1001650,정선군(삼거리교),-18.0,0.0,1
1001,1001622,정선군(혈천교),1001626,정선군(제1여량교),-17.2,22.31,5
1001,1001626,정선군(제1여량교),1001650,정선군(삼거리교),-17.0,0.0,1
1001,1001641,정선군(각희교),1001665,평창군(마하교),-17.0,0.0,1
1001,1001660,정선군(낙동교),1001695,영월군(신촌교),-17.0,0.0,1
1001,1001629,정선군(남평대교),1001650,정선군(삼거리교),-16.0,0.0,1
1001,1001602,평창군(송정교),1001626,정선군(제1여량교),-15.4,28.01,5
1001,1001602,평창군(송정교),1001665,평창군(마하교),-15.0,0.0,1
1001,1001620,정선군(송계교),1001626,정선군(제1여량교),-15.0,29.07,5
1001,1001626,정선군(제1여량교),1001665,평창군(마하교),-14.0,0.0,1
1001,1001629,정선군(남평대교),1001665,평창군(마하교),-13.0,0.0,1
1001,1001620,정선군(송계교),1001650,정선군(삼거리교),-12.0,0.0,1
1001,1001623,정선군(오장2교),1001630,정선군(나전교),-12.0,0.0,1
1001,1001645,정선군(와평교),1001655,정선군(정선제1교),-11.0,32.53,5
1001,1001649,정선군(애산교),1001655,정선군(정선제1교),-11.0,32.2,5
1001,1001641,정선군(각희교),1001660,정선군(낙동교),-10.0,0.0,1
1001,1001665,평창군(마하교),1001695,영월군(신촌교),-10.0,0.0,1
1001,1001645,정선군(와평교),1001658,정선군(광하교),-9.2,33.83,5
1001,1001649,정선군(애산교),1001658,정선군(광하교),-9.2,33.5,5
1001,1001620,정선군(송계교),1001665,평창군(마하교),-9.0,0.0,1
1001,1001622,정선군(혈천교),1001623,정선군(오장2교),-8.0,0.0,1
1001,1001630,정선군(나전교),1001641,정선군(각희교),-7.0,0.0,1
1001,1001650,정선군(삼거리교),1001695,영월군(신촌교),-7.0,0.0,1
1001,1001660,정선군(낙동교),1001665,평창군(마하교),-7.0,0.0,1
1001,1001629,정선군(남평대교),1001630,정선군(나전교),-5.6,9.29,5
1001,1001623,정선군(오장2교),1001655,정선군(정선제1교),-5.0,0.0,1
1001,1001625,정선군(송천교),1001630,정선군(나전교),-4.2,4.92,5
1001,1001670,영월군(거운교),1001690,영월군(영월대교),-2.0,2.74,5
1001,1001645,정선군(와평교),1001660,정선군(낙동교),-1.4,10.92,5
1001,1001649,정선군(애산교),1001660,정선군(낙동교),-1.4,10.43,5
1001,1001623,정선군(오장2교),1001658,정선군(광하교),-1.0,0.0,1
1001,1001629,정선군(남평대교),1001655,정선군(정선제1교),-0.8,10.55,5
1001,1001602,평창군(송정교),1001620,정선군(송계교),-0.4,3.13,5
1001,1001645,정선군(와평교),1001649,정선군(애산교),0.0,0.71,5
1001,1001649,정선군(애산교),1001695,영월군(신촌교),0.0,0.0,1
1001,1001625,정선군(송천교),1001655,정선군(정선제1교),0.6,3.71,5
1001,1001623,정선군(오장2교),1001625,정선군(송천교),1.0,0.0,1
1001,1001629,정선군(남평대교),1001658,정선군(광하교),1.0,11.81,5
1001,1001645,정선군(와평교),1001695,영월군(신촌교),1.0,0.0,1
1001,1001625,정선군(송천교),1001629,정선군(남평대교),1.4,14.21,5
1001,1001602,평창군(송정교),1001622,정선군(혈천교),1.8,37.22,5
1001,1001655,정선군(정선제1교),1001658,정선군(광하교),1.8,1.3,5
1001,1001602,평창군(송정교),1001641,정선군(각희교),2.0,0.0,1
1001,1001620,정선군(송계교),1001622,정선군(혈천교),2.2,38.61,5
1001,1001622,정선군(혈천교),1001630,정선군(나전교),2.4,36.21,5
1001,1001625,정선군(송천교),1001658,정선군(광하교),2.4,2.61,5
1001,1001626,정선군(제1여량교),1001641,정선군(각희교),3.0,0.0,1
1001,1001650,정선군(삼거리교),1001665,평창군(마하교),3.0,0.0,1
1001,1001629,정선군(남평대교),1001641,정선군(각희교),4.0,0.0,1
1001,1001602,평창군(송정교),1001630,정선군(나전교),4.2,2.68,5
1001,1001620,정선군(송계교),1001630,정선군(나전교),4.6,5.81,5
1001,1001630,정선군(나전교),1001655,정선군(정선제1교),4.8,1.3,5
1001,1001622,정선군(혈천교),1001625,정선군(송천교),6.6,34.82,5
1001,1001630,정선군(나전교),1001658,정선군(광하교),6.6,2.61,5
1001,1001649,정선군(애산교),1001650,정선군(삼거리교),7.0,0.0,1
1001,1001622,정선군(혈천교),1001655,정선군(정선제1교),7.2,35.69,5
1001,1001645,정선군(와평교),1001690,영월군(영월대교),7.4,30.41,5
1001,1001649,정선군(애산교),1001690,영월군(영월대교),7.4,29.94,5
1001,1001658,정선군(광하교),1001660,정선군(낙동교),7.8,23.63,5
1001,1001620,정선군(송계교),1001641,정선군(각희교),8.0,0.0,1
1001,1001622,정선군(혈천교),1001629,정선군(남평대교),8.0,40.48,5
1001,1001645,정선군(와평교),1001650,정선군(삼거리교),8.0,0.0,1
1001,1001602,평창군(송정교),1001625,정선군(송천교),8.4,7.6,5
1001,1001620,정선군(송계교),1001625,정선군(송천교),8.8,10.73,5
1001,1001629,정선군(남평대교),1001660,정선군(낙동교),8.8,13.97,5
1001,1001660,정선군(낙동교),1001690,영월군(영월대교),8.8,19.51,5
1001,1001602,평창군(송정교),1001655,정선군(정선제1교),9.0,3.94,5
1001,1001622,정선군(혈천교),1001658,정선군(광하교),9.0,35.21,5
1001,1001620,정선군(송계교),1001655,정선군(정선제1교),9.4,7.06,5
1001,1001645,정선군(와평교),1001670,영월군(거운교),9.4,28.45,5
1001,1001649,정선군(애산교),1001670,영월군(거운교),9.4,27.94,5
1001,1001655,정선군(정선제1교),1001660,정선군(낙동교),9.6,22.36,5
1001,1001602,평창군(송정교),1001629,정선군(남평대교),9.8,6.61,5
1001,1001649,정선군(애산교),1001665,평창군(마하교),10.0,0.0,1
1001,1001650,정선군(삼거리교),1001660,정선군(낙동교),10.0,0.0,1
1001,1001620,정선군(송계교),1001629,정선군(남평대교),10.2,3.49,5
1001,1001625,정선군(송천교),1001660,정선군(낙동교),10.2,25.33,5
1001,1001629,정선군(남평대교),1001645,정선군(와평교),10.2,22.87,5
1001,1001629,정선군(남평대교),1001649,정선군(애산교),10.2,22.65,5
1001,1001602,평창군(송정교),1001658,정선군(광하교),10.8,5.22,5
1001,1001660,정선군(낙동교),1001670,영월군(거운교),10.8,17.53,5
1001,1001645,정선군(와평교),1001665,평창군(마하교),11.0,0.0,1
1001,1001620,정선군(송계교),1001658,정선군(광하교),11.2,8.32,5
1001,1001625,정선군(송천교),1001645,정선군(와평교),11.6,35.76,5
1001,1001625,정선군(송천교),1001649,정선군(애산교),11.6,35.4,5
1001,1001623,정선군(오장2교),1001670,영월군(거운교),13.0,0.0,1
1001,1001623,정선군(오장2교),1001690,영월군(영월대교),14.0,0.0,1
1001,1001641,정선군(각희교),1001655,정선군(정선제1교),14.0,0.0,1
1001,1001630,정선군(나전교),1001660,정선군(낙동교),14.4,21.09,5
1001,1001630,정선군(나전교),1001645,정선군(와평교),15.8,31.23,5
1001,1001630,정선군(나전교),1001649,정선군(애산교),15.8,30.91,5
1001,1001658,정선군(광하교),1001690,영월군(영월대교),16.6,8.71,5
1001,1001622,정선군(혈천교),1001660,정선군(낙동교),16.8,49.25,5
1001,1001629,정선군(남평대교),1001690,영월군(영월대교),17.6,13.11,5
1001,1001641,정선군(각희교),1001658,정선군(광하교),18.0,0.0,1
1001,1001622,정선군(혈천교),1001645,정선군(와평교),18.2,57.03,5
1001,1001622,정선군(혈천교),1001649,정선군(애산교),18.2,56.81,5
1001,1001655,정선군(정선제1교),1001690,영월군(영월대교),18.4,8.23,5
1001,1001602,평창군(송정교),1001660,정선군(낙동교),18.6,18.92,5
1001,1001658,정선군(광하교),1001670,영월군(거운교),18.6,11.13,5
1001,1001620,정선군(송계교),1001660,정선군(낙동교),19.0,16.57,5
1001,1001625,정선군(송천교),1001690,영월군(영월대교),19.0,8.49,5
1001,1001626,정선군(제1여량교),1001630,정선군(나전교),19.6,27.36,5
1001,1001629,정선군(남평대교),1001670,영월군(거운교),19.6,13.22,5
1001,1001602,평창군(송정교),1001645,정선군(와평교),20.0,28.81,5
1001,1001602,평창군(송정교),1001649,정선군(애산교),20.0,28.51,5
1001,1001620,정선군(송계교),1001645,정선군(와평교),20.4,26.05,5
1001,1001620,정선군(송계교),1001649,정선군(애산교),20.4,25.79,5
1001,1001655,정선군(정선제1교),1001670,영월군(거운교),20.4,10.48,5
1001,1001602,평창군(송정교),1001623,정선군(오장2교),21.0,0.0,1
1001,1001625,정선군(송천교),1001670,영월군(거운교),21.0,11.16,5
1001,1001630,정선군(나전교),1001690,영월군(영월대교),23.2,7.95,5
1001,1001626,정선군(제1여량교),1001655,정선군(정선제1교),24.4,26.82,5
1001,1001626,정선군(제1여량교),1001629,정선군(남평대교),25.2,30.87,5
1001,1001630,정선군(나전교),1001670,영월군(거운교),25.2,9.96,5
1001,1001622,정선군(혈천교),1001690,영월군(영월대교),25.6,38.58,5
1001,1001626,정선군(제1여량교),1001658,정선군(광하교),26.2,26.33,5
1001,1001620,정선군(송계교),1001623,정선군(오장2교),27.0,0.0,1
1001,1001602,평창군(송정교),1001690,영월군(영월대교),27.4,8.88,5
1001,1001622,정선군(혈천교),1001670,영월군(거운교),27.6,40.11,5
1001,1001620,정선군(송계교),1001690,영월군(영월대교),27.8,10.73,5
1001,1001602,평창군(송정교),1001670,영월군(거운교),29.4,10.29,5
1001,1001620,정선군(송계교),1001670,영월군(거운교),29.8,11.48,5
1001,1001641,정선군(각희교),1001670,영월군(거운교),32.0,0.0,1
1001,1001641,정선군(각희교),1001690,영월군(영월대교),33.0,0.0,1
1001,1001626,정선군(제1여량교),1001660,정선군(낙동교),34.0,43.22,5
1001,1001650,정선군(삼거리교),1001655,정선군(정선제1교),34.0,0.0,1
1001,1001626,정선군(제1여량교),1001645,정선군(와평교),35.4,50.68,5
1001,1001626,정선군(제1여량교),1001649,정선군(애산교),35.4,50.6,5
1001,1001650,정선군(삼거리교),1001658,정선군(광하교),38.0,0.0,1
1001,1001626,정선군(제1여량교),1001690,영월군(영월대교),42.8,33.45,5
1001,1001626,정선군(제1여량교),1001670,영월군(거운교),44.8,35.54,5
1001,1001665,평창군(마하교),1001670,영월군(거운교),49.0,0.0,1
1001,1001665,평창군(마하교),1001690,영월군(영월대교),50.0,0.0,1
1001,1001650,정선군(삼거리교),1001670,영월군(거운교),52.0,0.0,1
1001,1001650,정선군(삼거리교),1001690,영월군(영월대교),53.0,0.0,1
1002,1002691,영월군(화병교),1002693,영월군(농공단지교),-36.0,0.0,1
1002,1002625,평창군(선애교),1002626,평창군(바이오교),-20.0,0.0,1
1002,1002625,평창군(선애교),1002636,평창군(하방림교),-19.0,0.0,1
1002,1002610,평창군(장평교),1002626,평창군(바이오교),-17.0,0.0,1
1002,1002615,평창군(진전교),1002626,평창군(바이오교),-17.0,0.0,1
1002,1002610,평창군(장평교),1002636,평창군(하방림교),-16.0,0.0,1
1002,1002615,평창군(진전교),1002636,평창군(하방림교),-16.0,0.0,1
1002,1002605,평창군(이목정교),1002626,평창군(바이오교),-15.0,0.0,1
1002,1002605,평창군(이목정교),1002636,평창군(하방림교),-14.0,0.0,1
1002,1002670,횡성군(둔방내리),1002693,영월군(농공단지교),-14.0,0.0,1
1002,1002670,횡성군(둔방내리),1002685,영월군(주천교),-12.0,0.0,1
1002,1002650,평창군(평창교),1002670,횡성군(둔방내리),-9.0,0.0,1
1002,1002670,횡성군(둔방내리),1002687,영월군(신천교),-6.0,0.0,1
1002,1002640,평창군(상방림교),1002670,횡성군(둔방내리),-5.0,0.0,1
1002,1002687,영월군(신천교),1002693,영월군(농공단지교),-3.4,2.88,5
1002,1002625,평창군(선애교),1002635,평창군(사초교),-3.0,7.87,5
1002,1002625,평창군(선애교),1002670,횡성군(둔방내리),-3.0,0.0,1
1002,1002650,평창군(평창교),1002675,횡성군(안흥교),-2.6,0.89,5
1002,1002635,평창군(사초교),1002636,평창군(하방림교),-2.0,0.0,1
1002,1002610,평창군(장평교),1002635,평창군(사초교),-1.0,7.28,5
1002,1002640,평창군(상방림교),1002675,횡성군(안흥교),-0.8,1.1,5
1002,1002685,영월군(주천교),1002693,영월군(농공단지교),-0.8,1.1,5
1002,1002615,평창군(진전교),1002635,평창군(사초교),-0.6,7.6,5
1002,1002605,평창군(이목정교),1002635,평창군(사초교),-0.4,6.54,5
1002,1002610,평창군(장평교),1002615,평창군(진전교),-0.4,0.89,5
1002,1002625,평창군(선애교),1002675,횡성군(안흥교),-0.4,1.95,5
1002,1002610,평창군(장평교),1002670,횡성군(둔방내리),0.0,0.0,1
1002,1002615,평창군(진전교),1002670,횡성군(둔방내리),0.0,0.0,1
1002,1002605,평창군(이목정교),1002615,평창군(진전교),0.2,1.1,5
1002,1002625,평창군(선애교),1002640,평창군(상방림교),0.4,0.89,5
1002,1002605,평창군(이목정교),1002610,평창군(장평교),0.6,0.89,5
1002,1002650,평창군(평창교),1002680,영월군(두학교),0.8,1.79,5
1002,1002626,평창군(바이오교),1002636,평창군(하방림교),1.0,0.0,1
1002,1002610,평창군(장평교),1002675,횡성군(안흥교),1.6,2.61,5
1002,1002640,평창군(상방림교),1002650,평창군(평창교),1.8,1.3,5
1002,1002605,평창군(이목정교),1002670,횡성군(둔방내리),2.0,0.0,1
1002,1002610,평창군(장평교),1002625,평창군(선애교),2.0,0.71,5
1002,1002615,평창군(진전교),1002675,횡성군(안흥교),2.0,2.24,5
1002,1002636,평창군(하방림교),1002693,영월군(농공단지교),2.0,0.0,1
1002,1002605,평창군(이목정교),1002675,횡성군(안흥교),2.2,3.27,5
1002,1002625,평창군(선애교),1002650,평창군(평창교),2.2,2.17,5
1002,1002610,평창군(장평교),1002640,평창군(상방림교),2.4,1.52,5
1002,1002615,평창군(진전교),1002625,평창군(선애교),2.4,0.55,5
1002,1002605,평창군(이목정교),1002625,평창군(선애교),2.6,1.34,5
1002,1002635,평창군(사초교),1002675,횡성군(안흥교),2.6,9.81,5
1002,1002640,평창군(상방림교),1002680,영월군(두학교),2.6,2.61,5
1002,1002685,영월군(주천교),1002687,영월군(신천교),2.6,1.95,5
1002,1002615,평창군(진전교),1002640,평창군(상방림교),2.8,1.3,5
1002,1002605,평창군(이목정교),1002640,평창군(상방림교),3.0,2.24,5
1002,1002625,평창군(선애교),1002680,영월군(두학교),3.0,3.46,5
1002,1002626,평창군(바이오교),1002635,평창군(사초교),3.0,0.0,1
1002,1002626,평창군(바이오교),1002693,영월군(농공단지교),3.0,0.0,1
1002,1002691,영월군(화병교),1002698,영월군(팔괴교),3.0,0.0,1
1002,1002635,평창군(사초교),1002640,평창군(상방림교),3.4,8.76,5
1002,1002675,횡성군(안흥교),1002680,영월군(두학교),3.4,1.52,5
1002,1002636,평창군(하방림교),1002685,영월군(주천교),4.0,0.0,1
1002,1002610,평창군(장평교),1002650,평창군(평창교),4.2,2.68,5
1002,1002615,평창군(진전교),1002650,평창군(평창교),4.6,2.61,5
1002,1002605,평창군(이목정교),1002650,평창군(평창교),4.8,3.49,5
1002,1002610,평창군(장평교),1002680,영월군(두학교),5.0,4.12,5
1002,1002626,평창군(바이오교),1002685,영월군(주천교),5.0,0.0,1
1002,1002635,평창군(사초교),1002650,평창군(평창교),5.2,9.96,5
1002,1002615,평창군(진전교),1002680,영월군(두학교),5.4,3.71,5
1002,1002605,평창군(이목정교),1002680,영월군(두학교),5.6,4.77,5
1002,1002635,평창군(사초교),1002680,영월군(두학교),6.0,11.31,5
1002,1002670,횡성군(둔방내리),1002675,횡성군(안흥교),6.0,0.0,1
1002,1002687,영월군(신천교),1002698,영월군(팔괴교),9.2,12.26,5
1002,1002636,평창군(하방림교),1002687,영월군(신천교),10.0,0.0,1
1002,1002680,영월군(두학교),1002691,영월군(화병교),10.0,0.0,1
1002,1002680,영월군(두학교),1002693,영월군(농공단지교),10.4,22.47,5
1002,1002626,평창군(바이오교),1002687,영월군(신천교),11.0,0.0,1
1002,1002650,평창군(평창교),1002693,영월군(농공단지교),11.2,21.97,5
1002,1002680,영월군(두학교),1002685,영월군(주천교),11.2,22.25,5
1002,1002685,영월군(주천교),1002698,영월군(팔괴교),11.8,14.11,5
1002,1002650,평창군(평창교),1002685,영월군(주천교),12.0,21.84,5
1002,1002670,횡성군(둔방내리),1002680,영월군(두학교),12.0,0.0,1
1002,1002693,영월군(농공단지교),1002698,영월군(팔괴교),12.6,14.76,5
1002,1002640,평창군(상방림교),1002693,영월군(농공단지교),13.0,20.69,5
1002,1002650,평창군(평창교),1002691,영월군(화병교),13.0,0.0,1
1002,1002625,평창군(선애교),1002693,영월군(농공단지교),13.4,19.92,5
1002,1002640,평창군(상방림교),1002685,영월군(주천교),13.8,20.57,5
1002,1002675,횡성군(안흥교),1002693,영월군(농공단지교),13.8,21.36,5
1002,1002680,영월군(두학교),1002687,영월군(신천교),13.8,20.81,5
1002,1002635,평창군(사초교),1002670,횡성군(둔방내리),14.0,0.0,1
1002,1002625,평창군(선애교),1002685,영월군(주천교),14.2,19.83,5
1002,1002650,평창군(평창교),1002687,영월군(신천교),14.6,20.51,5
1002,1002675,횡성군(안흥교),1002685,영월군(주천교),14.6,21.2,5
1002,1002610,평창군(장평교),1002693,영월군(농공단지교),15.4,19.68,5
1002,1002615,평창군(진전교),1002693,영월군(농공단지교),15.8,19.41,5
1002,1002605,평창군(이목정교),1002693,영월군(농공단지교),16.0,18.79,5
1002,1002636,평창군(하방림교),1002670,횡성군(둔방내리),16.0,0.0,1
1002,1002675,횡성군(안흥교),1002691,영월군(화병교),16.0,0.0,1
1002,1002610,평창군(장평교),1002685,영월군(주천교),16.2,19.63,5
1002,1002635,평창군(사초교),1002693,영월군(농공단지교),16.4,14.52,5
1002,1002640,평창군(상방림교),1002687,영월군(신천교),16.4,19.27,5
1002,1002615,평창군(진전교),1002685,영월군(주천교),16.6,19.31,5
1002,1002605,평창군(이목정교),1002685,영월군(주천교),16.8,18.74,5
1002,1002625,평창군(선애교),1002687,영월군(신천교),16.8,18.57,5
1002,1002626,평창군(바이오교),1002670,횡성군(둔방내리),17.0,0.0,1
1002,1002640,평창군(상방림교),1002691,영월군(화병교),17.0,0.0,1
1002,1002635,평창군(사초교),1002685,영월군(주천교),17.2,14.81,5
1002,1002675,횡성군(안흥교),1002687,영월군(신천교),17.2,19.83,5
1002,1002610,평창군(장평교),1002687,영월군(신천교),18.8,18.42,5
1002,1002625,평창군(선애교),1002691,영월군(화병교),19.0,0.0,1
1002,1002615,평창군(진전교),1002687,영월군(신천교),19.2,18.03,5
1002,1002605,평창군(이목정교),1002687,영월군(신천교),19.4,17.54,5
1002,1002635,평창군(사초교),1002687,영월군(신천교),19.8,14.18,5
1002,1002636,평창군(하방림교),1002640,평창군(상방림교),21.0,0.0,1
1002,1002610,평창군(장평교),1002691,영월군(화병교),22.0,0.0,1
1002,1002615,평창군(진전교),1002691,영월군(화병교),22.0,0.0,1
1002,1002626,평창군(바이오교),1002640,평창군(상방림교),22.0,0.0,1
1002,1002636,평창군(하방림교),1002675,횡성군(안흥교),22.0,0.0,1
1002,1002670,횡성군(둔방내리),1002691,영월군(화병교),22.0,0.0,1
1002,1002626,평창군(바이오교),1002675,횡성군(안흥교),23.0,0.0,1
1002,1002680,영월군(두학교),1002698,영월군(팔괴교),23.0,11.05,5
1002,1002650,평창군(평창교),1002698,영월군(팔괴교),23.8,11.67,5
1002,1002605,평창군(이목정교),1002691,영월군(화병교),24.0,0.0,1
1002,1002636,평창군(하방림교),1002650,평창군(평창교),25.0,0.0,1
