수계,하천명 ,본류,하천코드,하천등급,시도기점,시군구기점,읍면동기점,경계기점,시도종점,시군구종점,읍면동종점,경계종점
한강,충주천,한강,1021200,지방,충북,충주,직동,"직동 68-1, 지류합류점",충북,충주,칠금,달천(국가) 합류점
한강,교현천,한강,1021210,지방,충북,충주,안림,안림동 298-103,충북,충주,충의,충주천(지방) 합류점
한강,하구암천,한강,1021220,지방,충북,충주,가금,하구암리,충북,충주,가금,한강(국가) 합류점
한강,대전천,한강,1021230,지방,충북,충주,동랑,대전리,충북,충주,금가,한강(국가) 합류점
한강,영덕천,한강,1021240,지방,충북,충주,산척,영덕리,충북,충주,엄정,한강(국가) 합류점
한강,송강천,한강,1021250,지방,충북,충주,산척,송강리,충북,충주,산척,영덕천(지방) 합류점
한강,원곡천,한강,1021260,지방,충북,충주,엄정,원곡리,충북,충주,엄정,영덕천(지방) 합류점
한강,구룡천,한강,1021270,지방,충북,충주,소태,구룡리,충북,충주,소태,한강(국가) 합류점
한강,오량천,한강,1021280,지방,충북,충주,소태,오량리 341-2도,충북,충주,소태,한강(국가) 합류점
한강,한포천,한강,1021290,지방,충북,충주,노은,대덕리,충북,충주,중앙탑,한강(국가) 합류점
한강,앙성천,한강,1021300,지방,충북,충주,앙성,지당리,충북,충주,앙성,한포천(지방) 합류점
한강,운계천,한강,1021310,지방,강원,원주,귀래,운계리 칠통곡,강원,원주,부론,한강(국가) 합류점
한강,법천천,한강,1021320,지방,강원,원주,부론,손곡저수지,강원,원주,부론,한강(국가) 합류점
한강,계천,한강,1021340,지방,강원,횡성,청일,신대리 79-6 가마골천(소)합류점,강원,횡성,횡성,섬강(국가) 합류점
한강,구사천,한강,1021350,지방,강원,횡성,갑천,상대리 385 버덩말천(소) 합류점,강원,횡성,청일,계천(지방) 합류점
한강,유동천,한강,1021360,지방,강원,횡성,청일,속실리 136-2 봉막천(소) 합류점,강원,횡성,청일,계천(지방) 합류점
한강,대관대천,한강,1021370,지방,강원,횡성,갑천,병지방리 54-1 장승천(소) 합류점,강원,횡성,갑천,계천(지방) 합류점
한강,금계천,한강,1021380,지방,강원,홍천,동면,노천리 산46 가랫골천(소) 합류점,강원,횡성,공근,섬강(국가) 합류점
한강,창봉천,한강,1021390,지방,강원,횡성,공근,상창봉리 274 지오리천(소) 합류점,강원,횡성,공근,금계천(지방) 합류점
한강,초원천,한강,1021400,지방,강원,횡성,공근,초원리 산1 무명교6 지점,강원,횡성,공근,금계천(지방) 합류점
한강,전천,한강,1021410,지방,강원,횡성,우천,하궁리 160-6 하궁저수지 지점,강원,횡성,횡성,섬강(국가) 합류점
한강,대미원천,한강,1021420,지방,강원,횡성,우천,오원리 502 오원저수지 지점,강원,횡성,우천,전천(지방) 합류점
한강,하수남천,한강,1021430,지방,강원,원주,소초,학곡리 산34,강원,횡성,우천,전천(지방) 합류점
한강,생운천,한강,1021440,지방,강원,횡성,횡성,교항리 60-21 이리실천(소) 합류점,강원,횡성,횡성,전천(지방) 합류점
한강,장양천,한강,1021450,지방,강원,원주,소초,수암리 125,강원,원주,소초,섬강(국가) 합류점
한강,옥산천,한강,1021460,지방,강원,원주,호저,고산리 80-5 고산저수지 지점,강원,원주,호저,섬강(국가) 합류점
한강,신촌천,한강,1021471,지방,강원,원주,판부,신촌리,강원,원주,관설,원주천(국가) 합류점
한강,화천,한강,1021480,지방,강원,원주,행구,거름터,강원,원주,반곡,원주천(국가) 합류점
한강,흥양천,한강,1021490,지방,강원,원주,소초,흥양리 상황골,강원,원주,태장,원주천(국가) 합류점
한강,일리천,한강,1021500,지방,강원,횡성,서원,유현리 밤골,강원,원주,호저,섬강(국가) 합류점
한강,이리천,한강,1021510,지방,강원,횡성,서원,유현리 수구대,강원,횡성,서원,섬강(국가) 합류점
한강,삼산천,한강,1021520,지방,강원,원주,지정,판대리 경기도계,강원,원주,지정,섬강(국가) 합류점
한강,석곡천,한강,1021530,지방,경기,양평,양동,금왕리,경기,양평,양동,삼산천(지방) 기점
한강,매월천,한강,1021540,지방,경기,양평,양동,매월리,경기,양평,양동,석곡천(지방) 합류점
한강,단석천,한강,1021550,지방,경기,양평,양동,단석리,경기,양평,양동,석곡천(지방) 합류점
한강,계정천,한강,1021560,지방,경기,양평,양동,계정리,경기,양평,양동,석곡천(지방) 합류점
한강,서곡천,한강,1021570,지방,강원,원주,판부,서곡리 용소골,강원,원주,문막,섬강(국가) 합류점
한강,매지천,한강,1021580,지방,강원,원주,흥업,매지리 개건너,강원,원주,흥업,서곡천(지방) 합류점
한강,대안천,한강,1021590,지방,강원,원주,흥업,대안리,강원,원주,흥업,서곡천(지방) 합류점
한강,궁촌천,한강,1021600,지방,강원,원주,흥업,귀래리 양안치,강원,원주,문막,섬강(국가) 합류점
한강,원심천,한강,1021610,지방,경기,여주,강천,도금리,강원,원주,문막,섬강(국가) 합류점
한강,부평천,한강,1021620,지방,경기,여주,강천,부평리,경기,여주,강천,부평리 섬강 합류부
한강,청미천,한강,1021630,지방,경기,용인 처인,원삼,미평리 529-2,경기,이천,장호원,청미천(국가) 기점
한강,미평천,한강,1021640,지방,경기,용인 처인,원삼,좌항리 710,경기,용인,가재월리,청미천(지방) 합류점
한강,가창천,한강,1021650,지방,경기,용인 처인,백암,가창리 1035,경기,용인,근곡리,청미천(지방) 합류점
한강,대덕천,한강,1021660,지방,경기,용인 처인,백암,박곡리 33-2,경기,용인,백암리,청미천(지방) 합류점
한강,용천천,한강,1021670,지방,경기,용인 처인,백암,용천리 901-1,경기,용인,장평리,청미천(지방) 합류점
한강,백봉천,한강,1021680,지방,경기,용인 처인,백암,백봉리 52-2,경기,용인,백봉리,청미천(지방) 합류점
한강,율곡천,한강,1021690,지방,경기,안성,삼죽,율곡리 428-3,경기,용인,장평리,청미천(지방) 합류점
한강,방초천,한강,1021700,지방,경기,안성,일죽,방초리 52-4,경기,안성,일죽,청미천(지방) 합류점
한강,죽산천,한강,1021710,지방,경기,안성,삼죽,덕산리 산72-1,경기,안성,일죽,청미천(지방) 합류점
한강,장계천,한강,1021720,지방,경기,안성,죽산,장계리 산118,경기,안성,일죽,죽산천(지방) 합류점
한강,용설천,한강,1021730,지방,경기,안성,일죽,용설리 산243-3,경기,안성,이죽,죽산천(지방) 합류점
한강,화곡천,한강,1021740,지방,경기,안성,일죽,화곡리 219,경기,안성,이죽,청미천(지방) 합류점
한강,화봉천,한강,1021750,지방,경기,안성,일죽,화봉리 718-4,경기,안성,이죽,청미천(지방) 합류점
한강,신흥천,한강,1021760,지방,경기,안성,일죽,신흥리 823,경기,안성,이죽,청미천(지방) 합류점
한강,장릉천,한강,1021770,지방,경기,이천,설성,장능리 406-2,경기,이천,설성,청미천(지방) 합류점
한강,석원천,한강,1021780,지방,충북,음성,금왕,구계리 456-1,경기,이천,율면,청미천(지방) 합류점
한강,석원천,한강,1021790,지방,충북,음성,금왕,구계리 456-1,경기,이천,율면,청미천(지방) 합류점
한강,금산천,한강,1021800,지방,경기,안성,일죽,금산리 105-2,경기,이천,율면,석원천(지방) 합류점
한강,전천,한강,1021810,지방,경기,이천,율,월포리 1125-3,경기,이천,율면,석원천(지방) 합류점
한강,제요천,한강,1021820,지방,경기,이천,설성,장능리 산 10-2,경기,이천,설성,청미천(지방) 합류점
한강,응천,한강,1021830,지방,충북,음성,금왕,용계리,충북,음성,감곡,"청미천(국가,지방 경계)합류점"
한강,진암천,한강,1021840,지방,경기,이천,장호원,진암리 565-6,경기,이천,장호원,청미천(국가) 합류점
한강,오갑천,한강,1021850,지방,충북,음성,감곡,오궁리,충북,음성,감곡,청미천(국가) 합류점
한강,설성천,한강,1021860,지방,경기,이천,장호원,선읍리 1050-3,경기,이천,장호원,청미천(국가) 합류점
한강,방추천,한강,1021870,지방,경기,이천,장호원,방추리 105,경기,이천,장호원,설성천(지방) 합류점
한강,이황천,한강,1021880,지방,경기,이천,장호원,이황리 465-4,경기,이천,장호원,설성천(지방) 합류점
한강,나래천,한강,1021890,지방,경기,이천,장호원,나래리 772-8,경기,이천,장호원,이황천(지방) 합류점
한강,백족천,한강,1021900,지방,경기,이천,장호원,진암리 488-4,경기,이천,장호원,설성천(지방) 합류점
한강,와현천,한강,1021910,지방,경기,이천,장호원,풍계리 1060-8,경기,이천,장호원,설성천(지방) 합류점
한강,관한천,한강,1021920,지방,경기,여주,점동,관한리 산1-30,경기,여주,점동,청미천(국가) 합류점
한강,삼승천,한강,1021930,지방,경기,여주,가남,연대리 94-2,경기,여주,점동,청미천(국가) 합류점
한강,금곡천,한강,1021940,지방,경기,여주,가남,연대리 489,경기,여주,점동,청미천(국가) 합류점
한강,연양천,한강,1021950,지방,경기,여주,여주,상거동 229번지,경기,여주,여흥,한강(국가) 합류점
한강,점봉천,한강,1021960,지방,경기,여주,점봉,점봉동 114번지,경기,여주,여흥,연양천(지방) 합류점
한강,간매천,한강,1021970,지방,경기,여주,강천,간매리 324번지,경기,여주,강천,한강(국가) 합류점
한강,걸은천,한강,1021980,지방,경기,여주,강천,걸은리 450-1번지,경기,여주,강천,간매천(지방) 합류점
한강,가정천,한강,1021990,지방,경기,여주,강천,걸은리 90-6번지,경기,여주,북내,한강(국가) 합류점
한강,금당천,한강,1022000,지방,경기,양평,지평,무왕리,경기,여주,북내,한강(국가) 합류점
한강,일신천,한강,1022010,지방,경기,양평,지평,일신리,경기,양평,지평,금당전(지방) 합류점
한강,완장천,한강,1022020,지방,경기,여주,북내,중암리,경기,여주,북내,금당전(지방) 합류점
한강,소양천,한강,1022030,지방,경기,여주,연라,연라동 737-2번지,경기,여주,중앙,한강(국가) 합류점
한강,오금천,한강,1022040,지방,경기,여주,오금,오금동 95-1번지,경기,여주,오학,한강(국가) 합류점
한강,한천,한강,1022050,지방,경기,여주,대신,상구리 200-1번지,경기,여주,대신,한강(국가) 합류점
한강,후포천,한강,1022060,지방,경기,여주,대신,후포리 150-2번지,경기,여주,대신,한강(국가) 합류점
한강,곡수천,한강,1022070,지방,경기,양평,지평,대평리,경기,여주,대신,한강(국가) 합류점
한강,계림천,한강,1022080,지방,경기,여주,대신,계림리,경기,여주,대신,곡수천(지방) 합류점
한강,장풍천,한강,1022090,지방,경기,여주,대신,장풍리,경기,여주,대신,곡수천(지방) 합류점
한강,양화천,한강,1022100,지방,경기,이천,설성,대죽리,경기,여주,흥천,한강(국가) 합류점
한강,송곡천,한강,1022110,지방,경기,이천,모가,송곡리,경기,이천,모가,양화천(지방) 합류점
한강,도리천,한강,1022120,지방,경기,이천,대월,도리,경기,이천,대월,양화천(지방) 합류점
한강,초지천,한강,1022130,지방,경기,이천,대월,대대리,경기,이천,대월,도리천(지방) 합류점
한강,해룡천,한강,1022140,지방,경기,이천,대월,대흥리,경기,이천,부발,양화천(지방) 합류점
한강,대흥천,한강,1022150,지방,경기,이천,대월,초지리,경기,이천,부발,해룡천(지방) 합류점
한강,대신천,한강,1022160,지방,경기,이천,설성,암산리,경기,여주,가남,양화천(지방) 합류점
한강,안금천,한강,1022170,지방,경기,여주,가남,안금리,경기,여주,가남,대신천(지방) 합류점
한강,매류천,한강,1022180,지방,경기,여주,세종대왕,오계리,경기,여주,세종대왕,양화천(지방) 합류점
한강,복하천,한강,1022190,지방,경기,용인 처인,양지면,추계리,경기,이천,호법,복하천(국가) 기점
한강,오천천,한강,1022200,지방,경기,이천,마장,관리,경기,이천,마장,복하천(지방) 합류점
한강,해월천,한강,1022210,지방,경기,이천,마장,해월리,경기,이천,마장,복하천(지방) 합류점
한강,매곡천,한강,1022220,지방,경기,이천,호법,매곡리,경기,이천,호법,복하천(지방) 합류점
한강,단천천,한강,1022230,지방,경기,이천,호법,단천리,경기,이천,호법,복하천(지방) 합류점
한강,동산천,한강,1022240,지방,경기,이천,호법,동산리,경기,이천,호법,복하천(지방) 합류점
한강,원두천,한강,1022250,지방,경기,이천,모가,진가리,경기,이천,단월,복하천(국가.지방 경계)합류점
한강,두미천,한강,1022260,지방,경기,이천,모가,두미리,경기,이천,모가,원두천(지방) 합류점
한강,장암천,한강,1022270,지방,경기,이천,마장,장암리,경기,이천,호법,복하천(국가) 합류점
한강,이치천,한강,1022280,지방,경기,이천,마장,이치리,경기,이천,마장,장암천(지방) 합류점
한강,장록천,한강,1022290,지방,경기,이천,고담,고담동,경기,이천,장록,복하천(국가) 합류점
한강,율현천,한강,1022300,지방,경기,이천,증일,증일동,경기,이천,진리,복하천(국가) 합류점
한강,중리천,한강,1022310,지방,경기,이천,관고,관고동,경기,이천,안흥,복하천(국가) 합류점
한강,신둔천,한강,1022320,지방,경기,이천,신둔,용면리,경기,이천,백사,복하천(국가) 합류점
한강,신대천,한강,1022330,지방,경기,이천,백사,신대리,경기,이천,신둔,신둔천(지방) 합류점
한강,죽당천,한강,1022340,지방,경기,이천,부발,죽당리,경기,이천,부발,복하천(국가) 합류점
한강,송말천,한강,1022350,지방,경기,이천,백사,송말리,경기,이천,흥천,복하천(국가) 합류점
한강,내사천,한강,1022360,지방,경기,여주,흥천,내사리,경기,여주,흥천,송말천(지방) 합류점
한강,계장천,한강,1022370,지방,경기,여주,금사,도곡리,경기,여주,흥천,한강(국가) 합류점
한강,신내천,한강,1022380,지방,경기,양평,개군,계전리 162-2번지 (신내새마을교),경기,여주,대신,송촌리 110번지 (천서교)
한강,금사천,한강,1022390,지방,경기,여주,금사,장흥리,경기,여주,금사,한강(국가) 합류점
한강,상호천,한강,1022400,지방,경기,여주,금사,상호리,경기,여주,금사,금사천(지방) 합류점
한강,소유천,한강,1022410,지방,경기,여주,금사,소유리,경기,여주,금사,금사천(지방) 합류점
한강,향리천,한강,1022420,지방,경기,양평,개군,자연리,경기,양평,개군,한강(국가) 합류점
한강,용담천,한강,1022430,지방,경기,여주,산북,상품리,경기,양평,강상,한강(국가) 합류점
한강,주어천,한강,1022440,지방,경기,여주,산북,주어리,경기,여주,산북,용담천(지방) 합류점
한강,세월천,한강,1022450,지방,경기,양평,강상,세월리,경기,양평,산북,용담천(지방) 합류점
한강,흑천,한강,1022460,지방,경기,양평,청운,도원리,경기,양평,양평,한강(국가) 합류점
한강,여물천,한강,1022470,지방,경기,양평,청운,여물리,경기,양평,청운,흑천(지방) 합류점
한강,용두천,한강,1022480,지방,경기,양평,청운,갈운리,경기,양평,청운,흑천(지방) 합류점
한강,갈운천,한강,1022490,지방,경기,양평,청운,갈운리,경기,양평,청운,용두천(지방) 합류점
한강,벗고개천,한강,1022500,지방,경기,양평,청운,가현리,경기,양평,청운,흑천(지방) 합류점
한강,덕수천,한강,1022510,지방,경기,양평,단월,덕수리,경기,양평,청운,흑천(지방) 합류점
한강,고송천,한강,1022520,지방,경기,양평,양동,고송리,경기,양평,단월,흑천(지방) 합류점
한강,부안천,한강,1022530,지방,경기,양평,단월,향소리 976,경기,양평,단월,부안리 315-2 흑천(지방) 합류점
한강,대왕천,한강,1022540,지방,경기,양평,단월,부안리,경기,양평,단월,부안천(지방) 합류점
한강,지평천,한강,1022550,지방,경기,양평,지평,지평리,경기,양평,지평,흑천(지방) 합류점
한강,월산천,한강,1022560,지방,경기,양평,지평,월산리,경기,양평,지평,지평천(지방) 합류점
한강,용문천,한강,1022570,지방,경기,양평,용문,신점리,경기,양평,용문,흑천(지방) 합류점
한강,중원천,한강,1022580,지방,경기,양평,용문,중원리,경기,양평,용문,용문천(지방) 합류점
한강,연수천,한강,1022590,지방,경기,양평,용문,연수리,경기,양평,용문,흑천(지방) 합류점
한강,삼성천,한강,1022600,지방,경기,양평,용문,화전리,경기,양평,용문,흑천(지방) 합류점
한강,도곡천,한강,1022610,지방,경기,양평,양평,도곡리,경기,양평,양평,한강(국가) 합류점
한강,양근천,한강,1022620,지방,경기,양평,양평,백안리,경기,양평,양평,양근리 한강 (국가) 합류점
한강,덕평천,한강,1022630,지방,경기,양평,양평,신애리(신애5교),경기,양평,양평,오빈리 한강 (국가)합류점
한강,사탄천,한강,1022640,지방,경기,양평,옥천,용천리,경기,양평,옥천,한강(국가) 합류점
한강,신복천,한강,1022650,지방,경기,양평,옥천,신복리,경기,양평,옥천,사탄천(지방) 합류점
한강,성덕천,한강,1022660,지방,경기,양평,강하,성덕리,경기,양평,강하,한강(국가) 합류점
한강,항금천,한강,1022670,지방,경기,양평,강하,항금리,경기,양평,강하,한강(국가) 합류점
한강,영동천,한강,1022680,지방,경기,광주,퇴촌,영동리,경기,양평,강하,항금천(지방) 합류점
한강,복포천,한강,1022690,지방,경기,양평,양서,청계리,경기,양평,양서,한강(국가) 합류점
한강,가정천,한강,1022700,지방,경기,양평,양서,목왕리,경기,양평,양서,한강(국가) 합류점
한강,서천,한강,1022730,지방,강원,양구,동,팔랑리 팔랑폭포,강원,양구,양구,양구서천(국가) 기점
한강,청리천,한강,1022740,지방,강원,양구,남,청리 산두평,강원,양구,남,서천(지방) 합류점
한강,창리천,한강,1022750,지방,강원,양구,남,도촌리외막골,강원,양구,남,서천(지방) 합류점
한강,구암천,한강,1022760,지방,강원,양구,남,구암리범치골,강원,양구,남,서천(지방) 합류점
한강,공리천,한강,1022770,지방,강원,양구,양구,공리 공리교,강원,양구,양구,서천(지방) 합류점
한강,한전천,한강,1022780,지방,강원,양구,양구,도사리 도사교,강원,양구,양구,양구서천(국가) 합류점
한강,군량천,한강,1022790,지방,강원,양구,양구,군량리 덕거리,강원,양구,양구,군량리 화천댐 저수구역
한강,수입천,한강,1022800,지방,강원,양구,방산,건솔리 휴전선,강원,양구,양구,상무룡리화첨댐 저수구역
한강,월명천,한강,1022810,지방,강원,양구,양구,월명리 샛골,강원,양구,양구,월명리 화천댐 저수구역
한강,간척천,한강,1022820,지방,강원,화천,간동,간척리음지촌,강원,화천,간동,북한강(국가) 합류점
한강,풍산천,한강,1022830,지방,강원,화천,화천,풍산리 풍산교,강원,화천,화천,북한강(국가) 합류점
한강,화천천,한강,1022840,지방,강원,화천,상서,마현리장평동,강원,화천,화천,북한강(국가) 합류점
한강,신읍천,한강,1022850,지방,강원,화천,화천,신읍리호계동,강원,화천,화천,화천천(지방) 합류점
한강,파포천,한강,1022860,지방,강원,화천,상서,봉오리하집실,강원,화천,화천,화천천(지방) 합류점
한강,다목천,한강,1022870,지방,강원,화천,상서,다목리늑동,강원,화천,상서,파포천(지방) 합류점
한강,구운천,한강,1022880,지방,강원,화천,상서,구운리하만산동,강원,화천,화천,파포천(지방) 합류점
한강,용암천,한강,1022890,지방,강원,화천,하남,용암리삼화3교,강원,화천,하남,북한강(국가) 합류점
한강,논미천,한강,1022900,지방,강원,화천,하남,안평리하추동,강원,화천,하남,북한강(국가) 합류점
한강,계성천,한강,1022910,지방,강원,화천,하남,계성리계성곡,강원,화천,하남,북한강(국가) 합류점
한강,지촌천,한강,1022920,지방,강원,화천,사내,광덕리검단동,강원,춘천,사북,북한강(국가) 합류점
한강,수밀천,한강,1022930,지방,강원,화천,사내,삼일리 소곡천(소) 합류점,강원,화천,사내,지촌천(지방) 합류점
한강,사창천,한강,1022940,지방,강원,화천,사내,명월리 상실내,강원,화천,사북,지촌천(지방) 합류점
한강,마평천,한강,1022950,지방,강원,춘천,사북,원평리새터,강원,춘천,사북,북한강(국가) 합류점
한강,지암천,한강,1022960,지방,강원,춘천,사북,지암리웃말,강원,춘천,서,북한강(국가) 합류점
한강,사평천,한강,1022970,지방,강원,춘천,사북,고성리 양지말천(小),강원,춘천,사북,고탄리 북한강 (국가)
한강,월송천,한강,1022980,지방,강원,춘천,서,서상리 서상저수지,강원,춘천,서,신매리 북한강 (국가)
한강,한계천,한강,1022990,지방,강원,춘천,신북,지내리 중리,강원,춘천,신동,북한강(국가) 합류점
한강,내린천,한강,1023010,지방,강원,홍천,내,광원리오대산,강원,인제,기린,소양강(지방) 기점
한강,계방천,한강,1023020,지방,강원,홍천,내,명개리조개동,강원,홍천,내,내린천(지방) 합류점
한강,자운천,한강,1023030,지방,강원,홍천,내,자운리도장골,강원,홍천,내,내린천(지방) 합류점
한강,조항천,한강,1023040,지방,강원,홍천,내,조항리청계동,강원,홍천,내,자운천(지방) 합류점
한강,방내천,한강,1023050,지방,강원,홍천,내,율전리 뱃재,강원,인제,상남,내린천(지방) 합류점
한강,상남천,한강,1023060,지방,강원,인제,상남,김부리백자동,강원,인제,상남,방내천(지방) 합류점
한강,방태천,한강,1023070,지방,강원,인제,기린,진동리쇠나드리,강원,인제,기린,소양강(지방) 합류점
한강,귀둔천,한강,1023080,지방,강원,인제,인제,귀둔리용수동,강원,인제,기린,소양강(지방) 합류점
한강,가리산천,한강,1023090,지방,강원,인제,인제,가리산리 안가리 산천 합류점,강원,인제,인제,소양강(지방) 합류점
한강,인북천,한강,1023100,지방,강원,인제,서화,가전리휴전선,강원,인제,인제,소양강(국가) 합류점
한강,서화천,한강,1023110,지방,강원,인제,서화,서화리동개동,강원,인제,서화,인북천(지방) 합류점
한강,가아천,한강,1023120,지방,강원,인제,인제,가아리용수곡,강원,인제,인제,인북천(지방) 합류점
한강,북천,한강,1023130,지방,강원,인제,북면,용대리용대교,강원,인제,북,인북천(지방) 합류점
한강,영실천,한강,1023140,지방,강원,인제,북면,용대리수림동,강원,인제,북,북천(지방) 합류점
한강,한계천,한강,1023150,지방,강원,인제,북면,한계리 대승폭포 합류점,강원,인제,북,북천(지방) 합류점
한강,우각천,한강,1023160,지방,강원,인제,상남,김부리 654-1 금부교,강원,인제,남,소양강(국가) 합류점
한강,정자천,한강,1023170,지방,강원,인제,남,정자리 37-2 매봉재천(소)합류점,강원,인제,남,우각천(지방) 합류점
한강,어론천,한강,1023180,지방,강원,인제,남,어론리 147 합류점,강원,인제,남,소양강(국가) 합류점
한강,두무천,한강,1023190,지방,강원,양구,남,두무리 401-6 합류점,강원,양구,남,소양강(국가) 합류점
한강,수산천,한강,1023200,지방,강원,인제,남,수산리 613,강원,인제,남,소양강(국가) 합류점
한강,추곡천,한강,1023210,지방,강원,춘천,북산,추곡리673-4상추곡 1천(소)합류점,강원,춘천,북산,소양강(국가) 합류점
한강,오항천,한강,1023220,지방,강원,춘천,북산,오항리 462-1,강원,춘천,북산,소양강(국가) 합류점
한강,조교천,한강,1023230,지방,강원,춘천,북산,조교리 산1-40,강원,춘천,북산,소양강(국가) 합류점
한강,물로천,한강,1023240,지방,강원,춘천,북산,물로리 85,강원,춘천,북산,소양강(국가) 합류점
한강,부귀천,한강,1023250,지방,강원,춘천,북산,부귀리 441,강원,춘천,북산,소양강(국가) 합류점
한강,품걸천,한강,1023260,지방,강원,춘천,동,품걸리 757,강원,춘천,동,소양강(국가) 합류점
한강,품안천,한강,1023270,지방,강원,춘천,동,상걸리 645,강원,춘천,동,소양강(국가) 합류점
한강,지내천,한강,1023280,지방,강원,춘천,동,감정리 570-4 독점골천(소)합류점,강원,춘천,동,소양강(국가) 합류점
한강,율문천,한강,1023290,지방,강원,춘천,신북,발산리 산8-28,강원,춘천,신북,소양강(국가) 합류점
한강,만천천,한강,1023300,지방,강원,춘천,동,만천리 207 굼벵이천(소)합류점,강원,춘천,후평,소양강(국가) 합류점
한강,금산천,한강,1023310,지방,강원,춘천,서,방동리 1053번 일원,강원,춘천,서,북한강(국가) 합류점
한강,방동천,한강,1023320,지방,강원,춘천,서,방동리하방동 장문안골천(小),강원,춘천,서,금산천(지방) 합류점
한강,공지천,한강,1023330,지방,강원,춘천,석사,학곡천 합류점,강원,춘천,삼천,북한강(국가) 합류점
한강,학곡천,한강,1023340,지방,강원,춘천,동내,사암리 신학곡천(小),강원,춘천,석사,공지천(지방) 합류점
한강,신촌천,한강,1023350,지방,강원,춘천,동내,거두리 방아재골천(小),강원,춘천,석사,공지천(지방) 합류점
한강,퇴계천,한강,1023360,지방,강원,춘천,신동,정족리 소바리골천(小),강원,춘천,퇴계,공지천(지방) 합류점
한강,덕두원천,한강,1023370,지방,강원,춘천,서,덕두원리 독가동천(小),강원,춘천,서,북한강(국가) 합류점
한강,팔미천,한강,1023380,지방,강원,춘천,동산,원창저수지 하류,강원,춘천,신동,북한강(국가) 합류점
한강,강촌천,한강,1023390,지방,강원,춘천,남산,수동리 나가지천(小),강원,춘천,남산,북한강(국가) 합류점
한강,서사천,한강,1023400,지방,강원,춘천,남산,백양리 백양천(小),강원,춘천,남산,북한강(국가) 합류점
한강,가평천,한강,1023410,지방,경기,가평,북,적목리,경기,가평,가평,북한강(국가) 합류점
한강,도마천,한강,1023420,지방,경기,가평,북,적목리,경기,가평,북,가평천(지방) 합류점
한강,석룡천,한강,1023430,지방,경기,가평,북,적목리,경기,가평,북,도마천(지방) 합류점
한강,명지천,한강,1023440,지방,경기,가평,북,도대리,경기,가평,북,가평천(지방) 합류점
한강,백둔천,한강,1023450,지방,경기,가평,북,백둔리,경기,가평,북,가평천(지방) 합류점
한강,화악천,한강,1023460,지방,경기,가평,북,화악리,경기,가평,북,가평천(지방) 합류점
한강,홍적천,한강,1023470,지방,경기,가평,북,화악리,경기,가평,북,화악천(지방) 합류점
한강,경덕천,한강,1023480,지방,경기,가평,북,목동리,경기,가평,북,화악천(지방) 합류점
한강,소법천,한강,1023490,지방,경기,가평,북,소법리,경기,가평,북,화악천(지방) 합류점
한강,개곡천,한강,1023500,지방,경기,가평,가평,개곡리,경기,가평,가평,가평천(지방) 합류점
한강,마장천,한강,1023510,지방,경기,가평,가평,마장리,경기,가평,가평,가평천(지방) 합류점
한강,승안천,한강,1023520,지방,경기,가평,가평,승안리,경기,가평,가평,가평천(지방) 합류점
한강,경반천,한강,1023530,지방,경기,가평,가평,경안리,경기,가평,가평,승안천(지방) 합류점
한강,달전천,한강,1023540,지방,경기,가평,가평,두밀리 656번지,경기,가평,가평,달전리 북한강(국가) 합류점
한강,두밀천,한강,1023550,지방,경기,가평,가평,두밀리 772-2번지,경기,가평,가평,두밀리 달전천(지방) 합류점
한강,이화천,한강,1023560,지방,경기,가평,가평,이화리 153-2번지,경기,가평,가평,북한강(국가) 합류점
한강,산유천,한강,1023570,지방,경기,가평,가평,산유리 814번지,경기,가평,가평,북한강(국가) 합류점
한강,장남천,한강,1023590,지방,강원,홍천,두촌,장남리 큰골천(소) 합류점,강원,홍천,두촌,자은리 홍천강(국가) 합류점
한강,삼거천,한강,1023600,지방,강원,홍천,두촌,원동리 원동2교 지점,강원,홍천,두촌,원동리 홍천강(국가) 합류점
한강,평천,한강,1023610,지방,강원,홍천,두촌,천현리 큰장구실골 합류점,강원,홍천,두촌,역내리 홍천강(국가) 합류점
한강,내촌천,한강,1023620,지방,강원,홍천,서석,검산리 생곡천(소) 합류점,강원,홍천,두촌,철정리 홍천강(국가) 합류점
한강,청량천,한강,1023630,지방,강원,홍천,서석,검산리 봉막골천(소) 합류점,강원,홍천,서석,풍암리 내촌천(지방) 합류점
한강,수하천,한강,1023640,지방,강원,홍천,내촌,와야리 산12-9,강원,홍천,내촌,수하리 내촌천(지방) 합류점
한강,성산천,한강,1023650,지방,강원,홍천,화촌,야시대리 큰들골교 지점,강원,홍천,화촌,성산리 홍천강(국가) 합류점
한강,군업천,한강,1023660,지방,강원,홍천,화촌,군업리 92,강원,홍천,화촌,외삼포리 홍천강(국가) 합류점
한강,풍천,한강,1023670,지방,강원,홍천,화촌,구성포리 작은도심보 지점,강원,홍천,화촌,구성포리 홍천강(국가) 합류점
한강,덕치천,한강,1023680,지방,강원,홍천,동,노천리 부목재좌천(소) 합류점,강원,홍천,홍천,검율리 홍천강(국가) 합류점
한강,성수천,한강,1023690,지방,강원,홍천,동,속초리 적봉천(소) 합류점,강원,홍천,동,덕치리 덕치천(지방) 합류점
한강,개운천,한강,1023700,지방,강원,홍천,동,월운리 월운교 지점,강원,홍천,동,성수리 성수천(지방) 합류점
한강,장전평천,한강,1023710,지방,강원,홍천,홍천,삼마치리,강원,홍천,홍천,홍천강(국가) 합류점
