obscd,korObs,cluster_id,is_centroid,silhouette_score,intra_mean_dist,event_date
1003642,단양군(덕천교),4,False,-0.1931,3.4385,2025-08-14
1003645,단양군(단양1교),4,False,0.3879,3.2138,2025-08-14
1003652,제천시(덕동교),7,False,0.2209,3.0456,2025-08-14
1003657,제천시(강저3교),5,False,0.4454,2.3317,2025-08-14
1003658,제천시(부수동교),7,False,0.1226,2.8629,2025-08-14
1003660,제천시(팔송교),7,False,0.1783,2.9469,2025-08-14
1003661,제천시(구곡교),5,False,0.3258,1.8631,2025-08-14
1003667,제천시(용암교),6,False,-0.1603,4.9848,2025-08-14
1004616,청주시(청석굴교),5,False,0.4466,2.74,2025-08-14
1004620,청주시(옥화1교),5,False,0.2803,2.7623,2025-08-14
1004631,괴산군(월문교),4,False,0.3077,4.3398,2025-08-14
1004640,괴산군(적석교),4,False,-0.2039,3.6228,2025-08-14
1004645,괴산군(수전교),4,False,0.1039,5.4354,2025-08-14
1004646,괴산군(비도교),4,False,0.3333,3.9092,2025-08-14
1004661,괴산군(제2괴산교),3,True,0.3948,4.5073,2025-08-14
1004670,괴산군(추산교),1,False,0.1301,7.1684,2025-08-14
1004680,충주시(문강교),6,False,0.0123,3.6115,2025-08-14
1004693,괴산군(목도교),1,False,-0.0285,5.4892,2025-08-14
1004694,충주시(주덕교),5,False,0.3129,3.4608,2025-08-14
1004695,충주시(국원대교),5,False,0.218,3.4439,2025-08-14
1004696,충주시(봉계교),5,False,0.4167,3.0831,2025-08-14
1005605,충주시(탄금교),2,False,0.4351,4.1341,2025-08-14
1005640,충주시(목계교),1,False,0.1723,5.5994,2025-08-14
1005650,충주시(능암교),6,False,0.2047,2.8468,2025-08-14
1005660,충주시(세포교),6,False,-0.0384,2.8695,2025-08-14
1005695,원주시(법천교),5,False,0.5369,1.6898,2025-08-14
1005697,원주시(남한강대교),4,False,0.2058,4.2015,2025-08-14
1006628,횡성군(청곡교),7,False,0.0356,2.4222,2025-08-14
1006630,횡성군(오산교),5,True,0.5234,1.5175,2025-08-14
1006650,횡성군(횡성교),5,False,0.5208,1.6301,2025-08-14
1006660,횡성군(전천교),6,False,-0.0137,2.9264,2025-08-14
1006665,원주시(원주교),1,False,0.1606,6.3314,2025-08-14
1006666,원주시(가현교),5,False,0.5057,2.0893,2025-08-14
1006670,원주시(옥산교),5,False,0.5341,1.5295,2025-08-14
1006672,원주시(장현교),5,False,0.2961,2.1062,2025-08-14
1006677,원주시(판대2교),5,False,0.4614,1.7129,2025-08-14
1006680,원주시(지정대교),1,False,0.0365,5.8271,2025-08-14
1006685,원주시(봉미교),5,False,0.361,1.8923,2025-08-14
1006690,원주시(문막교),5,False,0.2057,2.3036,2025-08-14
1007604,안성시(한평교),5,False,0.4051,2.4769,2025-08-14
1007605,이천시(장호원교),6,False,0.1517,2.6661,2025-08-14
1007606,안성시(두현교),5,False,0.4366,2.6183,2025-08-14
1007608,이천시(고당교),5,False,0.3192,2.5513,2025-08-14
1007610,음성군(총천교),3,False,0.1027,5.0166,2025-08-14
1007615,여주시(원부교),6,False,0.0168,2.806,2025-08-14
1007617,여주시(삼합교),6,False,0.1578,2.5285,2025-08-14
1007620,여주시(강천리),4,False,0.2894,3.4026,2025-08-14
1007625,여주시(남한강교),4,False,0.2906,3.5517,2025-08-14
1007626,여주시(용은교),6,False,0.1074,2.7086,2025-08-14
1007633,강천보(상류),6,False,-0.0529,3.003,2025-08-14
1007634,강천보(하류),4,False,0.0814,3.4953,2025-08-14
1007635,여주시(여주대교),6,False,0.0501,3.2,2025-08-14
1007637,여주시(당우교),5,False,0.5462,1.6208,2025-08-14
1007639,여주보(상류),4,False,0.2471,3.6112,2025-08-14
1007640,여주시(율극교),6,False,-0.1498,2.5944,2025-08-14
1007641,여주보(하류),4,False,0.1215,3.0923,2025-08-14
1007642,이천시(동산교),6,False,0.0893,2.9696,2025-08-14
1007645,이천시(복하교),6,False,0.1113,2.6028,2025-08-14
1007650,여주시(흥천대교),6,True,0.1538,2.4561,2025-08-14
1007655,여주시(양촌교),7,False,0.0203,3.3929,2025-08-14
1007662,이포보(상류),6,False,0.1685,2.9595,2025-08-14
1007664,이포보(하류),3,False,0.0741,5.0875,2025-08-14
1007680,양평군(흑천교),5,False,0.5863,1.5884,2025-08-14
1007685,양평군(양평교),2,True,0.6156,2.5757,2025-08-14
1007687,양평군(여물교),7,False,-0.099,2.6374,2025-08-14
1007690,양평군(봉상교),5,False,0.3907,1.7479,2025-08-14
1007697,양평군(신원리),2,False,0.6415,2.6425,2025-08-14
